Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
238,Tyus Jones\jonesty01,PG,20,MIN,58,0,12.6,1.2,2.9,.402,0.4,1.2,.338,0.8,1.7,.446,.470,0.5,0.7,.775,0.2,0.9,1.1,2.5,0.8,0.1,0.6,0.8,3.3
239,DeAndre Jordan\jordade01,C,28,LAC,80,80,31.7,5.1,7.1,.713,0.0,0.0,.000,5.1,7.1,.715,.713,2.5,5.3,.482,3.6,10.1,13.7,1.2,0.6,1.6,1.5,2.6,12.6
240,Cory Joseph\josepco01,SG,25,TOR,79,22,25.3,3.8,8.3,.454,0.6,1.7,.356,3.2,6.6,.480,.491,1.2,1.5,.770,0.7,2.3,3.0,3.4,0.8,0.2,1.4,1.8,9.3
241,Frank Kaminsky\kaminfr01,C,23,CHO,74,16,26.1,4.3,10.7,.401,1.6,4.7,.330,2.7,5.9,.457,.474,1.6,2.1,.761,0.8,3.8,4.6,2.2,0.6,0.5,1.0,1.9,11.7
242,Enes Kanter\kanteen01,C,24,OKC,70,0,21.4,5.6,10.3,.547,0.1,0.5,.132,5.5,9.7,.570,.550,3.1,4.0,.794,2.7,4.0,6.7,0.9,0.5,0.5,1.7,2.1,14.4
243,Ryan Kelly\kellyry01,PF,25,ATL,15,0,5.9,0.3,1.3,.250,0.1,0.5,.250,0.2,0.8,.250,.300,0.3,0.4,.833,0.0,1.0,1.0,0.5,0.3,0.3,0.2,0.3,1.1
244,Michael Kidd-Gilchrist\kiddgmi01,SF,23,CHO,80,80,29.1,3.6,7.6,.479,0.0,0.1,.111,3.6,7.5,.484,.479,1.9,2.4,.781,1.9,5.1,7.0,1.4,1.0,1.0,0.7,2.3,9.2
245,Sean Kilpatrick\kilpase01,SG,27,BRK,70,24,25.1,4.4,10.5,.415,1.5,4.4,.341,2.9,6.1,.468,.486,2.9,3.5,.843,0.3,3.7,4.0,2.2,0.7,0.1,1.9,1.7,13.1
246,Brandon Knight\knighbr03,SG,25,PHO,54,5,21.1,3.9,9.7,.398,0.8,2.6,.324,3.0,7.1,.425,.441,2.4,2.9,.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6,11.0
247,Kyle Korver\korveky01,SG,35,TOT,66,22,26.4,3.6,7.7,.466,2.4,5.4,.451,1.2,2.3,.500,.623,0.6,0.6,.905,0.1,2.7,2.8,1.7,0.5,0.3,1.0,1.6,10.2
248,Kosta Koufos\koufoko01,C,27,SAC,71,62,20.0,3.0,5.5,.551,0.0,0.0,.000,3.0,5.5,.552,.551,0.5,0.9,.613,1.7,4.0,5.7,0.7,0.5,0.7,0.9,2.4,6.6
249,Mindaugas Kuzminskas\kuzmimi01,SF,27,NYK,67,5,14.9,2.3,5.4,.425,0.8,2.5,.319,1.5,2.9,.515,.499,0.8,1.0,.803,0.7,1.2,1.8,1.0,0.4,0.2,0.7,1.2,6.2
250,Skal Labissiere\labissk01,PF,20,SAC,31,10,17.8,3.6,6.6,.544,0.1,0.2,.429,3.5,6.4,.548,.551,1.5,2.1,.703,1.6,3.4,4.9,0.8,0.5,0.4,1.2,1.8,8.7
251,Jeremy Lamb\lambje01,SG,24,CHO,61,5,18.2,3.6,7.8,.463,0.7,2.3,.288,2.9,5.5,.536,.505,1.7,2.0,.846,0.5,3.8,4.2,1.2,0.4,0.4,0.6,1.6,9.5
252,Nicolas Laprovittola\laproni01,PG,27,SAS,18,3,9.7,1.1,2.6,.426,0.6,1.5,.370,0.6,1.1,.500,.532,0.5,0.5,1.000,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3
253,Joffrey Lauvergne\lauvejo01,C,25,TOT,69,1,14.1,2.1,4.9,.439,0.5,1.4,.337,1.7,3.4,.481,.488,0.7,1.1,.630,1.0,2.6,3.6,1.0,0.3,0.1,0.8,1.2,5.4
254,Zach LaVine\lavinza01,SG,21,MIN,47,47,37.2,6.9,15.1,.459,2.6,6.6,.387,4.4,8.5,.515,.544,2.5,3.0,.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9
255,Ty Lawson\lawsoty01,PG,29,SAC,68,23,25.0,3.4,7.5,.451,0.5,1.7,.282,2.9,5.8,.501,.483,2.4,3.0,.792,0.6,1.9,2.5,4.8,1.1,0.1,1.9,1.7,9.7
256,Jake Layman\laymaja01,SF,22,POR,34,0,6.2,0.6,2.3,.278,0.3,1.4,.239,0.3,1.0,.333,.348,0.4,0.5,.765,0.1,0.5,0.6,0.2,0.2,0.1,0.2,0.6,2.0
257,Courtney Lee\leeco01,SG,31,NYK,76,73,32.1,4.2,9.2,.456,1.4,3.5,.404,2.8,5.7,.487,.532,1.1,1.2,.882,0.7,2.7,3.4,2.4,1.1,0.3,0.9,1.8,10.9
258,David Lee\leeda02,PF,33,SAS,78,10,18.8,3.2,5.3,.592,0.0,0.0,"",3.2,5.3,.592,.592,1.0,1.4,.708,1.9,3.7,5.6,1.6,0.4,0.5,1.0,1.6,7.4
259,Alex Len\lenal01,C,23,PHO,76,33,20.3,3.0,6.0,.500,0.0,0.2,.250,3.0,5.8,.507,.503,2.0,2.7,.721,2.0,4.6,6.6,0.6,0.5,1.3,1.3,3.1,8.0
260,Kawhi Leonard\leonaka01,SF,25,SAS,73,73,33.5,8.6,17.8,.486,2.0,5.3,.380,6.6,12.5,.531,.542,6.4,7.3,.879,1.1,4.7,5.8,3.5,1.8,0.8,2.1,1.6,25.7
261,Meyers Leonard\leoname01,PF,24,POR,73,11,16.3,2.0,5.0,.390,1.0,2.9,.349,1.0,2.2,.443,.489,0.5,0.5,.875,0.4,2.7,3.1,1.0,0.2,0.4,0.5,2.3,5.4
262,Jon Leuer\leuerjo01,PF,27,DET,74,33,26.0,4.2,8.7,.484,0.7,2.2,.295,3.5,6.4,.549,.522,1.3,1.5,.865,1.4,4.0,5.4,1.5,0.4,0.4,0.9,2.0,10.3
263,Caris LeVert\leverca01,SF,22,BRK,56,25,21.6,3.0,6.6,.452,1.1,3.2,.330,1.9,3.4,.569,.533,1.2,1.7,.720,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,8.2
264,DeAndre Liggins\liggide01,SG,28,CLE,61,19,12.3,0.9,2.2,.382,0.3,0.7,.378,0.6,1.5,.385,.445,0.4,0.6,.622,0.3,1.4,1.7,0.9,0.7,0.2,0.7,1.3,2.4
265,Damian Lillard\lillada01,PG,26,POR,75,75,35.9,8.8,19.8,.444,2.9,7.7,.370,6.0,12.1,.491,.516,6.5,7.3,.895,0.6,4.3,4.9,5.9,0.9,0.3,2.6,2.0,27.0
266,Jeremy Lin\linje01,PG,28,BRK,36,33,24.5,4.9,11.1,.438,1.6,4.3,.372,3.3,6.8,.480,.510,3.2,3.9,.816,0.3,3.4,3.8,5.1,1.1,0.4,2.4,2.2,14.5
267,Shaun Livingston\livinsh01,PG,31,GSW,75,3,17.7,2.3,4.2,.553,0.0,0.0,.333,2.3,4.1,.555,.554,0.6,0.8,.700,0.4,1.6,2.0,1.8,0.5,0.3,0.8,1.6,5.2
268,Shawn Long\longsh01,C,24,PHI,17,0,12.8,3.4,5.6,.594,0.4,1.0,.412,2.9,4.6,.633,.630,1.1,2.1,.543,1.9,2.5,4.5,0.8,0.5,0.5,0.7,2.6,8.2
269,Kevon Looney\looneke01,C,20,GSW,53,4,8.4,1.1,2.0,.523,0.0,0.2,.222,1.0,1.8,.551,.533,0.4,0.6,.618,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,2.5
270,Brook Lopez\lopezbr01,C,28,BRK,75,75,29.6,7.4,15.6,.473,1.8,5.1,.348,5.6,10.5,.534,.530,3.9,4.9,.810,1.6,3.8,5.4,2.3,0.5,1.7,2.5,2.6,20.5
271,Robin Lopez\lopezro01,C,28,CHI,80,80,28.1,4.8,9.6,.493,0.0,0.0,.000,4.8,9.6,.494,.493,0.9,1.2,.714,3.0,3.4,6.4,1.0,0.2,1.5,1.1,1.9,10.4
272,Kevin Love\loveke01,PF,28,CLE,60,60,31.4,6.2,14.5,.427,2.4,6.5,.373,3.8,8.0,.471,.510,4.3,4.9,.871,2.5,8.6,11.1,1.9,0.9,0.4,2.0,2.1,19.0
273,Kyle Lowry\lowryky01,PG,30,TOR,59,59,37.7,7.2,15.4,.464,3.3,7.8,.415,3.9,7.6,.515,.569,5.0,6.1,.822,0.8,4.0,4.8,7.0,1.5,0.3,2.9,2.9,22.6
274,John Lucas III\lucasjo02,PG,34,MIN,5,0,2.2,0.2,0.8,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.0,0.0,"",0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4
275,Timothe Luwawu-Cabarrot\luwawti01,SF,21,PHI,68,18,17.1,2.1,5.2,.399,0.7,2.3,.310,1.3,2.8,.472,.469,1.5,1.8,.857,0.4,1.8,2.1,1.1,0.5,0.1,1.0,2.2,6.3
276,Trey Lyles\lylestr01,PF,21,UTA,70,4,16.4,2.3,6.2,.364,0.9,2.9,.319,1.3,3.3,.403,.438,0.8,1.1,.727,0.7,2.6,3.3,1.0,0.4,0.3,0.9,1.4,6.3
277,Shelvin Mack\macksh01,PG,26,UTA,54,9,21.8,3.1,6.9,.444,0.6,2.2,.299,2.4,4.8,.510,.491,0.9,1.4,.685,0.3,2.0,2.3,2.8,0.8,0.0,1.6,1.8,7.7
278,Ian Mahinmi\mahinia01,C,30,WAS,31,0,17.9,2.1,3.6,.586,0.0,0.0,"",2.1,3.6,.586,.586,1.4,2.4,.573,1.5,3.3,4.8,0.6,1.1,0.8,1.1,2.9,5.6
279,Thon Maker\makerth01,PF,19,MIL,56,33,9.6,1.4,3.1,.462,0.5,1.3,.389,0.9,1.8,.515,.543,0.5,0.8,.630,0.6,1.3,1.9,0.3,0.2,0.4,0.3,1.5,3.9
280,Boban Marjanovic\marjabo01,C,28,DET,34,0,8.0,1.9,3.5,.550,0.0,0.0,"",1.9,3.5,.550,.550,1.3,1.6,.804,1.2,2.3,3.5,0.3,0.1,0.3,0.3,0.7,5.2
281,Jarell Martin\martija01,PF,22,MEM,41,3,13.5,1.4,3.6,.388,0.2,0.6,.360,1.2,3.0,.393,.418,0.9,1.2,.792,0.9,2.9,3.8,0.2,0.4,0.2,0.7,2.2,3.9
282,Wesley Matthews\matthwe02,SG,30,DAL,73,73,34.2,4.6,11.6,.393,2.4,6.6,.363,2.2,5.0,.432,.496,2.0,2.5,.816,0.2,3.3,3.6,2.9,1.1,0.2,1.4,2.2,13.5
283,Luc Mbah a Moute\mbahalu01,PF,30,LAC,79,75,22.2,2.3,4.7,.500,0.5,1.4,.383,1.8,3.3,.548,.555,0.7,1.1,.702,0.6,1.6,2.2,0.5,1.0,0.4,0.6,1.5,5.9
284,James Michael McAdoo\mcadoja01,PF,24,GSW,51,1,8.4,1.2,2.2,.532,0.0,0.2,.250,1.1,2.0,.553,.541,0.4,0.8,.475,0.6,1.0,1.6,0.3,0.3,0.5,0.4,0.9,2.7
285,Patrick McCaw\mccawpa01,SG,21,GSW,70,20,14.9,1.4,3.3,.433,0.6,1.7,.339,0.9,1.6,.530,.519,0.4,0.5,.771,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,3.8
286,Sheldon McClellan\mcclesh01,SG,24,WAS,29,3,8.7,0.8,2.2,.375,0.2,0.9,.231,0.6,1.3,.474,.422,0.6,0.7,.857,0.1,0.9,1.0,0.5,0.3,0.1,0.1,0.6,2.5
287,C.J. McCollum\mccolcj01,SG,25,POR,80,80,35.0,8.7,18.0,.480,2.3,5.5,.420,6.3,12.5,.506,.544,3.4,3.7,.912,0.8,2.9,3.6,3.6,0.9,0.5,2.2,2.5,23.0
288,T.J. McConnell\mccontj01,PG,24,PHI,80,50,26.4,2.9,6.3,.462,0.1,0.7,.200,2.8,5.6,.494,.473,0.9,1.1,.830,0.5,2.6,3.1,6.6,1.7,0.1,2.0,1.7,6.9
289,Chris McCullough\mcculch01,PF,21,TOT,15,0,4.9,1.1,2.1,.516,0.1,0.4,.167,1.0,1.7,.600,.532,0.2,0.3,.600,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.5,2.4
290,K.J. McDaniels\mcdankj01,SF,23,TOT,48,0,10.0,1.5,3.3,.459,0.4,1.3,.311,1.1,2.0,.552,.519,0.6,0.7,.824,0.3,1.3,1.6,0.3,0.4,0.4,0.6,1.0,4.0
291,Doug McDermott\mcderdo01,SF,25,TOT,66,5,22.8,3.4,7.5,.446,1.2,3.2,.370,2.2,4.4,.500,.523,1.1,1.3,.845,0.3,2.4,2.7,0.9,0.2,0.1,0.6,1.2,9.0
292,JaVale McGee\mcgeeja01,C,29,GSW,76,10,9.5,2.7,4.1,.651,0.0,0.1,.000,2.7,4.1,.659,.651,0.7,1.4,.505,1.3,1.9,3.1,0.2,0.2,0.9,0.5,1.4,6.1
293,Rodney McGruder\mcgruro01,SG,25,MIA,77,64,25.3,2.5,5.9,.413,0.9,2.8,.333,1.5,3.1,.485,.492,0.6,0.9,.620,1.2,2.1,3.3,1.6,0.6,0.2,0.7,1.8,6.4
294,Ben McLemore\mclembe01,SG,23,SAC,59,26,18.9,2.9,6.8,.429,1.1,2.8,.388,1.8,4.0,.457,.509,1.0,1.4,.763,0.3,1.6,1.9,0.8,0.5,0.1,1.1,1.7,7.9
295,Jordan McRae\mcraejo01,SG,25,CLE,37,4,10.4,1.6,4.1,.387,0.5,1.4,.353,1.1,2.7,.404,.447,0.7,0.9,.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4
296,Josh McRoberts\mcrobjo01,PF,29,MIA,22,14,17.3,2.0,5.4,.373,0.6,1.4,.419,1.4,4.0,.356,.428,0.3,0.4,.667,1.0,2.3,3.4,2.3,0.5,0.2,1.0,1.4,4.9
297,Jodie Meeks\meeksjo01,SG,29,ORL,35,10,20.5,2.9,7.1,.402,1.5,3.8,.402,1.3,3.3,.402,.508,1.8,2.0,.886,0.1,2.1,2.2,1.3,1.0,0.1,1.0,1.1,9.0
298,Salah Mejri\mejrisa01,C,30,DAL,71,11,12.5,1.2,1.9,.639,0.0,0.0,.000,1.2,1.8,.649,.639,0.5,0.8,.593,1.3,3.0,4.3,0.2,0.5,0.9,0.6,2.1,2.9
299,Jordan Mickey\mickejo01,PF,22,BOS,25,1,5.6,0.6,1.4,.441,0.0,0.0,.000,0.6,1.3,.455,.441,0.3,0.6,.571,0.5,0.8,1.4,0.3,0.1,0.2,0.4,0.5,1.5
300,Khris Middleton\middlkh01,SG,25,MIL,29,23,30.7,5.2,11.5,.450,1.6,3.6,.433,3.6,7.9,.459,.518,2.8,3.2,.880,0.4,3.8,4.2,3.4,1.4,0.2,2.2,2.7,14.7
301,C.J. Miles\milescj01,SF,29,IND,75,29,23.4,3.7,8.5,.435,2.2,5.4,.413,1.5,3.2,.473,.565,1.1,1.2,.903,0.4,2.6,3.0,0.6,0.6,0.3,0.5,2.0,10.7
302,Mike Miller\millemi01,SF,36,DEN,18,0,5.2,0.3,0.9,.375,0.3,0.8,.429,0.0,0.1,.000,.563,0.1,0.1,1.000,0.1,1.2,1.3,0.7,0.1,0.0,0.5,0.4,1.1
303,Patty Mills\millspa02,PG,28,SAS,79,8,22.0,3.4,7.8,.438,1.8,4.5,.410,1.6,3.3,.475,.555,0.8,1.0,.825,0.3,1.5,1.8,3.5,0.8,0.0,1.3,1.4,9.5
304,Elijah Millsap\millsel01,SG,29,PHO,1,0,12.0,0.0,5.0,.000,0.0,2.0,.000,0.0,3.0,.000,.000,0.0,0.0,"",0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0
305,Paul Millsap\millspa01,PF,31,ATL,68,66,34.1,6.3,14.1,.442,1.1,3.5,.313,5.1,10.6,.485,.481,4.6,6.0,.768,1.6,6.1,7.8,3.7,1.3,0.9,2.3,2.7,18.2
306,Nikola Mirotic\mirotni01,PF,25,CHI,69,14,24.0,3.7,8.9,.416,1.8,5.3,.344,1.9,3.5,.525,.520,1.4,1.8,.778,0.8,4.6,5.4,1.1,0.7,0.8,1.1,1.8,10.7
307,Greg Monroe\monrogr01,C,26,MIL,80,0,22.6,4.8,9.0,.534,0.0,0.0,.000,4.8,9.0,.536,.534,2.2,2.9,.739,2.1,4.5,6.6,2.3,1.1,0.5,1.7,2.1,11.8
308,E'Twaun Moore\mooreet01,SG,27,NOP,72,22,25.1,3.9,8.6,.458,1.1,2.9,.372,2.8,5.7,.501,.520,0.8,1.0,.778,0.5,1.7,2.1,2.3,0.7,0.4,0.9,1.8,9.7
309,Marcus Morris\morrima03,SF,27,DET,79,79,32.5,5.3,12.7,.418,1.5,4.5,.331,3.8,8.2,.466,.477,1.8,2.3,.784,1.0,3.7,4.6,2.0,0.7,0.3,1.1,2.1,14.0
310,Markieff Morris\morrima02,PF,27,WAS,76,76,31.2,5.3,11.7,.457,0.9,2.6,.362,4.4,9.1,.483,.497,2.4,2.8,.837,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3,14.0
311,Anthony Morrow\morroan01,SG,31,TOT,48,7,14.8,2.0,5.2,.387,0.8,2.8,.303,1.2,2.4,.483,.468,0.7,0.8,.919,0.3,0.4,0.6,0.5,0.5,0.0,0.1,0.9,5.5
312,Donatas Motiejunas\motiedo01,PF,26,NOP,32,0,13.7,1.6,3.8,.433,0.3,1.3,.262,1.3,2.4,.526,.479,0.7,1.4,.477,0.8,2.2,3.0,1.0,0.5,0.3,0.9,1.6,4.3
313,Timofey Mozgov\mozgoti01,C,30,LAL,54,52,20.4,3.1,6.1,.515,0.0,0.0,.000,3.1,6.1,.517,.515,1.2,1.4,.808,1.9,3.0,4.9,0.8,0.3,0.6,1.3,2.5,7.4
314,Emmanuel Mudiay\mudiaem01,PG,20,DEN,55,41,25.6,3.8,10.0,.377,1.0,3.2,.316,2.8,6.8,.406,.428,2.4,3.0,.784,0.5,2.7,3.3,3.9,0.7,0.2,2.2,1.7,11.0
315,Shabazz Muhammad\muhamsh01,SF,24,MIN,76,1,19.5,3.6,7.6,.481,0.6,1.8,.348,3.0,5.7,.523,.523,1.9,2.4,.779,1.1,1.8,2.8,0.4,0.3,0.1,0.7,1.1,9.8
316,Dejounte Murray\murrade01,PG,20,SAS,37,8,8.5,1.3,3.1,.426,0.2,0.6,.391,1.1,2.5,.435,.465,0.6,0.8,.700,0.2,1.0,1.1,1.3,0.2,0.2,1.0,0.8,3.5
317,Jamal Murray\murraja01,SG,19,DEN,80,8,21.1,3.5,8.7,.403,1.4,4.1,.329,2.2,4.6,.469,.481,1.3,1.5,.880,0.5,2.1,2.6,1.9,0.7,0.3,1.4,1.5,9.7
318,Mike Muscala\muscami01,C,25,ATL,68,3,17.6,2.4,4.8,.500,0.6,1.6,.415,1.8,3.2,.541,.567,0.7,0.9,.758,1.1,2.4,3.5,1.3,0.4,0.6,0.8,1.4,6.1
319,Larry Nance Jr.\nancela02,PF,24,LAL,61,5,22.6,3.0,5.6,.535,0.1,0.5,.258,2.9,5.1,.563,.547,0.9,1.3,.731,1.9,3.9,5.7,1.5,1.3,0.6,0.9,2.4,7.0
320,Shabazz Napier\napiesh01,PG,25,POR,52,1,9.3,1.2,3.2,.382,0.6,1.7,.360,0.6,1.5,.405,.476,0.7,0.9,.783,0.2,0.9,1.1,1.3,0.6,0.0,0.7,0.7,3.7
321,Maurice Ndour\ndourma01,PF,24,NYK,31,3,9.9,1.2,2.6,.463,0.0,0.2,.143,1.2,2.4,.493,.469,0.6,0.8,.750,0.7,1.4,2.0,0.3,0.5,0.2,0.4,1.0,3.0
322,Gary Neal\nealga01,SG,32,ATL,2,0,9.0,0.0,3.5,.000,0.0,1.0,.000,0.0,2.5,.000,.000,2.0,2.0,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,2.0
323,Jameer Nelson\nelsoja01,PG,34,DEN,75,39,27.3,3.6,8.1,.444,1.4,3.6,.388,2.2,4.4,.489,.531,0.6,0.8,.714,0.4,2.2,2.6,5.1,0.7,0.1,1.7,2.6,9.2
324,Raul Neto\netora01,PG,24,UTA,40,0,8.7,1.0,2.3,.451,0.3,0.8,.323,0.8,1.5,.517,.505,0.2,0.2,.889,0.1,0.7,0.8,0.9,0.5,0.1,0.4,1.2,2.5
325,Georges Niang\niangge01,PF,23,IND,23,0,4.0,0.4,1.6,.250,0.0,0.5,.083,0.3,1.0,.333,.264,0.1,0.1,1.000,0.1,0.7,0.7,0.2,0.1,0.0,0.2,0.3,0.9
326,Andrew Nicholson\nichoan01,PF,27,TOT,37,0,8.6,1.1,2.8,.400,0.1,0.7,.192,1.0,2.1,.468,.424,0.2,0.4,.643,0.4,1.1,1.5,0.3,0.4,0.2,0.4,1.4,2.6
327,Joakim Noah\noahjo01,C,31,NYK,46,46,22.1,2.2,4.3,.495,0.0,0.0,.000,2.2,4.3,.497,.495,0.7,1.7,.436,3.5,5.2,8.7,2.2,0.7,0.8,1.3,2.8,5.0
328,Nerlens Noel\noelne01,C,22,TOT,49,17,20.6,3.6,6.0,.597,0.0,0.0,.000,3.6,6.0,.599,.597,1.5,2.2,.694,1.8,3.9,5.8,1.0,1.3,1.0,1.0,2.6,8.7
329,Lucas Nogueira\noguelu01,C,24,TOR,56,6,19.2,1.8,2.7,.673,0.1,0.2,.300,1.8,2.6,.699,.683,0.8,1.2,.657,1.4,2.8,4.3,0.7,0.9,1.6,0.8,2.4,4.5
330,Steve Novak\novakst01,PF,33,MIL,8,0,2.8,0.3,0.9,.286,0.1,0.8,.167,0.1,0.1,1.000,.357,0.0,0.0,"",0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.6
331,Dirk Nowitzki\nowitdi01,PF,38,DAL,53,53,26.4,5.4,12.4,.436,1.5,3.9,.380,3.9,8.5,.461,.495,1.8,2.1,.873,0.4,6.1,6.5,1.5,0.5,0.7,0.9,2.1,14.1
332,Jusuf Nurkic\nurkiju01,C,22,TOT,65,48,21.4,4.2,8.2,.507,0.0,0.0,.000,4.2,8.2,.508,.507,1.8,3.2,.571,2.4,4.8,7.2,1.9,0.8,1.1,2.2,2.5,10.2
333,David Nwaba\nwabada01,SG,24,LAL,18,2,19.1,2.2,3.8,.565,0.1,0.3,.200,2.1,3.6,.594,.572,1.2,1.9,.629,0.8,2.3,3.2,0.6,0.6,0.4,0.4,1.7,5.6
334,Johnny O'Bryant\obryajo01,PF,23,TOT,11,0,7.3,1.4,2.7,.500,0.3,0.5,.500,1.1,2.2,.500,.550,0.5,0.5,.833,0.8,0.9,1.7,0.5,0.0,0.1,0.5,0.9,3.5
335,Kyle O'Quinn\oquinky01,PF,26,NYK,78,8,15.6,2.7,5.2,.521,0.0,0.2,.063,2.7,5.0,.539,.522,0.8,1.1,.771,2.0,3.6,5.6,1.5,0.4,1.3,1.0,2.2,6.3
336,Daniel Ochefu\ochefda01,C,23,WAS,18,0,3.2,0.4,1.2,.381,0.0,0.0,"",0.4,1.2,.381,.381,0.0,0.1,.000,0.2,0.9,1.1,0.1,0.1,0.0,0.2,0.9,0.9
337,Jahlil Okafor\okafoja01,C,21,PHI,50,33,22.7,4.8,9.4,.514,0.0,0.0,"",4.8,9.4,.514,.514,2.1,3.2,.671,1.6,3.2,4.8,1.2,0.4,1.0,1.8,2.4,11.8
338,Victor Oladipo\oladivi01,SG,24,OKC,65,65,33.3,6.2,14.0,.441,1.9,5.3,.362,4.2,8.6,.489,.510,1.7,2.3,.752,0.6,3.7,4.3,2.6,1.2,0.3,1.7,2.4,16.0
339,Kelly Olynyk\olynyke01,C,25,BOS,74,6,20.5,3.5,6.7,.515,0.9,2.6,.349,2.6,4.2,.616,.581,1.2,1.7,.732,1.0,3.8,4.8,1.9,0.6,0.4,1.3,2.7,9.1
340,Arinze Onuaku\onuakar01,C,29,ORL,8,0,3.5,0.3,0.5,.500,0.0,0.0,"",0.3,0.5,.500,.500,0.0,0.0,"",0.3,0.5,0.8,0.3,0.0,0.1,0.3,0.4,0.5
341,Chinanu Onuaku\onuakch01,C,20,HOU,5,1,10.4,1.0,1.4,.714,0.0,0.0,"",1.0,1.4,.714,.714,0.8,0.8,1.000,0.4,1.6,2.0,0.6,0.6,0.2,0.8,1.2,2.8
342,Kelly Oubre\oubreke01,SF,21,WAS,78,4,20.2,2.3,5.5,.423,0.7,2.4,.290,1.6,3.1,.525,.486,1.0,1.3,.758,0.8,2.6,3.3,0.6,0.7,0.2,0.6,2.5,6.3
343,Zaza Pachulia\pachuza01,C,32,GSW,69,69,18.2,2.3,4.4,.533,0.0,0.0,.000,2.3,4.4,.535,.533,1.4,1.8,.774,2.0,3.9,5.9,1.9,0.9,0.5,1.3,2.4,6.1
344,Georgios Papagiannis\papagge01,C,19,SAC,20,0,15.1,2.4,4.4,.552,0.0,0.1,.000,2.4,4.3,.558,.552,0.5,0.5,.900,1.1,2.9,3.9,0.8,0.2,0.8,0.9,2.0,5.3
345,Jabari Parker\parkeja01,PF,21,MIL,51,50,33.9,7.8,16.0,.490,1.3,3.5,.365,6.5,12.5,.525,.530,3.2,4.3,.743,1.5,4.6,6.1,2.8,1.0,0.4,1.8,2.2,20.1
346,Tony Parker\parketo01,PG,34,SAS,62,62,25.2,4.2,9.0,.463,0.4,1.1,.338,3.8,8.0,.481,.484,1.3,1.8,.717,0.1,1.6,1.8,4.6,0.5,0.0,1.4,1.5,10.1
347,Chandler Parsons\parsoch01,SF,28,MEM,34,34,19.9,2.2,6.5,.338,0.7,2.7,.269,1.5,3.8,.388,.394,1.0,1.3,.814,0.2,2.3,2.5,1.6,0.6,0.1,0.7,1.5,6.2
348,Lamar Patterson\pattela01,SG,25,ATL,5,0,8.0,0.6,3.0,.200,0.2,1.2,.167,0.4,1.8,.222,.233,0.4,0.6,.667,0.2,1.2,1.4,1.2,0.2,0.0,0.8,1.2,1.8
349,Patrick Patterson\pattepa01,PF,27,TOR,64,7,24.8,2.4,6.0,.399,1.5,3.9,.369,0.9,2.0,.458,.521,0.7,0.9,.717,1.0,3.6,4.5,1.2,0.6,0.4,0.6,1.9,6.9
350,Chris Paul\paulch01,PG,31,LAC,60,60,31.4,6.1,12.9,.476,2.0,5.0,.407,4.1,7.9,.519,.554,3.8,4.3,.891,0.7,4.3,5.0,9.2,1.9,0.1,2.4,2.4,18.1
351,Adreian Payne\paynead01,PF,25,MIN,17,0,7.6,1.4,3.2,.426,0.2,0.9,.200,1.2,2.3,.513,.454,0.8,1.1,.737,0.5,1.4,1.9,0.4,0.5,0.4,0.5,1.9,3.7
352,Cameron Payne\payneca01,PG,22,TOT,31,0,14.9,2.1,6.2,.332,0.9,2.8,.314,1.2,3.5,.346,.402,0.2,0.3,.625,0.1,1.5,1.5,1.8,0.5,0.2,0.9,1.7,5.2
353,Elfrid Payton\paytoel01,PG,22,ORL,81,57,29.4,5.2,11.0,.470,0.5,1.8,.269,4.7,9.2,.509,.492,1.8,2.6,.692,1.1,3.6,4.7,6.4,1.1,0.5,2.2,2.1,12.7
354,Gary Payton\paytoga02,PG,24,MIL,5,0,13.4,1.4,3.6,.389,0.2,1.4,.143,1.2,2.2,.545,.417,0.4,0.6,.667,0.0,1.0,1.0,1.6,0.6,0.4,1.4,1.2,3.4
355,Paul Pierce\piercpa01,SF,39,LAC,24,7,11.5,1.2,2.8,.412,0.6,1.7,.366,0.5,1.1,.481,.522,0.4,0.5,.769,0.0,2.0,2.0,0.4,0.2,0.2,0.7,1.7,3.4
356,Marshall Plumlee\plumlma02,C,24,NYK,20,1,7.2,0.5,1.0,.474,0.0,0.0,"",0.5,1.0,.474,.474,0.4,0.9,.471,1.0,1.1,2.0,0.5,0.2,0.2,0.5,0.9,1.3
