Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
121,Wayne Ellington\ellinwa01,SG,29,MIA,45,1155,12.6,.560,.680,.089,1.3,7.9,4.6,7.4,1.3,0.3,5.3,18.1,,1.5,0.9,2.4,.101,,1.6,-1.8,-0.1,0.5
122,Monta Ellis\ellismo01,SG,31,IND,56,1509,9.8,.525,.228,.252,0.9,10.5,5.8,18.5,1.6,1.0,19.5,16.7,,-0.4,1.1,0.7,.023,,-2.7,-0.3,-2.9,-0.3
123,Joel Embiid\embiijo01,C,22,PHI,31,786,24.2,.584,.228,.569,8.5,25.6,17.0,16.2,1.7,7.7,17.9,36.1,,0.5,1.5,1.9,.117,,0.2,3.2,3.3,1.1
124,James Ennis\ennisja01,SF,26,MEM,48,1152,11.2,.605,.430,.361,5.7,13.5,9.4,6.2,1.6,1.3,14.5,13.2,,1.4,1.3,2.7,.111,,-0.5,0.9,0.5,0.7
125,Tyler Ennis\ennisty01,PG,22,TOT,36,249,6.3,.452,.279,.035,3.0,8.5,5.7,25.1,1.8,0.0,23.6,19.6,,-0.3,0.2,-0.2,-0.034,,-5.2,-2.6,-7.8,-0.4
126,Tyreke Evans\evansty01,SG,27,TOT,32,617,17.4,.523,.313,.268,1.6,18.2,9.9,29.3,2.2,1.1,13.6,27.2,,0.2,0.8,1.0,.077,,0.2,0.2,0.4,0.4
127,Dante Exum\exumda01,PG,21,UTA,50,907,8.3,.516,.417,.191,2.5,8.8,5.7,14.3,0.9,0.8,16.6,18.6,,-0.2,1.0,0.8,.045,,-2.2,-0.6,-2.8,-0.2
128,Kenneth Faried\farieke01,PF,27,DEN,49,1078,20.5,.602,.016,.534,15.6,24.0,19.8,5.9,1.6,2.6,11.0,17.5,,2.9,0.9,3.9,.172,,1.1,0.0,1.1,0.8
129,Jordan Farmar\farmajo01,PG,30,SAC,2,35,14.5,.500,.750,.000,3.3,6.6,5.0,39.1,2.9,0.0,20.0,19.4,,0.0,0.0,0.0,.068,,0.7,-3.8,-3.2,0.0
130,Derrick Favors\favorde01,PF,25,UTA,47,1134,15.7,.511,.023,.270,9.0,20.5,14.9,7.7,1.9,2.9,11.3,20.4,,0.5,2.2,2.7,.113,,-2.6,2.6,0.0,0.6
131,Kay Felder\feldeka01,PG,21,CLE,37,353,10.8,.469,.146,.328,1.0,10.0,5.6,20.8,2.3,1.4,14.7,23.0,,-0.2,0.3,0.1,.015,,-4.7,-1.1,-5.8,-0.3
132,Cristiano Felicio\feliccr01,C,24,CHI,55,874,15.9,.600,.000,.458,14.0,19.6,16.7,5.8,1.2,1.2,11.2,13.0,,1.9,0.9,2.9,.157,,-0.1,0.2,0.0,0.4
133,Raymond Felton\feltora01,PG,32,LAC,62,1367,12.1,.516,.285,.125,2.7,11.7,7.3,17.3,2.0,1.3,13.3,16.8,,0.6,1.4,2.0,.071,,-1.0,0.8,-0.2,0.6
134,Yogi Ferrell\ferreyo01,PG,23,TOT,27,696,13.0,.540,.446,.219,2.1,8.6,5.2,23.7,1.5,0.5,14.9,19.2,,0.6,0.5,1.0,.072,,-0.2,-1.3,-1.4,0.1
135,Dorian Finney-Smith\finnedo01,PF,23,DAL,62,1289,7.9,.518,.581,.199,3.3,11.8,7.4,5.7,1.7,1.4,12.1,11.2,,0.2,1.3,1.5,.055,,-2.3,1.5,-0.8,0.4
136,Bryn Forbes\forbebr01,SG,23,SAS,21,95,4.7,.440,.500,.036,1.2,8.1,4.8,4.4,0.5,0.0,0.0,13.5,,0.0,0.1,0.1,.040,,-3.3,-2.2,-5.5,-0.1
137,Evan Fournier\fournev01,SG,24,ORL,52,1734,13.6,.543,.360,.289,2.3,8.8,5.5,16.2,1.4,0.1,12.4,23.6,,1.0,1.0,2.0,.055,,0.4,-1.8,-1.4,0.3
138,Randy Foye\foyera01,SG,33,BRK,50,924,7.6,.527,.618,.162,1.0,12.4,6.8,15.5,1.1,0.6,20.4,15.0,,-0.4,0.3,0.0,-0.002,,-2.9,-1.2,-4.1,-0.5
139,Tim Frazier\fraziti01,PG,26,NOP,49,1155,12.6,.519,.286,.332,2.4,9.7,6.0,32.7,1.7,0.4,19.6,17.6,,0.6,1.1,1.7,.071,,-1.5,-0.9,-2.5,-0.1
140,Channing Frye\fryech01,C,33,CLE,55,1036,15.0,.590,.644,.147,3.3,18.1,10.9,5.5,1.0,2.2,8.8,20.2,,1.5,1.0,2.5,.114,,0.6,-1.6,-1.0,0.3
141,Danilo Gallinari\gallida01,SF,28,DEN,51,1724,16.9,.617,.417,.529,1.9,14.5,8.2,8.9,1.0,0.5,8.4,19.6,,4.8,0.4,5.3,.147,,2.6,-2.1,0.5,1.1
142,Langston Galloway\gallola01,PG,25,TOT,58,1140,11.0,.503,.607,.117,1.8,9.6,5.7,9.2,1.7,0.4,5.6,19.3,,0.1,1.1,1.2,.050,,-0.5,-1.4,-1.9,0.0
143,Marc Gasol\gasolma01,C,32,MEM,61,2099,21.0,.560,.229,.306,2.8,18.0,10.1,24.0,1.4,4.0,10.8,26.8,,4.0,2.9,6.9,.159,,2.4,2.2,4.6,3.5
144,Pau Gasol\gasolpa01,C,36,SAS,46,1195,19.4,.568,.147,.306,6.8,26.6,16.9,15.5,0.7,3.6,10.3,20.5,,2.2,2.3,4.5,.180,,0.5,2.9,3.4,1.6
145,Rudy Gay\gayru01,SF,30,SAC,30,1013,18.0,.559,.256,.312,4.0,17.8,10.9,14.1,2.3,2.4,12.8,25.8,,0.8,1.1,1.9,.092,,0.3,0.6,0.8,0.7
146,Michael Gbinije\gbinimi01,SG,24,DET,9,32,-2.1,.184,.400,.200,6.7,3.6,5.2,7.8,0.0,0.0,0.0,15.1,,-0.1,0.0,-0.1,-0.137,,-7.6,-2.8,-10.3,-0.1
147,Alonzo Gee\geeal01,SF,29,DEN,13,89,3.0,.306,.214,.643,5.0,12.6,8.8,8.3,2.8,0.9,18.2,10.5,,-0.1,0.1,-0.1,-0.036,,-5.5,0.9,-4.6,-0.1
148,Paul George\georgpa01,SF,26,IND,57,2006,18.5,.573,.356,.275,2.6,16.9,9.9,15.8,2.1,0.7,13.2,28.3,,2.0,2.2,4.2,.101,,2.0,-0.5,1.5,1.8
149,Jonathan Gibson\gibsojo01,PG,29,DAL,17,231,9.6,.492,.474,.305,0.5,11.1,5.6,18.6,1.8,0.0,16.3,26.4,,-0.3,0.2,-0.1,-0.024,,-3.2,-2.1,-5.3,-0.2
150,Taj Gibson\gibsota01,PF,31,TOT,62,1664,15.1,.545,.023,.233,8.5,18.8,13.6,6.5,1.0,2.7,12.2,18.9,,1.4,1.9,3.3,.095,,-2.1,0.4,-1.6,0.2
151,Manu Ginobili\ginobma01,SG,39,SAS,55,1036,14.2,.536,.512,.255,2.5,11.1,6.9,19.5,3.1,1.1,15.2,20.6,,0.6,1.9,2.5,.116,,0.7,1.3,2.0,1.0
152,Rudy Gobert\goberru01,C,24,UTA,65,2179,22.2,.677,.002,.823,13.6,29.8,22.0,5.2,1.1,6.1,16.2,16.2,,6.1,5.0,11.1,.244,,0.8,4.6,5.4,4.1
153,Archie Goodwin\goodwar01,SG,22,NOP,3,30,19.8,.798,.400,2.000,0.0,0.0,0.0,4.6,0.0,2.7,0.0,13.9,,0.2,0.0,0.2,.294,,2.1,-3.8,-1.7,0.0
154,Aaron Gordon\gordoaa01,SF,21,ORL,63,1750,13.2,.509,.333,.247,5.6,13.6,9.5,11.1,1.3,1.3,8.9,19.9,,0.9,1.4,2.3,.062,,-0.7,-0.3,-1.0,0.4
155,Eric Gordon\gordoer01,SG,28,HOU,59,1809,14.2,.569,.661,.168,1.2,8.2,4.7,13.4,1.0,1.3,10.2,22.9,,2.4,1.1,3.5,.092,,1.7,-2.6,-0.9,0.5
156,Marcin Gortat\gortama01,C,32,WAS,63,2108,15.5,.599,.004,.240,10.4,26.8,18.7,6.5,0.8,2.3,14.2,14.7,,3.2,2.7,5.9,.135,,-0.9,1.5,0.6,1.4
157,Treveon Graham\grahatr01,SG,23,CHO,20,114,6.9,.580,.444,.556,1.9,12.3,7.1,6.2,0.9,0.0,8.2,9.6,,0.1,0.1,0.2,.086,,-3.0,-1.2,-4.1,-0.1
158,Jerami Grant\grantje01,SF,22,TOT,63,1310,10.2,.556,.333,.477,2.5,11.9,7.2,4.2,1.1,4.1,10.1,12.2,,0.9,1.5,2.4,.088,,-3.1,0.9,-2.2,-0.1
159,Jerian Grant\grantje02,PG,24,CHI,53,867,12.3,.555,.426,.263,1.6,9.3,5.4,15.1,2.2,0.5,11.9,16.0,,1.0,0.8,1.8,.102,,-0.3,-0.7,-1.0,0.2
160,Danny Green\greenda02,SG,29,SAS,55,1492,10.2,.545,.695,.054,1.7,11.7,6.9,9.4,1.9,2.3,12.9,13.2,,0.5,2.4,3.0,.095,,0.1,2.4,2.5,1.7
161,Draymond Green\greendr01,PF,26,GSW,61,2005,16.9,.531,.409,.311,4.7,21.2,13.5,27.8,3.1,3.5,19.8,15.8,,2.6,4.4,6.9,.166,,0.7,5.1,5.8,3.9
162,Gerald Green\greenge01,SG,31,BOS,37,425,11.7,.504,.457,.140,4.2,13.9,9.1,10.9,0.8,1.0,7.9,22.5,,0.1,0.3,0.4,.046,,-1.9,-2.7,-4.6,-0.3
163,JaMychal Green\greenja01,PF,26,MEM,62,1758,13.1,.598,.280,.346,8.5,21.4,14.8,6.4,1.2,1.6,14.4,14.1,,2.5,2.2,4.8,.131,,-0.6,1.4,0.8,1.2
164,Jeff Green\greenje02,SF,30,ORL,63,1443,10.6,.506,.354,.310,2.6,12.2,7.3,7.7,1.1,0.8,10.5,20.4,,-0.1,0.9,0.8,.028,,-2.7,-1.6,-4.3,-0.8
165,Blake Griffin\griffbl01,PF,27,LAC,44,1492,22.9,.559,.082,.445,6.8,20.5,13.8,25.9,1.4,1.1,11.3,29.1,,3.6,1.7,5.3,.170,,3.0,1.4,4.4,2.4
166,Justin Hamilton\hamilju01,C,26,BRK,51,990,12.7,.531,.505,.111,6.7,17.3,12.1,7.0,1.2,3.1,10.1,15.4,,0.6,0.8,1.3,.065,,-1.3,0.4,-0.9,0.3
167,A.J. Hammons\hammoaj01,C,24,DAL,17,77,9.7,.455,.273,.455,7.3,23.9,15.2,4.1,0.0,7.0,10.2,18.1,,-0.1,0.1,0.0,.020,,-6.6,1.2,-5.5,-0.1
168,Tim Hardaway\hardati02,SG,24,ATL,62,1594,15.0,.562,.468,.218,1.7,9.6,5.7,13.3,1.3,0.6,9.3,22.8,,1.8,1.4,3.2,.096,,1.0,-1.9,-0.8,0.5
169,James Harden\hardeja01,PG,27,HOU,65,2372,27.6,.620,.487,.591,3.4,20.5,11.9,50.6,1.9,1.0,19.8,34.1,,9.6,2.9,12.5,.253,,8.8,1.2,10.0,7.2
170,Maurice Harkless\harklma01,SF,23,POR,58,1709,13.4,.562,.333,.190,6.3,11.9,9.1,5.4,2.0,2.7,10.7,15.9,,1.7,1.2,2.9,.082,,-0.1,0.4,0.4,1.0
171,Justin Harper\harpeju01,PF,27,PHI,3,31,6.3,.500,.583,.000,10.6,10.7,10.7,10.6,0.0,0.0,25.0,22.4,,-0.1,0.0,-0.1,-0.088,,-4.0,-3.7,-7.7,0.0
172,Montrezl Harrell\harremo01,PF,23,HOU,50,919,19.7,.663,.010,.336,8.8,13.4,11.1,10.5,1.0,3.1,10.4,17.9,,2.8,0.9,3.6,.190,,1.2,0.2,1.4,0.8
173,Devin Harris\harride01,PG,33,DAL,46,766,12.2,.522,.513,.375,1.3,12.6,6.7,19.3,1.9,0.5,12.6,19.1,,0.5,0.8,1.2,.078,,-1.0,-0.4,-1.3,0.1
174,Gary Harris\harriga01,SG,22,DEN,40,1176,16.4,.603,.404,.194,3.1,8.3,5.7,12.9,2.0,0.5,9.8,18.8,,2.5,0.4,2.9,.117,,2.8,-1.7,1.2,0.9
175,Joe Harris\harrijo01,SG,25,BRK,52,1138,9.0,.558,.610,.135,1.5,12.1,6.9,7.3,1.2,0.5,12.5,16.5,,0.2,0.4,0.6,.025,,-1.4,-1.7,-3.0,-0.3
176,Tobias Harris\harrito02,PF,24,DET,64,2010,16.7,.574,.293,.203,1.9,16.6,9.0,8.3,1.1,1.2,8.1,21.8,,3.0,2.2,5.2,.124,,0.8,0.0,0.8,1.4
177,Aaron Harrison\harriaa01,SG,22,CHO,5,17,-2.1,.102,.500,.500,0.0,19.0,9.5,22.8,0.0,0.0,0.0,12.8,,-0.1,0.0,0.0,-0.138,,-9.5,-1.8,-11.3,0.0
178,Andrew Harrison\harrian01,SG,22,MEM,57,1190,8.7,.477,.444,.549,1.8,8.4,5.0,19.7,2.0,1.4,16.0,16.1,,0.1,1.3,1.4,.054,,-2.4,0.1,-2.3,-0.1
179,Udonis Haslem\hasleud01,C,36,MIA,16,129,8.8,.542,.091,.682,6.8,23.2,14.9,6.5,2.0,0.6,21.9,12.6,,0.0,0.2,0.2,.076,,-4.6,1.3,-3.3,0.0
180,Spencer Hawes\hawessp01,PF,28,TOT,39,659,15.4,.552,.263,.159,5.6,20.0,12.8,16.8,1.0,3.5,14.2,19.6,,0.5,0.9,1.4,.100,,-1.4,1.4,0.0,0.3
181,Gordon Hayward\haywago01,SF,26,UTA,58,2012,22.6,.598,.329,.401,2.1,15.8,9.2,18.5,1.5,0.7,8.9,27.4,,6.1,2.9,9.0,.215,,4.4,0.3,4.7,3.4
182,Gerald Henderson\hendege02,SG,29,PHI,56,1341,11.7,.550,.291,.300,1.9,9.8,5.8,10.9,1.2,0.7,9.3,17.8,,1.2,0.8,2.0,.072,,-1.4,-1.3,-2.7,-0.2
183,John Henson\hensojo01,C,26,MIL,49,981,14.7,.552,.004,.372,8.1,20.8,14.6,8.1,1.4,5.7,13.4,16.5,,0.9,1.3,2.2,.108,,-2.6,2.4,-0.2,0.4
184,Juan Hernangomez\hernaju01,PF,21,DEN,47,593,13.9,.603,.469,.393,6.7,18.9,12.8,4.9,1.8,1.6,11.0,13.7,,1.0,0.4,1.4,.113,,0.1,-0.8,-0.7,0.2
185,Willy Hernangomez\hernawi01,C,22,NYK,55,912,18.7,.590,.041,.273,13.4,27.0,20.2,10.6,1.4,2.7,18.2,19.0,,1.3,1.1,2.4,.125,,-0.7,0.8,0.1,0.5
186,Mario Hezonja\hezonma01,SF,21,ORL,48,603,6.7,.461,.449,.121,1.8,15.2,8.4,9.3,1.5,1.2,16.3,19.8,,-1.1,0.5,-0.5,-0.043,,-5.2,-0.9,-6.2,-0.6
187,Roy Hibbert\hibbero01,C,30,TOT,43,673,13.4,.613,.000,.521,8.5,15.8,12.2,4.5,0.6,5.6,14.9,13.8,,1.0,0.9,1.9,.134,,-2.9,2.0,-0.9,0.2
188,Buddy Hield\hieldbu01,SG,23,TOT,64,1327,10.4,.521,.507,.086,1.6,13.4,7.5,9.9,0.9,0.4,11.1,20.9,,-0.5,1.1,0.5,.019,,-2.0,-1.9,-3.8,-0.6
189,Nene Hilario\hilarne01,C,34,HOU,54,935,18.4,.636,.024,.580,8.6,16.9,12.8,7.7,2.2,3.1,13.8,19.1,,2.0,1.3,3.2,.166,,-0.4,1.1,0.6,0.6
190,George Hill\hillge01,PG,30,UTA,38,1212,20.1,.606,.391,.355,1.9,9.9,6.0,23.4,1.7,0.7,10.4,23.7,,3.5,1.6,5.1,.201,,4.4,-0.2,4.2,1.9
191,Jordan Hill\hilljo01,C,29,MIN,5,40,5.8,.421,.000,.182,20.0,17.5,18.7,0.0,1.3,0.0,20.2,16.5,,0.0,0.0,0.0,-0.005,,-6.7,-5.8,-12.5,-0.1
192,Solomon Hill\hillso01,SF,25,NOP,63,1806,7.5,.518,.581,.259,2.2,11.6,6.9,8.4,1.5,1.1,14.1,11.0,,0.1,1.8,1.9,.051,,-2.2,1.5,-0.7,0.6
193,Darrun Hilliard\hillida01,SG,23,DET,28,293,3.5,.413,.375,.250,0.7,9.7,5.1,10.9,1.2,0.3,15.8,19.2,,-0.6,0.3,-0.4,-0.062,,-6.0,-1.3,-7.3,-0.4
194,Jrue Holiday\holidjr01,PG,26,NOP,50,1631,17.1,.535,.297,.206,2.6,10.6,6.6,37.3,2.4,1.5,18.1,24.6,,0.6,2.0,2.6,.077,,1.2,0.6,1.8,1.5
195,Justin Holiday\holidju01,SG,27,NYK,65,1256,12.7,.552,.531,.174,2.0,13.6,7.8,8.5,2.1,1.6,10.5,16.6,,1.1,1.0,2.1,.079,,-0.2,-0.6,-0.8,0.4
196,Rondae Hollis-Jefferson\holliro01,SF,22,BRK,59,1285,13.1,.522,.149,.513,4.9,20.1,12.5,14.6,2.2,1.7,16.3,18.3,,0.3,1.3,1.6,.058,,-2.9,1.5,-1.4,0.2
197,Richaun Holmes\holmeri01,C,23,PHI,38,660,17.8,.590,.144,.288,10.2,18.2,14.2,7.4,1.7,4.4,11.0,17.9,,1.0,0.9,1.9,.139,,-0.6,1.7,1.0,0.5
198,Rodney Hood\hoodro01,SG,24,UTA,46,1313,13.2,.536,.465,.173,1.2,13.1,7.3,10.4,1.2,0.6,8.8,23.1,,0.8,1.7,2.5,.092,,0.1,-0.7,-0.6,0.5
199,Al Horford\horfoal01,C,30,BOS,51,1670,16.9,.539,.331,.150,4.3,18.2,11.3,23.9,1.1,3.5,11.4,19.9,,2.3,1.9,4.3,.123,,0.7,1.9,2.6,2.0
200,Danuel House\houseda01,SG,23,WAS,1,1,12.2,,,,0.0,100.0,56.2,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.172,,-16.5,-4.3,-20.8,0.0
201,Dwight Howard\howardw01,C,31,ATL,59,1736,21.3,.631,.004,.701,15.8,32.5,24.3,7.1,1.5,3.7,17.3,18.8,,3.4,3.5,6.8,.188,,-0.2,2.6,2.4,1.9
202,Marcelo Huertas\huertma01,PG,33,LAL,23,237,9.1,.417,.279,.250,0.9,10.4,5.5,31.3,2.1,0.7,20.1,17.0,,-0.2,0.1,-0.1,-0.024,,-4.5,-2.5,-7.0,-0.3
203,Josh Huestis\huestjo01,PF,25,OKC,1,7,61.8,.875,.500,.000,31.7,31.4,31.5,37.4,0.0,11.2,0.0,24.3,,0.1,0.0,0.1,.649,,25.2,6.0,31.2,0.1
204,Kris Humphries\humphkr01,PF,31,ATL,45,532,14.7,.552,.252,.380,9.7,22.1,16.0,6.3,1.0,2.6,11.2,17.6,,0.7,0.8,1.4,.128,,-2.2,0.0,-2.2,0.0
205,R.J. Hunter\hunterj01,SG,23,CHI,3,9,-3.2,.000,1.000,.000,0.0,12.3,6.0,0.0,0.0,0.0,0.0,4.8,,0.0,0.0,0.0,-0.093,,-9.3,-2.3,-11.6,0.0
206,Serge Ibaka\ibakase01,PF,27,TOT,63,1952,17.4,.569,.309,.125,6.0,18.8,12.3,5.5,1.0,4.4,8.6,21.0,,2.4,2.2,4.6,.114,,-0.1,0.5,0.4,1.2
207,Andre Iguodala\iguodan01,SF,33,GSW,62,1616,13.3,.608,.465,.235,3.3,13.0,8.4,16.5,1.9,1.4,12.5,10.4,,2.9,2.2,5.2,.153,,1.0,1.7,2.7,1.9
208,Ersan Ilyasova\ilyaser01,PF,29,TOT,64,1689,15.3,.558,.460,.227,5.3,18.7,12.0,10.9,1.3,0.8,10.1,22.5,,1.7,1.6,3.3,.095,,0.8,-1.1,-0.3,0.7
209,Joe Ingles\inglejo01,SF,29,UTA,65,1466,12.6,.615,.638,.143,1.2,13.5,7.6,16.1,2.7,0.3,17.5,13.5,,1.7,2.4,4.1,.134,,1.0,2.0,3.0,1.8
210,Brandon Ingram\ingrabr01,SF,19,LAL,64,1820,7.3,.459,.308,.323,2.6,13.3,7.8,10.1,0.8,1.2,13.3,15.7,,-1.1,0.4,-0.6,-0.016,,-3.6,-0.9,-4.5,-1.1
211,Kyrie Irving\irvinky01,PG,24,CLE,55,1933,22.8,.578,.316,.230,2.3,7.9,5.2,30.1,1.8,0.7,10.9,30.7,,5.5,1.3,6.8,.169,,4.7,-2.0,2.8,2.3
212,Jarrett Jack\jackja01,PG,33,NOP,2,33,8.2,.773,.333,.667,0.0,0.0,0.0,20.9,3.0,0.0,43.6,9.2,,0.0,0.0,0.0,.061,,-5.5,-4.3,-9.7,-0.1
213,Demetrius Jackson\jacksde01,PG,22,BOS,5,17,31.1,.753,.250,1.500,13.2,13.1,13.1,28.3,0.0,0.0,0.0,17.4,,0.1,0.0,0.1,.388,,9.3,-2.9,6.5,0.0
214,Pierre Jackson\jackspi01,PG,25,DAL,8,84,13.2,.416,.282,.179,1.3,11.7,6.3,37.6,1.2,0.0,6.7,25.4,,0.0,0.1,0.0,.028,,-1.6,-2.6,-4.3,0.0
215,Reggie Jackson\jacksre01,PG,26,DET,43,1209,15.4,.522,.285,.212,1.6,7.3,4.4,30.3,1.3,0.2,13.9,26.2,,0.9,1.0,1.9,.075,,1.1,-2.0,-0.9,0.3
216,LeBron James\jamesle01,SF,32,CLE,57,2144,26.6,.616,.252,.390,3.8,19.9,12.1,41.7,1.8,1.3,16.6,29.7,,7.3,2.4,9.8,.219,,6.5,1.7,8.2,5.5
217,Al Jefferson\jeffeal01,C,32,IND,60,869,18.9,.529,.002,.186,9.1,23.7,16.5,11.5,0.9,1.5,5.8,25.8,,1.2,0.9,2.2,.121,,-1.3,-1.5,-2.8,-0.2
218,Richard Jefferson\jefferi01,SF,36,CLE,61,1224,7.9,.564,.528,.307,2.2,10.6,6.5,6.5,0.7,0.5,12.4,12.5,,0.9,0.6,1.5,.057,,-1.5,-1.1,-2.7,-0.2
219,John Jenkins\jenkijo01,SG,25,PHO,4,13,17.5,.595,.400,.400,0.0,8.7,4.3,11.6,0.0,0.0,0.0,19.1,,0.0,0.0,0.0,.171,,1.5,-5.5,-4.0,0.0
220,Brandon Jennings\jennibr01,PG,27,TOT,62,1477,12.4,.499,.467,.308,1.6,9.6,5.6,28.9,1.9,0.3,18.0,18.0,,0.7,0.7,1.5,.047,,-0.5,-2.2,-2.7,-0.2
221,Jonas Jerebko\jerebjo01,PF,29,BOS,63,1048,9.6,.556,.500,.122,5.6,17.9,11.8,7.2,1.3,1.3,13.3,11.5,,0.7,1.1,1.8,.083,,-2.0,0.5,-1.5,0.1
222,Amir Johnson\johnsam01,PF,29,BOS,64,1266,15.4,.627,.181,.261,8.7,17.6,13.1,13.1,1.5,3.0,14.6,13.8,,2.5,1.6,4.1,.155,,0.1,2.1,2.2,1.4
223,Brice Johnson\johnsbr02,PF,22,LAC,1,3,-13.6,.000,.000,.000,37.8,36.4,37.0,0.0,0.0,0.0,50.0,29.7,,0.0,0.0,0.0,-0.587,,-26.1,-8.6,-34.7,0.0
224,James Johnson\johnsja01,PF,29,MIA,59,1564,16.8,.569,.345,.268,3.8,16.6,10.1,20.7,1.8,3.4,17.0,21.4,,1.4,2.4,3.8,.117,,0.5,2.4,2.9,1.9
225,Joe Johnson\johnsjo02,SF,35,UTA,61,1387,12.3,.544,.402,.126,2.3,12.5,7.6,12.2,0.9,0.6,10.1,17.9,,1.2,1.6,2.8,.098,,-0.4,-0.1,-0.5,0.5
226,Stanley Johnson\johnsst04,SF,20,DET,60,1027,8.7,.473,.405,.168,3.1,12.7,7.8,10.7,2.2,1.6,15.3,14.4,,-0.5,1.4,0.9,.041,,-2.8,2.0,-0.8,0.3
227,Tyler Johnson\johnsty01,PG,24,MIA,56,1692,16.3,.535,.307,.312,2.5,12.7,7.6,16.7,2.0,1.7,7.7,20.5,,2.6,2.2,4.9,.138,,1.0,1.0,2.0,1.7
228,Wesley Johnson\johnswe01,SF,29,LAC,56,702,9.3,.463,.580,.098,4.0,21.9,13.1,4.1,2.0,3.0,7.6,12.5,,-0.1,1.0,0.9,.065,,-3.0,1.7,-1.3,0.1
229,Nikola Jokic\jokicni01,C,21,DEN,55,1488,26.2,.642,.151,.273,12.6,25.5,19.0,27.9,1.4,2.2,15.0,22.9,,5.8,1.2,7.0,.226,,6.3,1.8,8.1,3.8
230,Damian Jones\jonesda03,C,21,GSW,8,45,6.0,.571,.000,.857,15.5,11.5,13.4,0.0,1.1,3.5,34.2,14.0,,0.0,0.1,0.0,.027,,-6.2,-1.9,-8.0,-0.1
231,Derrick Jones\jonesde02,SF,19,PHO,14,130,15.8,.833,.000,.192,3.3,5.2,4.3,4.7,1.1,5.0,12.4,10.5,,0.4,0.1,0.4,.161,,0.7,0.8,1.5,0.1
232,James Jones\jonesja02,SF,36,CLE,38,292,13.5,.755,.750,.206,0.8,9.2,5.1,5.4,0.9,2.2,9.7,12.4,,0.7,0.2,0.9,.144,,1.7,-1.4,0.3,0.2
233,Terrence Jones\joneste01,PF,25,NOP,51,1264,16.3,.519,.154,.348,5.4,19.9,12.6,7.6,1.5,3.4,7.9,21.4,,0.5,1.9,2.4,.091,,-2.6,1.3,-1.3,0.2
234,Tyus Jones\jonesty01,PG,20,MIN,41,520,13.6,.535,.480,.236,1.5,8.1,4.8,26.8,2.6,0.3,14.6,14.0,,0.8,0.4,1.2,.107,,0.0,-1.9,-1.8,0.0
235,DeAndre Jordan\jordade01,C,28,LAC,64,2015,21.0,.663,.002,.738,12.9,34.4,23.9,5.5,1.0,4.3,14.1,15.3,,5.0,3.5,8.5,.203,,0.4,2.9,3.3,2.7
236,Cory Joseph\josepco01,SG,25,TOR,62,1475,13.2,.512,.182,.202,2.7,10.4,6.6,18.8,1.6,0.4,11.1,18.4,,1.4,1.0,2.4,.080,,-0.5,-0.9,-1.4,0.2
237,Frank Kaminsky\kaminfr01,C,23,CHO,59,1524,13.3,.500,.428,.183,3.3,16.5,9.9,13.4,1.5,1.6,8.1,21.7,,0.3,1.8,2.1,.066,,-0.9,0.0,-0.9,0.4
238,Enes Kanter\kanteen01,C,24,OKC,54,1172,23.8,.606,.062,.379,13.6,21.4,17.5,8.8,1.0,2.2,12.9,26.5,,3.1,1.4,4.5,.185,,0.8,-1.5,-0.7,0.4
239,Ryan Kelly\kellyry01,PF,25,ATL,10,50,11.4,.460,.500,.200,0.0,21.8,11.0,13.6,3.9,3.4,15.5,11.3,,0.0,0.1,0.1,.094,,-4.5,4.5,0.0,0.0
240,Michael Kidd-Gilchrist\kiddgmi01,SF,23,CHO,63,1856,13.7,.510,.019,.315,7.7,20.1,13.9,7.3,1.7,2.9,8.1,14.5,,1.7,2.7,4.4,.114,,-2.5,2.6,0.1,1.0
241,Sean Kilpatrick\kilpase01,SG,27,BRK,62,1605,13.1,.550,.410,.337,1.3,15.0,8.2,14.2,1.3,0.2,14.3,23.8,,0.3,0.7,1.1,.032,,-1.2,-1.9,-3.1,-0.4
242,Brandon Knight\knighbr03,SG,25,PHO,54,1140,12.5,.502,.265,.293,2.4,9.4,5.8,17.8,1.1,0.4,12.9,25.2,,0.2,0.3,0.4,.018,,-1.5,-3.0,-4.4,-0.7
243,Kyle Korver\korveky01,SG,35,TOT,58,1568,11.9,.628,.682,.079,0.5,10.8,5.8,9.8,1.0,1.0,11.9,15.0,,1.9,1.2,3.1,.096,,0.7,-0.9,-0.2,0.7
244,Kosta Koufos\koufoko01,C,27,SAC,64,1267,13.8,.572,.003,.164,9.8,23.7,16.8,4.9,1.3,3.0,13.5,14.9,,1.2,1.4,2.5,.095,,-2.7,0.6,-2.1,0.0
245,Mindaugas Kuzminskas\kuzmimi01,SF,27,NYK,55,769,12.0,.520,.469,.196,5.0,8.8,6.9,10.0,1.7,1.1,11.2,18.6,,0.5,0.3,0.9,.054,,-0.4,-2.0,-2.5,-0.1
246,Skal Labissiere\labissk01,PF,20,SAC,15,154,20.6,.608,.018,.316,16.6,21.8,19.2,5.8,1.6,1.8,15.6,22.6,,0.3,0.2,0.4,.140,,-0.9,-1.9,-2.7,0.0
