Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
247,Jeremy Lamb\lambje01,SG,24,CHO,44,792,15.5,.538,.302,.278,2.7,23.0,12.9,10.2,0.9,1.5,7.1,23.0,,0.7,1.0,1.7,.101,,-1.7,-1.1,-2.8,-0.2
248,Nicolas Laprovittola\laproni01,PG,27,SAS,18,174,8.4,.579,.574,.191,0.7,5.7,3.2,22.8,1.2,0.5,27.2,18.2,,0.0,0.2,0.2,.044,,-2.5,-2.5,-5.0,-0.1
249,Joffrey Lauvergne\lauvejo01,C,25,TOT,53,774,13.0,.528,.319,.244,7.6,19.9,13.8,10.7,1.1,0.6,12.5,17.7,,0.7,0.8,1.4,.090,,-1.9,-1.2,-3.1,-0.2
250,Zach LaVine\lavinza01,SG,21,MIN,47,1749,14.7,.576,.437,.197,1.2,9.4,5.2,12.7,1.2,0.5,9.9,21.7,,2.6,0.8,3.4,.093,,2.1,-2.1,0.1,0.9
251,Ty Lawson\lawsoty01,PG,29,SAC,58,1470,14.1,.529,.243,.342,3.2,8.9,6.0,28.5,2.2,0.3,17.4,18.9,,1.2,0.9,2.2,.070,,-0.5,-1.5,-2.0,0.0
252,Jake Layman\laymaja01,SF,22,POR,25,155,7.2,.454,.684,.228,1.4,8.7,5.0,6.5,1.9,1.0,8.7,19.5,,-0.1,0.1,-0.1,-0.020,,-2.9,-3.3,-6.3,-0.2
253,Courtney Lee\leeco01,SG,31,NYK,60,1910,12.0,.564,.403,.123,2.4,8.9,5.7,9.8,1.5,0.8,7.7,13.8,,2.6,0.7,3.4,.085,,0.7,-0.7,0.0,1.0
254,David Lee\leeda02,PF,33,SAS,62,1157,19.0,.629,.000,.277,11.3,22.8,17.2,12.6,1.1,2.1,14.6,16.8,,2.7,2.0,4.7,.197,,1.0,2.3,3.3,1.6
255,Alex Len\lenal01,C,23,PHO,61,1198,14.6,.553,.017,.434,10.5,25.8,17.9,4.3,0.9,5.1,15.9,17.3,,1.0,1.3,2.2,.089,,-3.2,1.1,-2.1,0.0
256,Kawhi Leonard\leonaka01,SF,25,SAS,57,1923,28.5,.617,.288,.420,4.0,15.8,10.0,18.1,2.8,1.7,8.7,31.2,,7.5,3.7,11.2,.280,,6.8,1.4,8.2,4.9
257,Meyers Leonard\leoname01,PF,24,POR,54,883,9.1,.508,.566,.125,2.7,19.0,10.8,8.4,0.4,2.1,8.7,16.5,,0.3,0.4,0.8,.041,,-2.1,-1.7,-3.8,-0.4
258,Jon Leuer\leuerjo01,PF,27,DET,58,1582,15.0,.569,.273,.167,5.3,17.8,11.4,9.0,0.8,1.1,8.8,17.6,,2.4,1.7,4.1,.124,,0.4,0.5,0.9,1.2
259,Caris LeVert\leverca01,SF,22,BRK,38,786,11.7,.542,.513,.252,2.1,12.6,7.4,14.3,2.3,0.5,13.8,16.1,,0.3,0.5,0.8,.052,,-1.0,-0.3,-1.3,0.1
260,DeAndre Liggins\liggide01,SG,28,CLE,49,682,7.6,.487,.352,.264,2.3,11.0,6.8,9.6,2.8,1.7,19.6,11.2,,-0.2,0.8,0.6,.040,,-3.4,1.9,-1.5,0.1
261,Damian Lillard\lillada01,PG,26,POR,57,2052,22.5,.575,.374,.359,2.0,13.4,7.7,28.5,1.0,0.7,10.4,30.7,,5.9,0.7,6.6,.155,,5.4,-2.5,2.9,2.5
262,Jeremy Lin\linje01,PG,28,BRK,19,436,19.4,.583,.393,.301,0.5,13.0,6.8,37.9,2.1,1.4,17.2,26.3,,0.7,0.3,1.0,.106,,2.3,-1.4,1.0,0.3
263,Shaun Livingston\livinsh01,PG,31,GSW,59,1022,9.5,.553,.008,.184,2.4,9.4,6.1,12.7,1.3,1.2,15.3,13.4,,0.5,1.1,1.6,.077,,-3.0,0.2,-2.8,-0.2
264,Shawn Long\longsh01,PF,24,PHI,1,15,30.5,.587,.125,.875,14.7,36.8,25.7,15.2,0.0,5.3,8.3,34.9,,0.0,0.0,0.0,.136,,2.1,-0.6,1.5,0.0
265,Kevon Looney\looneke01,C,20,GSW,46,405,14.4,.599,.088,.374,10.6,18.8,15.0,8.1,1.5,3.1,10.9,12.6,,0.8,0.7,1.5,.176,,-0.7,1.7,1.0,0.3
266,Brook Lopez\lopezbr01,C,28,BRK,58,1719,20.4,.575,.327,.323,5.4,12.8,9.2,15.5,0.9,4.5,12.2,29.0,,2.4,1.2,3.6,.099,,1.7,-0.3,1.5,1.5
267,Robin Lopez\lopezro01,C,28,CHI,64,1796,14.7,.502,.002,.129,12.4,13.4,12.9,5.6,0.3,4.2,9.3,17.3,,1.6,1.7,3.3,.087,,-1.7,0.8,-0.9,0.5
268,Kevin Love\loveke01,PF,28,CLE,46,1466,22.0,.582,.455,.366,8.9,28.9,19.2,9.7,1.4,0.9,11.0,26.7,,3.5,1.9,5.4,.178,,2.2,-1.0,1.2,1.2
269,Kyle Lowry\lowryky01,PG,30,TOR,56,2111,23.1,.624,.510,.395,2.5,11.8,7.1,29.4,1.9,0.7,13.4,25.0,,7.6,1.8,9.4,.214,,7.3,-0.8,6.5,4.5
270,John Lucas III\lucasjo02,PG,34,MIN,5,11,9.2,.250,.250,.000,0.0,0.0,0.0,12.6,9.2,0.0,0.0,16.1,,0.0,0.0,0.0,-0.022,,-6.1,0.8,-5.3,0.0
271,Timothe Luwawu-Cabarrot\luwawti01,SF,21,PHI,50,628,5.8,.505,.351,.420,2.6,11.6,7.1,8.8,1.0,0.9,18.2,17.4,,-0.5,0.4,-0.1,-0.007,,-4.9,-1.4,-6.2,-0.7
272,Trey Lyles\lylestr01,PF,21,UTA,61,1084,10.5,.469,.468,.177,4.8,17.8,11.5,10.1,1.3,1.4,11.7,21.7,,-0.7,1.6,1.0,.042,,-2.6,0.3,-2.3,-0.1
273,Shelvin Mack\macksh01,PG,26,UTA,46,983,10.1,.509,.317,.172,1.9,9.7,5.9,21.4,1.9,0.1,19.6,19.7,,-0.4,1.3,0.8,.040,,-2.3,0.0,-2.3,-0.1
274,Ian Mahinmi\mahinia01,C,30,WAS,13,205,14.7,.543,.000,.974,8.9,18.5,13.7,5.2,4.3,4.5,16.9,13.9,,0.1,0.4,0.6,.131,,-2.6,4.7,2.1,0.2
275,Thon Maker\makerth01,PF,19,MIL,38,313,13.1,.541,.450,.261,7.1,16.4,11.8,4.3,1.0,4.0,6.8,19.2,,0.3,0.3,0.6,.096,,-1.2,-1.9,-3.1,-0.1
276,Boban Marjanovic\marjabo01,C,28,DET,25,173,25.2,.546,.000,.466,18.6,32.9,25.5,5.5,0.6,3.8,7.4,24.4,,0.5,0.3,0.8,.214,,-1.2,-0.8,-2.0,0.0
277,Jarell Martin\martija01,PF,22,MEM,40,538,7.9,.472,.175,.336,7.6,25.6,16.3,2.0,1.4,1.4,14.1,16.0,,-0.3,0.8,0.5,.047,,-6.2,-0.8,-7.0,-0.7
278,Wesley Matthews\matthwe02,SG,30,DAL,58,2032,13.1,.551,.562,.218,0.7,11.6,5.9,11.7,1.7,0.5,8.9,20.0,,1.6,1.9,3.4,.081,,0.9,-0.1,0.8,1.4
279,Luc Mbah a Moute\mbahalu01,PF,30,LAC,62,1393,10.3,.573,.292,.225,3.4,7.9,5.7,2.7,2.3,1.8,9.9,11.6,,1.0,1.4,2.4,.082,,-1.0,1.5,0.5,0.9
280,James Michael McAdoo\mcadoja01,PF,24,GSW,36,317,12.1,.570,.038,.231,7.7,12.0,10.0,5.0,1.4,4.8,13.1,13.4,,0.2,0.5,0.7,.108,,-2.8,1.9,-0.9,0.1
281,Patrick McCaw\mccawpa01,SG,21,GSW,54,742,9.0,.559,.553,.165,2.2,8.1,5.3,8.8,1.3,1.4,12.1,12.0,,0.5,0.8,1.2,.081,,-1.4,-0.3,-1.7,0.1
282,Sheldon McClellan\mcclesh01,SG,24,WAS,27,250,9.7,.492,.406,.328,1.8,11.6,6.7,8.0,1.6,0.7,3.9,13.4,,0.2,0.2,0.4,.079,,-2.3,-1.0,-3.3,-0.1
283,C.J. McCollum\mccolcj01,SG,25,POR,62,2159,20.0,.587,.321,.210,2.5,9.4,5.9,17.9,1.4,1.4,10.4,27.9,,4.6,0.8,5.4,.120,,3.4,-2.4,1.0,1.6
284,T.J. McConnell\mccontj01,PG,24,PHI,62,1563,13.5,.514,.096,.161,2.0,11.2,6.6,36.9,2.9,0.4,22.5,14.0,,1.1,1.7,2.8,.085,,-2.0,-0.1,-2.1,0.0
285,Chris McCullough\mcculch01,PF,21,TOT,15,74,16.7,.542,.194,.161,13.1,11.4,12.2,4.8,0.6,2.0,5.7,20.3,,0.1,0.0,0.1,.092,,-0.9,-3.2,-4.1,0.0
286,K.J. McDaniels\mcdankj01,SF,23,TOT,34,243,9.4,.516,.392,.127,4.1,11.4,7.7,3.0,2.0,3.0,12.6,16.7,,-0.1,0.3,0.2,.036,,-4.0,-0.6,-4.6,-0.2
287,Doug McDermott\mcderdo01,SF,25,TOT,51,1267,10.5,.541,.399,.171,1.4,11.9,6.6,6.3,0.4,0.2,7.1,16.9,,1.2,0.7,1.9,.071,,-1.3,-2.3,-3.6,-0.5
288,JaVale McGee\mcgeeja01,C,29,GSW,59,552,22.7,.637,.017,.333,14.1,20.6,17.5,3.8,1.0,5.5,11.1,23.8,,1.2,1.0,2.2,.191,,-0.7,-0.6,-1.3,0.1
289,Rodney McGruder\mcgruro01,SG,25,MIA,61,1555,9.3,.512,.486,.157,5.4,8.8,7.1,7.9,1.3,0.7,8.9,11.9,,1.2,1.4,2.6,.080,,-0.6,0.6,0.0,0.8
290,Ben McLemore\mclembe01,SG,23,SAC,47,861,8.8,.526,.421,.162,1.9,8.2,5.1,6.8,1.4,0.5,11.9,18.5,,-0.2,0.3,0.2,.009,,-2.4,-2.5,-4.9,-0.6
291,Jordan McRae\mcraejo01,SG,25,CLE,37,384,9.7,.488,.340,.227,1.8,9.5,5.8,7.4,1.0,1.3,7.8,20.6,,0.0,0.2,0.2,.025,,-3.6,-2.6,-6.3,-0.4
292,Josh McRoberts\mcrobjo01,PF,29,MIA,22,381,9.8,.439,.263,.076,6.6,14.8,10.7,19.0,1.3,0.8,15.9,16.9,,-0.1,0.4,0.3,.035,,-2.9,0.6,-2.3,0.0
293,Jodie Meeks\meeksjo01,SG,29,ORL,24,520,13.5,.574,.530,.250,0.6,11.0,5.7,10.9,2.7,0.3,11.4,18.0,,0.5,0.5,1.0,.090,,-0.1,-0.5,-0.6,0.2
294,Salah Mejri\mejrisa01,C,30,DAL,57,732,14.5,.674,.021,.396,11.8,29.0,20.0,2.5,2.1,6.9,24.2,9.6,,0.9,1.5,2.5,.162,,-3.6,4.9,1.3,0.6
295,Jordan Mickey\mickejo01,PF,22,BOS,22,134,9.9,.481,.030,.303,10.9,15.8,13.3,7.6,0.7,3.1,17.6,15.1,,0.0,0.1,0.1,.041,,-5.1,0.3,-4.8,-0.1
296,Khris Middleton\middlkh01,SG,25,MIL,11,285,20.2,.627,.290,.336,1.2,14.0,7.7,25.7,2.5,0.9,13.4,22.5,,0.8,0.3,1.0,.175,,2.7,-1.0,1.8,0.3
297,C.J. Miles\milescj01,SF,29,IND,58,1359,14.2,.603,.635,.131,1.6,12.6,7.2,4.3,1.3,1.5,5.5,18.5,,2.1,1.1,3.2,.111,,1.8,-1.9,-0.1,0.6
298,Mike Miller\millemi01,SF,36,DEN,16,85,8.2,.672,.857,.143,2.6,23.8,13.1,18.3,0.6,0.0,37.7,11.9,,0.0,0.0,0.0,.021,,-2.4,-1.6,-4.0,0.0
299,Patty Mills\millspa02,PG,28,SAS,62,1342,15.5,.580,.551,.127,1.6,7.6,4.7,23.7,2.0,0.1,13.1,20.0,,2.2,1.7,4.0,.141,,2.6,-1.2,1.5,1.2
300,Paul Millsap\millspa01,PF,31,ATL,61,2089,18.3,.539,.249,.403,5.5,19.6,12.6,17.8,2.0,2.4,11.5,24.4,,2.6,3.3,5.8,.134,,0.8,2.1,2.9,2.6
301,Nikola Mirotic\mirotni01,PF,25,CHI,54,1225,12.5,.513,.601,.222,3.3,21.4,12.2,6.4,1.7,2.6,11.0,19.2,,0.2,1.7,1.9,.074,,-1.4,0.3,-1.1,0.3
302,Greg Monroe\monrogr01,C,26,MIL,62,1383,21.8,.569,.004,.350,10.9,23.4,17.3,16.8,2.8,2.0,13.2,24.0,,2.5,2.0,4.6,.159,,0.8,1.7,2.5,1.6
303,E'Twaun Moore\mooreet01,SG,27,NOP,58,1450,12.2,.539,.334,.105,1.9,7.1,4.5,14.1,1.4,1.5,9.1,17.7,,0.9,1.3,2.1,.071,,-0.9,-0.4,-1.3,0.3
304,Marcus Morris\morrima03,SF,27,DET,63,2085,13.4,.517,.363,.186,3.3,12.9,8.0,9.9,1.1,0.8,7.3,20.4,,1.6,2.0,3.7,.084,,0.3,0.0,0.2,1.2
305,Markieff Morris\morrima02,PF,27,WAS,61,1943,14.0,.539,.221,.264,5.2,18.1,11.7,8.6,1.8,1.6,12.1,20.9,,1.3,2.4,3.6,.090,,-1.3,0.6,-0.7,0.6
306,Anthony Morrow\morroan01,SG,31,TOT,42,636,9.2,.497,.538,.117,1.9,3.1,2.5,4.4,1.6,0.2,2.9,16.1,,0.4,0.4,0.8,.064,,-1.7,-3.1,-4.8,-0.5
307,Donatas Motiejunas\motiedo01,PF,26,NOP,25,367,9.3,.496,.370,.391,6.3,18.2,12.2,11.3,1.7,1.8,19.4,16.2,,-0.2,0.5,0.3,.035,,-3.8,1.5,-2.3,0.0
308,Timofey Mozgov\mozgoti01,C,30,LAL,54,1104,12.3,.553,.003,.238,10.0,16.3,13.0,6.0,0.7,2.3,16.6,16.8,,0.7,0.5,1.1,.050,,-2.8,-0.8,-3.6,-0.4
309,Emmanuel Mudiay\mudiaem01,PG,20,DEN,47,1267,10.3,.472,.324,.288,2.3,12.0,7.1,21.3,1.5,0.7,16.6,22.6,,-0.6,0.4,-0.2,-0.006,,-2.2,-1.7,-3.9,-0.6
310,Shabazz Muhammad\muhamsh01,SF,24,MIN,59,1150,14.6,.572,.252,.313,6.1,10.7,8.4,3.7,0.8,0.3,7.7,20.5,,2.0,0.4,2.4,.099,,-0.1,-3.6,-3.7,-0.5
311,Dejounte Murray\murrade01,PG,20,SAS,36,292,9.9,.507,.202,.275,2.0,11.7,7.0,23.4,1.4,1.4,23.2,24.6,,-0.4,0.4,0.0,.000,,-4.6,-0.5,-5.1,-0.2
312,Jamal Murray\murraja01,SG,19,DEN,64,1292,11.3,.507,.475,.164,2.9,10.8,6.8,13.6,1.3,1.2,12.6,21.3,,0.4,0.4,0.7,.027,,-0.8,-2.3,-3.1,-0.4
313,Mike Muscala\muscami01,C,25,ATL,53,1011,14.7,.596,.319,.215,7.0,14.1,10.6,10.9,1.2,3.1,12.6,15.1,,1.5,1.2,2.8,.131,,-0.2,1.4,1.2,0.8
314,Larry Nance Jr.\nancela02,PF,24,LAL,45,989,15.3,.581,.060,.209,8.2,19.0,13.4,9.9,2.7,2.5,14.1,12.9,,1.3,1.0,2.3,.114,,-0.7,2.3,1.7,0.9
315,Shabazz Napier\napiesh01,PG,25,POR,38,328,13.0,.518,.591,.226,1.3,11.6,6.4,19.3,3.8,0.2,17.1,20.4,,0.0,0.3,0.3,.041,,-1.0,-1.2,-2.1,0.0
316,Maurice Ndour\ndourma01,PF,24,NYK,22,149,10.8,.518,.125,.250,6.5,13.6,10.1,1.0,2.7,1.1,10.1,14.3,,0.1,0.1,0.2,.066,,-3.7,-1.6,-5.3,-0.1
317,Gary Neal\nealga01,SG,32,ATL,2,18,-4.2,.228,.286,.571,0.0,6.0,3.1,7.0,0.0,0.0,0.0,21.3,,-0.1,0.0,-0.1,-0.194,,-11.7,-5.1,-16.7,-0.1
318,Jameer Nelson\nelsoja01,PG,34,DEN,63,1670,11.5,.547,.440,.093,1.7,8.5,5.1,26.4,1.3,0.3,17.3,16.1,,1.9,0.3,2.2,.062,,0.4,-2.6,-2.2,-0.1
319,Raul Neto\netora01,PG,24,UTA,33,260,8.6,.503,.362,.087,0.9,8.6,4.9,13.7,2.8,0.6,16.3,15.4,,-0.1,0.4,0.3,.059,,-3.1,0.8,-2.2,0.0
320,Georges Niang\niangge01,PF,23,IND,22,90,-0.1,.285,.333,.056,2.5,17.1,9.9,7.8,1.7,0.0,11.9,20.8,,-0.4,0.1,-0.3,-0.178,,-9.9,-2.2,-12.1,-0.2
321,Andrew Nicholson\nichoan01,PF,27,TOT,29,237,7.1,.434,.213,.150,6.2,11.7,9.0,4.1,2.3,2.1,11.4,17.8,,-0.3,0.3,0.0,.000,,-5.3,-0.5,-5.8,-0.2
322,Joakim Noah\noahjo01,C,31,NYK,46,1015,15.2,.495,.005,.390,16.9,25.4,21.2,14.0,1.5,2.9,19.8,12.4,,1.1,1.2,2.3,.108,,-0.6,2.8,2.3,1.1
323,Nerlens Noel\noelne01,C,22,TOT,35,709,21.0,.633,.005,.361,9.7,21.5,15.5,8.2,3.3,3.9,12.0,17.7,,1.5,1.3,2.8,.190,,0.0,3.4,3.3,1.0
324,Lucas Nogueira\noguelu01,C,24,TOR,51,1058,15.8,.701,.060,.444,8.5,16.6,12.5,5.3,2.4,7.2,20.0,9.5,,1.8,1.8,3.6,.163,,0.2,5.4,5.6,2.0
325,Steve Novak\novakst01,PF,33,MIL,8,22,1.3,.357,.857,.000,0.0,15.6,7.9,0.0,0.0,0.0,0.0,14.4,,0.0,0.0,0.0,-0.075,,-6.7,-6.8,-13.5,-0.1
326,Dirk Nowitzki\nowitdi01,PF,38,DAL,37,975,17.0,.520,.316,.172,2.1,29.0,14.9,10.9,1.3,2.4,6.8,25.7,,0.4,1.4,1.8,.088,,-1.8,0.6,-1.1,0.2
327,Jusuf Nurkic\nurkiju01,C,22,TOT,52,1011,16.1,.532,.003,.401,11.5,23.5,17.5,13.2,1.8,3.4,19.5,22.8,,0.0,1.0,1.1,.050,,-2.6,1.2,-1.4,0.2
328,David Nwaba\nwabada01,PG,24,LAL,4,43,6.6,.521,.000,1.000,0.0,13.0,6.3,0.0,1.1,1.9,0.0,8.6,,0.0,0.0,0.0,.041,,-5.9,-2.2,-8.1,-0.1
329,Johnny O'Bryant\obryajo01,PF,23,TOT,11,80,14.9,.582,.200,.200,12.3,13.8,13.1,12.9,0.0,1.0,15.5,21.0,,0.1,0.0,0.1,.090,,-0.1,-3.1,-3.2,0.0
330,Kyle O'Quinn\oquinky01,PF,26,NYK,63,969,21.0,.556,.036,.191,14.6,24.5,19.6,14.2,1.5,7.0,14.8,18.6,,1.7,1.4,3.1,.155,,0.1,3.7,3.8,1.4
331,Daniel Ochefu\ochefda01,C,23,WAS,15,49,2.9,.415,.000,.125,4.6,29.6,17.2,5.8,1.0,0.0,15.1,17.8,,-0.1,0.1,0.0,-0.038,,-8.9,-1.6,-10.5,-0.1
332,Jahlil Okafor\okafoja01,C,21,PHI,43,984,14.4,.537,.000,.342,8.3,15.5,11.9,8.4,0.7,3.5,13.3,23.5,,0.1,0.9,1.0,.049,,-3.4,-0.1,-3.5,-0.4
333,Victor Oladipo\oladivi01,SG,24,OKC,49,1642,14.1,.541,.389,.167,1.9,12.5,7.2,11.8,1.8,0.8,9.5,20.9,,1.6,1.6,3.2,.094,,-0.1,-1.0,-1.1,0.4
334,Kelly Olynyk\olynyke01,C,25,BOS,58,1225,14.8,.600,.402,.225,5.0,20.0,12.5,14.4,1.6,1.5,15.2,18.7,,1.5,1.5,3.0,.117,,0.0,0.6,0.6,0.8
335,Arinze Onuaku\onuakar01,C,29,ORL,8,28,5.8,.500,.000,.000,7.7,16.0,11.7,10.0,0.0,2.9,33.3,9.5,,0.0,0.0,0.0,.000,,-6.4,0.9,-5.5,0.0
336,Chinanu Onuaku\onuakch01,C,20,HOU,2,10,37.4,1.042,.000,1.000,11.0,22.1,16.6,15.8,4.8,0.0,0.0,12.3,,0.1,0.0,0.1,.524,,10.7,2.1,12.8,0.0
337,Kelly Oubre\oubreke01,SF,21,WAS,61,1209,8.0,.503,.461,.211,3.7,14.3,9.0,4.1,1.8,0.7,10.0,14.2,,0.1,1.2,1.3,.054,,-2.4,-0.4,-2.8,-0.2
338,Zaza Pachulia\pachuza01,C,32,GSW,52,963,16.9,.600,.004,.452,13.1,21.5,17.6,13.7,2.3,2.1,18.5,15.0,,2.0,1.8,3.8,.191,,0.2,3.1,3.3,1.3
339,Georgios Papagiannis\papagge01,C,19,SAC,6,26,9.0,.750,.000,.000,4.5,17.8,11.2,0.0,0.0,3.6,20.0,8.7,,0.0,0.0,0.0,.067,,-5.2,-2.7,-7.9,0.0
340,Jabari Parker\parkeja01,PF,21,MIL,51,1728,19.0,.563,.219,.268,5.4,15.5,10.5,14.0,1.5,1.1,9.2,26.2,,2.7,1.4,4.1,.114,,1.6,-1.4,0.2,1.0
341,Tony Parker\parketo01,PG,34,SAS,49,1256,13.6,.523,.125,.196,0.8,7.5,4.2,28.4,0.9,0.1,12.2,20.0,,1.4,1.3,2.7,.104,,-0.8,-1.9,-2.7,-0.2
342,Chandler Parsons\parsoch01,SF,28,MEM,33,652,7.6,.438,.423,.200,0.8,13.9,7.2,12.5,1.5,0.6,9.3,17.8,,-0.5,0.7,0.2,.016,,-3.6,-0.5,-4.1,-0.3
343,Lamar Patterson\pattela01,SG,25,ATL,5,40,-1.8,.276,.400,.200,2.8,16.3,9.7,20.8,1.2,0.0,19.7,22.2,,-0.2,0.0,-0.2,-0.180,,-9.8,-1.4,-11.2,-0.1
344,Patrick Patterson\pattepa01,PF,27,TOR,47,1235,10.2,.519,.672,.159,4.5,17.1,10.8,6.8,1.3,1.3,9.4,12.7,,1.0,1.1,2.1,.082,,0.2,0.4,0.5,0.8
345,Chris Paul\paulch01,PG,31,LAC,43,1346,25.8,.602,.391,.348,2.4,15.6,9.1,47.9,3.4,0.4,14.4,23.9,,5.2,1.9,7.2,.255,,7.4,1.3,8.6,3.6
346,Adreian Payne\paynead01,PF,25,MIN,12,92,14.3,.526,.256,.385,7.5,17.7,12.5,6.9,2.8,3.7,13.3,25.3,,0.0,0.1,0.2,.085,,-2.4,-0.2,-2.7,0.0
347,Cameron Payne\payneca01,PG,22,TOT,26,412,5.8,.411,.427,.023,0.8,9.6,5.2,17.8,1.2,1.0,11.7,20.3,,-0.6,0.3,-0.2,-0.028,,-4.7,-2.6,-7.3,-0.6
348,Elfrid Payton\paytoel01,PG,22,ORL,65,1888,16.5,.517,.183,.231,3.5,12.6,7.9,32.8,1.9,1.4,14.7,21.7,,1.5,1.7,3.2,.082,,0.4,0.3,0.6,1.3
349,Paul Pierce\piercpa01,SF,39,LAC,13,153,4.6,.529,.659,.244,0.0,12.8,6.5,1.8,1.0,1.6,15.0,15.5,,-0.1,0.1,0.0,.005,,-3.8,-1.5,-5.3,-0.1
350,Marshall Plumlee\plumlma02,C,24,NYK,10,68,9.0,.578,.000,1.333,14.2,14.2,14.2,7.6,0.7,2.4,29.6,8.6,,0.1,0.0,0.1,.071,,-2.3,0.3,-2.0,0.0
351,Mason Plumlee\plumlma01,C,26,TOT,63,1730,18.2,.551,.012,.512,8.7,23.4,16.0,21.1,1.6,3.1,14.9,18.3,,2.9,1.7,4.6,.129,,0.1,2.4,2.5,2.0
352,Miles Plumlee\plumlmi01,C,28,TOT,37,377,8.8,.519,.000,.443,8.6,13.4,11.0,7.4,1.6,2.8,20.9,14.3,,-0.1,0.4,0.3,.039,,-4.3,0.6,-3.7,-0.2
353,Jakob Poeltl\poeltja01,C,21,TOR,37,369,9.8,.519,.000,.525,13.4,15.4,14.4,3.3,1.5,2.1,15.7,10.8,,0.4,0.4,0.7,.095,,-1.9,0.4,-1.5,0.0
354,Otto Porter\porteot01,SF,23,WAS,63,2120,17.5,.639,.430,.156,4.5,17.3,11.0,6.5,2.4,1.4,5.5,15.1,,5.2,2.7,8.0,.180,,3.0,1.3,4.3,3.3
355,Bobby Portis\portibo01,PF,21,CHI,46,632,13.9,.541,.243,.193,8.5,22.1,15.2,5.8,0.8,0.9,9.9,18.1,,0.7,0.6,1.3,.099,,-1.8,-1.6,-3.4,-0.2
356,Kristaps Porzingis\porzikr01,PF,21,NYK,55,1807,17.2,.547,.326,.259,5.5,18.1,11.8,6.5,1.0,4.7,9.5,24.0,,2.2,1.7,3.9,.103,,0.1,-0.3,-0.2,0.8
357,Dwight Powell\poweldw01,C,25,DAL,61,1060,18.8,.595,.096,.389,8.6,19.7,13.9,6.6,2.8,2.9,6.6,15.7,,2.5,1.8,4.2,.191,,-0.2,2.9,2.7,1.3
358,Norman Powell\powelno01,SG,23,TOR,60,1053,14.0,.554,.326,.294,2.0,12.2,7.1,9.7,2.0,1.0,10.5,19.9,,1.2,1.0,2.1,.096,,-0.3,-1.0,-1.3,0.2
359,Ronnie Price\pricero01,PG,33,PHO,4,10,18.2,1.500,1.000,.000,0.0,0.0,0.0,0.0,9.6,0.0,50.0,8.4,,0.0,0.0,0.0,.115,,4.0,4.1,8.0,0.0
360,Tim Quarterman\quartti01,SG,22,POR,13,44,19.4,.731,.462,.000,5.0,10.2,7.6,28.7,1.1,3.7,23.5,17.0,,0.1,0.0,0.1,.158,,2.1,-1.7,0.4,0.0
361,Chasson Randle\randlch01,PG,23,TOT,10,101,16.2,.619,.485,.455,1.1,9.7,5.4,16.4,1.4,0.8,7.0,18.3,,0.3,0.1,0.4,.170,,1.4,-2.8,-1.4,0.0
362,Julius Randle\randlju01,PF,22,LAL,56,1600,15.9,.533,.048,.369,7.0,26.3,16.3,20.8,1.3,1.2,16.6,21.6,,1.2,1.2,2.4,.073,,-1.2,0.9,-0.3,0.7
363,Zach Randolph\randoza01,PF,35,MEM,56,1362,19.6,.502,.099,.194,11.5,27.7,19.4,13.6,1.1,0.6,8.1,28.8,,1.3,1.8,3.1,.110,,-0.6,-0.6,-1.2,0.3
364,J.J. Redick\redicjj01,SG,32,LAC,61,1728,13.7,.579,.521,.187,0.7,7.8,4.3,7.7,1.2,0.5,9.2,21.8,,1.9,1.0,2.9,.081,,1.3,-2.2,-0.9,0.5
365,Willie Reed\reedwi02,C,26,MIA,54,780,17.2,.566,.014,.290,13.7,22.4,18.0,3.8,0.8,3.8,8.5,15.5,,1.5,1.2,2.6,.162,,-1.7,0.7,-1.0,0.2
366,Josh Richardson\richajo01,SG,23,MIA,36,1041,9.2,.470,.449,.124,1.9,10.6,6.2,13.2,1.5,1.2,10.8,17.9,,-0.3,1.1,0.8,.038,,-1.8,0.2,-1.7,0.1
367,Malachi Richardson\richama01,SG,21,SAC,22,198,9.7,.517,.412,.279,1.8,11.7,6.7,8.8,1.3,0.5,9.5,19.3,,0.0,0.1,0.1,.032,,-2.6,-3.0,-5.6,-0.2
368,Austin Rivers\riverau01,SG,24,LAC,62,1743,11.6,.546,.405,.256,1.2,7.1,4.2,15.8,1.3,0.5,12.6,20.1,,1.1,1.0,2.2,.060,,0.0,-1.5,-1.5,0.2
369,Andre Roberson\roberan03,SF,25,OKC,64,1954,9.2,.509,.424,.242,4.3,14.3,9.4,4.3,1.8,2.5,9.9,10.1,,0.7,2.4,3.1,.075,,-2.4,1.8,-0.6,0.7
370,Brian Roberts\roberbr01,PG,31,CHO,28,239,9.6,.502,.381,.460,1.4,11.7,6.6,20.7,0.8,0.0,16.5,17.0,,0.0,0.2,0.2,.042,,-3.6,-2.3,-5.8,-0.2
371,Glenn Robinson\robingl02,SF,23,IND,62,1337,11.3,.566,.363,.218,4.5,14.2,9.5,4.9,1.4,1.2,9.2,12.8,,1.2,1.1,2.3,.082,,-1.0,-0.1,-1.1,0.3
