Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
208,Amir Johnson\johnsam01,C,30,PHI,9,1,15.8,2.4,5.0,.489,0.1,0.8,.143,2.3,4.2,.553,.500,0.6,1.1,.500,2.1,3.6,5.7,0.8,0.6,0.6,0.6,2.9,5.6
209,Brice Johnson\johnsbr02,PF,23,LAC,3,0,6.0,1.3,2.0,.667,0.0,0.0,"",1.3,2.0,.667,.667,0.7,0.7,1.000,0.0,2.0,2.0,0.3,0.3,0.0,0.7,2.3,3.3
210,Dakari Johnson\johnsda04,C,22,OKC,3,0,2.7,1.0,1.3,.750,0.0,0.0,"",1.0,1.3,.750,.750,0.0,0.0,"",1.0,0.7,1.7,1.0,0.3,0.7,0.0,0.0,2.0
211,James Johnson\johnsja01,PF,30,MIA,8,5,28.3,4.9,9.1,.534,0.8,2.8,.273,4.1,6.4,.647,.575,2.1,3.0,.708,0.9,5.1,6.0,4.6,1.1,1.1,3.5,3.3,12.6
212,Joe Johnson\johnsjo02,SF,36,UTA,7,0,19.1,2.6,6.6,.391,0.3,2.4,.118,2.3,4.1,.552,.413,0.9,1.0,.857,0.6,2.1,2.7,1.6,0.6,0.3,1.4,1.0,6.3
213,Stanley Johnson\johnsst04,SF,21,DET,10,10,30.8,3.1,7.7,.403,1.3,3.9,.333,1.8,3.8,.474,.487,1.0,1.4,.714,0.3,2.9,3.2,1.6,1.4,0.1,0.8,2.2,8.5
214,Tyler Johnson\johnsty01,PG,25,MIA,9,0,27.1,3.7,9.8,.375,1.2,4.6,.268,2.4,5.2,.468,.438,2.4,2.4,1.000,0.3,1.9,2.2,1.9,0.9,0.8,1.2,2.2,11.0
215,Wesley Johnson\johnswe01,SF,30,LAC,9,0,18.6,2.0,5.2,.383,0.3,2.1,.158,1.7,3.1,.536,.415,0.9,1.1,.800,0.3,3.0,3.3,0.9,0.7,0.8,0.6,2.2,5.2
216,Nikola Jokic\jokicni01,C,22,DEN,10,10,30.9,6.0,11.6,.517,1.4,3.2,.438,4.6,8.4,.548,.578,2.2,2.4,.917,2.4,9.1,11.5,4.5,1.2,0.5,2.3,2.3,15.6
217,Derrick Jones\jonesde02,SF,20,PHO,4,0,6.3,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.8,1.0,.750,0.5,0.3,0.8,0.5,0.3,1.0,0.3,0.5,1.8
218,Jalen Jones\jonesja04,SF,24,NOP,1,0,3.0,0.0,1.0,.000,0.0,0.0,"",0.0,1.0,.000,.000,0.0,0.0,"",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Tyus Jones\jonesty01,PG,21,MIN,10,0,14.7,0.9,2.4,.375,0.4,1.0,.400,0.5,1.4,.357,.458,0.9,1.0,.900,0.2,1.0,1.2,2.0,0.3,0.0,0.9,0.9,3.1
220,DeAndre Jordan\jordade01,C,29,LAC,9,9,32.1,3.9,6.8,.574,0.0,0.0,"",3.9,6.8,.574,.574,2.0,3.3,.600,5.8,9.3,15.1,1.0,0.4,1.3,0.9,2.3,9.8
221,Cory Joseph\josepco01,PG,26,IND,10,0,23.1,3.1,7.4,.419,1.4,2.3,.609,1.7,5.1,.333,.514,1.4,1.7,.824,0.4,2.3,2.7,2.4,1.1,0.2,1.5,1.3,9.0
222,Frank Kaminsky\kaminfr01,C,24,CHO,9,0,27.3,4.4,10.6,.421,1.1,3.8,.294,3.3,6.8,.492,.474,1.7,2.0,.833,0.4,4.1,4.6,2.0,0.3,0.2,1.0,1.2,11.7
223,Enes Kanter\kanteen01,C,25,NYK,9,9,25.6,5.9,9.7,.609,0.0,0.1,.000,5.9,9.6,.616,.609,1.8,2.1,.842,4.4,6.9,11.3,1.0,0.4,0.7,2.2,2.8,13.6
224,Luke Kennard\kennalu01,SG,21,DET,5,0,12.8,1.8,4.4,.409,0.2,1.6,.125,1.6,2.8,.571,.432,0.4,0.8,.500,0.2,1.2,1.4,1.2,0.4,0.0,1.0,0.8,4.2
225,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,5,5,16.4,2.4,4.2,.571,0.0,0.2,.000,2.4,4.0,.600,.571,0.4,0.8,.500,0.6,3.2,3.8,0.4,0.4,0.8,0.4,1.8,5.2
226,Sean Kilpatrick\kilpase01,SG,28,BRK,4,0,8.0,1.0,4.3,.235,0.0,1.5,.000,1.0,2.8,.364,.235,2.0,2.3,.889,0.0,2.5,2.5,1.0,0.3,0.0,0.3,0.0,4.0
227,Maxi Kleber\klebima01,PF,26,DAL,6,0,12.5,1.8,3.3,.550,0.3,1.5,.222,1.5,1.8,.818,.600,0.8,1.3,.625,0.7,1.5,2.2,0.7,0.7,0.2,0.2,0.8,4.8
228,Kyle Korver\korveky01,SG,36,CLE,10,0,20.0,3.9,7.3,.534,2.6,5.5,.473,1.3,1.8,.722,.712,0.5,0.7,.714,0.2,1.9,2.1,0.5,0.6,0.5,0.8,2.2,10.9
229,Kosta Koufos\koufoko01,C,28,SAC,9,0,18.9,1.8,3.8,.471,0.0,0.0,"",1.8,3.8,.471,.471,1.1,2.0,.556,2.1,4.1,6.2,1.1,0.7,0.8,0.9,2.4,4.7
230,Kyle Kuzma\kuzmaky01,SF,22,LAL,10,2,29.1,6.3,11.2,.563,1.3,3.9,.333,5.0,7.3,.685,.621,1.5,1.9,.789,1.0,5.3,6.3,1.4,0.5,0.1,1.3,1.5,15.4
231,Skal Labissiere\labissk01,PF,21,SAC,9,2,20.4,4.0,8.1,.493,0.2,0.7,.333,3.8,7.4,.507,.507,1.4,1.8,.813,1.0,3.6,4.6,0.8,0.7,0.7,1.3,1.4,9.7
232,Jeremy Lamb\lambje01,SG,25,CHO,10,10,30.6,6.3,13.0,.485,1.7,3.7,.459,4.6,9.3,.495,.550,3.3,4.3,.767,0.4,4.7,5.1,3.3,0.7,0.3,1.8,2.3,17.6
233,Shane Larkin\larkish01,PG,25,BOS,8,0,10.5,0.9,3.3,.269,0.4,1.5,.250,0.5,1.8,.286,.327,0.6,0.8,.833,0.1,1.1,1.3,1.9,0.4,0.0,0.4,1.0,2.8
234,Joffrey Lauvergne\lauvejo01,C,26,SAS,3,0,15.7,2.7,7.0,.381,0.0,0.3,.000,2.7,6.7,.400,.381,0.7,1.0,.667,2.0,3.3,5.3,0.7,0.3,0.0,1.0,1.0,6.0
235,Jake Layman\laymaja01,SF,23,POR,2,0,7.0,0.5,2.0,.250,0.5,1.0,.500,0.0,1.0,.000,.375,0.0,0.0,"",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5
236,T.J. Leaf\leaftj01,PF,20,IND,9,0,15.0,2.3,4.8,.488,0.7,1.3,.500,1.7,3.4,.484,.558,0.2,0.6,.400,0.7,1.9,2.6,0.6,0.3,0.1,0.4,1.9,5.6
237,Courtney Lee\leeco01,SG,32,NYK,9,9,31.7,3.9,9.3,.417,1.6,3.8,.412,2.3,5.6,.420,.500,0.7,0.7,1.000,0.2,3.7,3.9,2.4,1.4,0.0,1.3,1.7,10.0
238,Alex Len\lenal01,C,24,PHO,9,0,21.9,2.8,5.2,.532,0.0,0.0,"",2.8,5.2,.532,.532,3.6,4.8,.744,2.6,5.6,8.1,0.8,0.4,0.7,1.4,2.9,9.1
239,Meyers Leonard\leoname01,PF,25,POR,2,0,8.5,2.0,3.0,.667,0.5,1.0,.500,1.5,2.0,.750,.750,1.0,2.0,.500,1.0,2.0,3.0,0.0,0.5,0.0,0.5,1.0,5.5
240,Jon Leuer\leuerjo01,PF,28,DET,8,0,17.0,1.9,4.5,.417,0.0,0.4,.000,1.9,4.1,.455,.417,1.6,1.9,.867,0.9,3.1,4.0,0.6,0.1,0.4,1.0,2.0,5.4
241,Caris LeVert\leverca01,SF,23,BRK,9,7,28.1,3.8,11.0,.343,1.0,4.6,.220,2.8,6.4,.431,.389,2.0,3.0,.667,0.4,3.2,3.7,3.2,1.1,0.6,2.1,2.7,10.6
242,DeAndre Liggins\liggide01,SG,29,MIL,6,0,12.3,0.8,2.0,.417,0.5,1.2,.429,0.3,0.8,.400,.542,0.2,0.5,.333,0.2,0.7,0.8,0.3,0.2,0.5,0.8,1.0,2.3
243,Damian Lillard\lillada01,PG,27,POR,10,10,36.6,8.2,19.4,.423,2.5,7.4,.338,5.7,12.0,.475,.487,8.2,8.8,.932,1.5,3.9,5.4,6.6,1.2,0.7,3.0,2.0,27.1
244,Jeremy Lin\linje01,PG,29,BRK,1,1,25.0,5.0,12.0,.417,1.0,2.0,.500,4.0,10.0,.400,.458,7.0,7.0,1.000,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,18.0
245,Shaun Livingston\livinsh01,PG,32,GSW,8,0,16.3,2.0,4.0,.500,0.0,0.1,.000,2.0,3.9,.516,.500,0.3,0.5,.500,0.9,1.3,2.1,2.0,0.1,0.4,0.8,1.6,4.3
246,Kevon Looney\looneke01,C,21,GSW,3,0,11.0,1.3,1.7,.800,0.0,0.0,"",1.3,1.7,.800,.800,1.3,2.3,.571,0.7,2.7,3.3,0.3,0.3,0.3,0.7,2.0,4.0
247,Brook Lopez\lopezbr01,C,29,LAL,10,10,25.5,5.8,12.8,.453,1.8,4.5,.400,4.0,8.3,.482,.523,3.0,3.7,.811,1.3,3.4,4.7,2.1,0.6,1.6,2.0,2.9,16.4
248,Robin Lopez\lopezro01,C,29,CHI,8,8,32.3,6.5,13.5,.481,0.3,0.8,.333,6.3,12.8,.490,.491,1.5,1.9,.800,3.1,3.4,6.5,2.4,0.3,1.3,2.1,2.1,14.8
249,Kevin Love\loveke01,C,29,CLE,10,10,28.7,4.7,11.7,.402,1.8,5.2,.346,2.9,6.5,.446,.479,5.0,5.6,.893,2.4,7.9,10.3,1.5,0.7,0.4,2.2,2.2,16.2
250,Kyle Lowry\lowryky01,PG,31,TOR,9,9,30.6,4.2,11.2,.376,2.0,6.1,.327,2.2,5.1,.435,.465,1.4,1.7,.867,0.3,4.7,5.0,6.6,0.7,0.2,2.0,2.1,11.9
251,Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,8,0,13.4,1.8,4.9,.359,1.3,3.5,.357,0.5,1.4,.364,.487,1.4,1.9,.733,0.5,0.6,1.1,0.9,0.6,0.0,1.0,2.0,6.1
252,Trey Lyles\lylestr01,PF,22,DEN,6,0,5.5,1.2,2.3,.500,0.3,0.7,.500,0.8,1.7,.500,.571,0.5,0.5,1.000,0.2,1.2,1.3,0.2,0.0,0.5,0.3,0.8,3.2
253,Shelvin Mack\macksh01,PG,27,ORL,9,1,19.8,2.0,5.1,.391,0.4,1.7,.267,1.6,3.4,.452,.435,1.0,1.0,1.000,0.2,1.9,2.1,4.8,0.7,0.1,1.3,1.1,5.4
254,Josh Magette\magetjo01,PG,28,ATL,5,0,3.8,0.2,0.4,.500,0.2,0.2,1.000,0.0,0.2,.000,.750,0.4,0.4,1.000,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.6,1.0
255,Ian Mahinmi\mahinia01,C,31,WAS,9,0,12.9,1.6,3.3,.467,0.0,0.0,"",1.6,3.3,.467,.467,0.8,1.1,.700,2.4,1.8,4.2,0.6,0.4,0.4,1.2,2.7,3.9
256,Thon Maker\makerth01,C,20,MIL,9,7,17.0,1.8,4.6,.390,1.0,2.6,.391,0.8,2.0,.389,.500,0.6,0.7,.833,0.8,1.7,2.4,0.7,1.0,0.2,0.8,2.9,5.1
257,Boban Marjanovic\marjabo01,C,29,DET,1,0,4.0,1.0,3.0,.333,0.0,0.0,"",1.0,3.0,.333,.333,0.0,0.0,"",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
258,Lauri Markkanen\markkla01,PF,20,CHI,8,8,33.0,5.5,12.8,.431,2.8,7.3,.379,2.8,5.5,.500,.539,2.5,3.1,.800,1.5,7.5,9.0,1.3,0.4,0.5,1.6,1.5,16.3
259,Jarell Martin\martija01,PF,23,MEM,10,9,22.2,1.9,5.0,.380,0.4,1.6,.250,1.5,3.4,.441,.420,0.8,1.2,.667,1.4,2.9,4.3,0.8,0.8,1.1,1.1,3.4,5.0
260,Frank Mason\masonfr01,PG,23,SAC,5,0,14.4,2.4,7.0,.343,0.4,1.4,.286,2.0,5.6,.357,.371,1.0,1.8,.556,0.4,0.4,0.8,2.4,0.2,0.0,1.4,0.2,6.2
261,Mangok Mathiang\mathima01,C,25,CHO,1,0,3.0,0.0,2.0,.000,0.0,0.0,"",0.0,2.0,.000,.000,0.0,0.0,"",1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Wesley Matthews\matthwe02,SG,31,DAL,11,10,33.6,3.9,10.0,.391,2.4,5.5,.426,1.5,4.5,.347,.509,1.5,1.8,.850,0.5,2.5,3.0,2.3,1.1,0.1,2.0,1.9,11.7
263,Luc Mbah a Moute\mbahalu01,PF,31,HOU,11,3,27.7,3.4,6.6,.507,0.9,2.9,.313,2.5,3.7,.659,.575,1.1,1.5,.706,0.7,3.5,4.2,0.8,1.4,0.6,1.5,2.2,8.7
264,Patrick McCaw\mccawpa01,SG,22,GSW,9,0,13.3,1.7,3.3,.500,0.3,1.2,.273,1.3,2.1,.632,.550,0.1,0.3,.333,0.3,0.6,0.9,1.3,0.6,0.2,0.2,0.8,3.8
265,C.J. McCollum\mccolcj01,SG,26,POR,9,9,36.2,8.0,17.8,.450,3.2,5.9,.547,4.8,11.9,.402,.541,2.9,3.4,.839,0.6,4.1,4.7,2.7,0.7,0.3,1.8,2.3,22.1
266,T.J. McConnell\mccontj01,PG,25,PHI,9,0,22.1,2.9,5.7,.510,0.6,1.0,.556,2.3,4.7,.500,.559,0.3,0.4,.750,0.6,2.6,3.1,4.9,1.6,0.2,1.7,2.3,6.7
267,Chris McCullough\mcculch01,PF,22,WAS,1,0,7.0,2.0,4.0,.500,0.0,0.0,"",2.0,4.0,.500,.500,1.0,2.0,.500,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0
268,Doug McDermott\mcderdo01,SF,26,NYK,9,0,20.0,2.8,5.7,.490,1.0,2.8,.360,1.8,2.9,.615,.578,0.4,0.6,.800,0.6,1.8,2.3,1.6,0.2,0.2,0.6,1.8,7.0
269,JaVale McGee\mcgeeja01,C,30,GSW,8,0,9.3,2.0,3.5,.571,0.0,0.1,.000,2.0,3.4,.593,.571,0.9,1.4,.636,1.1,1.5,2.6,0.5,0.5,1.0,0.5,1.3,4.9
270,Alfonzo McKinnie\mckinal01,SF,25,TOR,3,0,3.7,1.0,1.0,1.000,0.3,0.3,1.000,0.7,0.7,1.000,1.167,0.7,1.0,.667,0.0,0.7,0.7,0.0,0.0,0.3,0.3,1.0,3.0
271,Jodie Meeks\meeksjo01,SG,30,WAS,9,0,17.3,2.6,6.9,.371,1.2,3.7,.333,1.3,3.2,.414,.460,2.0,2.2,.900,0.1,1.2,1.3,0.3,0.8,0.0,0.7,0.4,8.3
272,Salah Mejri\mejrisa01,C,31,DAL,7,1,10.4,0.9,1.4,.600,0.0,0.0,"",0.9,1.4,.600,.600,0.3,0.7,.400,1.9,2.6,4.4,0.3,0.1,1.6,0.9,1.1,2.0
273,Jordan Mickey\mickejo01,PF,23,MIA,2,2,14.0,2.5,4.5,.556,0.0,0.5,.000,2.5,4.0,.625,.556,0.0,0.5,.000,1.5,4.5,6.0,0.0,0.0,1.0,1.0,2.5,5.0
274,Khris Middleton\middlkh01,SF,26,MIL,9,9,36.3,7.1,17.0,.418,1.3,5.0,.267,5.8,12.0,.481,.458,3.4,3.9,.886,0.9,5.0,5.9,4.9,1.0,0.1,2.3,3.8,19.0
275,C.J. Miles\milescj01,SF,30,TOR,8,0,18.9,2.9,7.4,.390,2.0,5.5,.364,0.9,1.9,.467,.525,0.9,1.0,.875,0.1,2.3,2.4,0.6,0.5,0.3,0.8,2.1,8.6
276,Darius Miller\milleda01,SF,27,NOP,10,1,12.4,1.2,3.4,.353,0.8,2.6,.308,0.4,0.8,.500,.471,0.3,0.3,1.000,0.0,0.8,0.8,0.3,0.2,0.1,0.5,1.1,3.5
277,Patty Mills\millspa02,PG,29,SAS,10,3,23.9,3.1,8.4,.369,1.5,4.2,.357,1.6,4.2,.381,.458,0.6,0.6,1.000,0.1,1.4,1.5,3.1,0.6,0.1,1.5,1.6,8.3
278,Paul Millsap\millspa01,PF,32,DEN,10,10,29.9,5.5,12.6,.437,1.0,2.9,.345,4.5,9.7,.464,.476,3.2,4.5,.711,1.8,4.9,6.7,2.3,0.9,0.7,2.1,2.5,15.2
279,Donovan Mitchell\mitchdo01,SG,21,UTA,10,3,24.7,4.9,13.0,.377,1.8,5.2,.346,3.1,7.8,.397,.446,1.9,2.1,.905,0.6,1.7,2.3,2.4,1.1,0.6,2.3,3.3,13.5
280,Malik Monk\monkma01,SG,19,CHO,10,0,21.3,3.3,9.8,.337,1.7,5.3,.321,1.6,4.5,.356,.423,0.5,0.6,.833,0.1,1.8,1.9,2.3,0.5,0.2,1.4,1.5,8.8
281,Greg Monroe\monrogr01,C,27,MIL,5,0,15.8,3.2,6.6,.485,0.0,0.0,"",3.2,6.6,.485,.485,0.4,0.8,.500,1.2,3.8,5.0,1.0,0.0,0.0,1.2,1.4,6.8
282,E'Twaun Moore\mooreet01,SG,28,NOP,10,10,31.7,4.3,9.1,.473,1.3,3.6,.361,3.0,5.5,.545,.544,0.3,0.6,.500,0.7,1.9,2.6,2.1,1.3,0.1,1.4,2.7,10.2
283,Eric Moreland\moreler01,PF,26,DET,7,0,8.4,0.4,0.7,.600,0.0,0.0,"",0.4,0.7,.600,.600,0.0,0.3,.000,0.3,1.9,2.1,0.6,0.6,0.1,0.6,1.9,0.9
284,Marcus Morris\morrima03,SF,28,BOS,2,1,20.5,3.5,9.0,.389,0.0,2.5,.000,3.5,6.5,.538,.389,3.5,3.5,1.000,0.5,5.0,5.5,1.0,1.5,0.0,0.5,2.5,10.5
285,Markieff Morris\morrima02,PF,28,WAS,2,2,16.0,1.5,7.0,.214,0.0,1.5,.000,1.5,5.5,.273,.214,3.0,4.0,.750,1.0,3.0,4.0,1.5,1.0,0.0,1.0,3.0,6.0
286,Timofey Mozgov\mozgoti01,C,31,BRK,9,9,15.8,2.1,4.0,.528,0.2,1.2,.182,1.9,2.8,.680,.556,0.3,0.3,1.000,1.6,3.6,5.1,0.2,0.1,0.4,1.0,1.0,4.8
287,Emmanuel Mudiay\mudiaem01,PG,21,DEN,10,0,23.0,4.1,10.1,.406,1.0,2.3,.435,3.1,7.8,.397,.455,3.2,4.2,.762,0.4,3.1,3.5,3.5,0.5,0.2,2.1,2.0,12.4
288,Shabazz Muhammad\muhamsh01,SF,25,MIN,10,2,14.6,1.8,5.0,.360,0.0,0.8,.000,1.8,4.2,.429,.360,0.2,0.4,.500,0.7,1.3,2.0,0.4,0.3,0.2,0.1,1.0,3.8
289,Dejounte Murray\murrade01,PG,21,SAS,10,7,23.6,3.6,8.5,.424,0.0,0.2,.000,3.6,8.3,.434,.424,1.6,2.2,.727,1.6,4.4,6.0,3.2,1.1,0.1,2.1,1.4,8.8
290,Jamal Murray\murraja01,PG,20,DEN,10,10,24.6,4.6,11.4,.404,1.1,4.4,.250,3.5,7.0,.500,.452,1.9,2.0,.950,0.9,1.3,2.2,2.6,0.6,0.2,1.5,1.9,12.2
291,Mike Muscala\muscami01,C,26,ATL,9,5,22.4,2.3,5.7,.412,0.7,2.1,.316,1.7,3.6,.469,.471,1.2,1.3,.917,1.2,3.2,4.4,1.0,0.8,0.6,0.9,2.6,6.6
292,Abdel Nader\naderab01,SF,24,BOS,6,0,7.2,1.0,2.7,.375,0.2,0.8,.200,0.8,1.8,.455,.406,0.0,0.0,"",0.3,0.5,0.8,0.5,0.3,0.2,0.7,0.5,2.2
293,Larry Nance\nancela02,PF,25,LAL,8,8,23.1,4.4,7.1,.614,0.0,0.3,.000,4.4,6.9,.636,.614,1.9,2.6,.714,2.3,5.3,7.5,0.9,1.5,0.6,1.8,3.3,10.6
294,Shabazz Napier\napiesh01,PG,26,POR,6,0,7.7,1.2,2.0,.583,0.5,0.8,.600,0.7,1.2,.571,.708,0.2,0.3,.500,0.2,1.0,1.2,1.0,0.5,0.0,0.2,0.7,3.0
295,Jameer Nelson\nelsoja01,PG,35,NOP,8,0,27.1,2.5,6.1,.408,1.4,3.5,.393,1.1,2.6,.429,.520,0.8,0.8,1.000,0.0,2.5,2.5,4.3,1.0,0.1,1.9,1.5,7.1
296,Raul Neto\netora01,PG,25,UTA,5,0,10.8,1.0,2.6,.385,0.2,0.8,.250,0.8,1.8,.444,.423,0.2,0.2,1.000,0.2,0.8,1.0,1.2,0.6,0.2,0.8,1.0,2.4
297,Nerlens Noel\noelne01,C,23,DAL,11,6,18.2,2.2,4.1,.533,0.0,0.0,"",2.2,4.1,.533,.533,1.5,1.7,.842,2.1,3.8,5.9,0.5,0.8,0.8,1.2,2.5,5.8
298,Lucas Nogueira\noguelu01,C,25,TOR,6,2,18.3,3.2,4.8,.655,0.2,0.8,.200,3.0,4.0,.750,.672,0.8,1.2,.714,1.2,3.7,4.8,0.7,1.2,2.0,0.7,1.8,7.3
299,Dirk Nowitzki\nowitdi01,C,39,DAL,11,11,24.5,4.0,10.2,.393,1.4,3.2,.429,2.6,7.0,.377,.460,1.2,1.5,.813,0.5,5.0,5.5,1.5,0.5,0.2,1.0,1.8,10.5
300,Frank Ntilikina\ntilila01,PG,19,NYK,7,0,18.6,2.0,5.6,.359,0.7,2.3,.313,1.3,3.3,.391,.423,0.0,0.3,.000,0.3,1.1,1.4,4.0,1.9,0.0,2.1,2.9,4.7
301,Jusuf Nurkic\nurkiju01,C,23,POR,10,10,27.9,6.4,13.3,.481,0.0,0.4,.000,6.4,12.9,.496,.481,3.2,4.5,.711,1.5,6.3,7.8,2.1,1.1,1.1,3.2,3.7,16.0
302,David Nwaba\nwabada01,SG,25,CHI,8,3,21.0,2.5,4.8,.526,0.3,0.6,.400,2.3,4.1,.545,.553,1.6,2.3,.722,0.4,5.1,5.5,1.0,0.8,0.8,0.5,1.8,6.9
303,Johnny O'Bryant\obryajo01,PF,24,CHO,6,0,11.7,2.0,5.0,.400,0.3,1.2,.286,1.7,3.8,.435,.433,1.3,1.3,1.000,0.8,1.8,2.7,0.5,0.3,0.3,0.5,1.0,5.7
304,Royce O'Neale\onealro01,SF,24,UTA,4,0,5.3,0.5,2.5,.200,0.0,1.0,.000,0.5,1.5,.333,.200,1.0,1.0,1.000,0.0,1.3,1.3,0.3,0.5,0.0,0.0,0.8,2.0
305,Kyle O'Quinn\oquinky01,C,27,NYK,9,0,16.4,2.2,4.1,.541,0.0,0.2,.000,2.2,3.9,.571,.541,2.0,2.4,.818,2.1,4.2,6.3,1.8,0.2,1.3,1.7,2.9,6.4
306,Semi Ojeleye\ojelese01,PF,23,BOS,9,0,14.7,1.0,2.3,.429,0.8,2.0,.389,0.2,0.3,.667,.595,0.4,0.6,.800,0.4,1.0,1.4,0.1,0.3,0.0,0.1,0.9,3.2
307,Jahlil Okafor\okafoja01,C,22,PHI,1,0,22.0,4.0,7.0,.571,0.0,0.0,"",4.0,7.0,.571,.571,2.0,4.0,.500,4.0,5.0,9.0,0.0,0.0,2.0,2.0,4.0,10.0
308,Victor Oladipo\oladivi01,SG,25,IND,10,10,32.5,8.2,17.1,.480,2.5,5.6,.446,5.7,11.5,.496,.553,4.9,5.7,.860,0.6,3.7,4.3,3.8,1.5,0.7,3.3,2.7,23.8
309,Kelly Olynyk\olynyke01,PF,26,MIA,9,1,20.8,3.7,7.1,.516,1.4,2.9,.500,2.2,4.2,.526,.617,1.6,1.9,.824,0.7,5.2,5.9,1.9,0.8,0.8,2.6,2.7,10.3
310,Cedi Osman\osmande01,SF,22,CLE,6,0,4.7,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,"",0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.3,0.7
311,Kelly Oubre\oubreke01,SF,22,WAS,9,6,32.3,4.2,9.1,.463,2.3,4.8,.488,1.9,4.3,.436,.591,1.2,1.6,.786,1.0,4.6,5.6,0.7,1.1,0.7,1.1,3.2,12.0
312,Zaza Pachulia\pachuza01,C,33,GSW,10,10,14.4,1.9,3.6,.528,0.0,0.0,"",1.9,3.6,.528,.528,0.5,0.6,.833,1.1,3.9,5.0,1.1,0.5,0.2,1.5,2.1,4.3
313,Marcus Paige\paigema01,PG,24,CHO,1,0,3.0,0.0,2.0,.000,0.0,0.0,"",0.0,2.0,.000,.000,0.0,0.0,"",0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Georgios Papagiannis\papagge01,C,20,SAC,2,0,6.0,1.0,1.0,1.000,0.0,0.0,"",1.0,1.0,1.000,1.000,0.0,0.0,"",0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,2.0
315,Chandler Parsons\parsoch01,SF,29,MEM,8,0,17.5,2.9,5.6,.511,1.8,3.5,.500,1.1,2.1,.529,.667,0.8,1.4,.545,0.4,2.3,2.6,1.8,0.8,0.5,0.3,1.3,8.3
316,Patrick Patterson\pattepa01,PF,28,OKC,9,0,14.7,0.8,2.8,.280,0.7,2.3,.286,0.1,0.4,.250,.400,0.0,0.0,"",0.3,1.7,2.0,0.6,0.7,0.2,0.3,1.0,2.2
317,Brandon Paul\paulbr01,SG,26,SAS,10,0,15.4,1.7,3.2,.531,0.9,1.7,.529,0.8,1.5,.533,.672,0.7,1.1,.636,0.1,1.2,1.3,0.8,0.8,0.2,1.0,1.8,5.0
318,Chris Paul\paulch01,PG,32,HOU,1,1,33.0,2.0,9.0,.222,0.0,4.0,.000,2.0,5.0,.400,.222,0.0,0.0,"",1.0,7.0,8.0,10.0,2.0,1.0,1.0,4.0,4.0
319,Elfrid Payton\paytoel01,PG,23,ORL,2,2,23.0,4.0,9.0,.444,0.5,1.0,.500,3.5,8.0,.438,.472,0.0,1.0,.000,0.0,2.0,2.0,6.5,2.0,0.5,3.0,1.0,8.5
320,Gary Payton\paytoga02,PG,25,MIL,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,"",.000,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
321,Alec Peters\peteral01,PF,22,PHO,2,0,7.0,0.5,2.0,.250,0.5,2.0,.250,0.0,0.0,"",.375,0.0,0.0,"",0.0,1.5,1.5,0.0,0.0,1.0,0.0,0.5,1.5
322,Mason Plumlee\plumlma01,C,27,DEN,10,0,15.8,2.5,4.4,.568,0.0,0.0,"",2.5,4.4,.568,.568,1.3,2.9,.448,1.4,3.3,4.7,1.5,0.8,0.8,1.3,1.9,6.3
323,Jakob Poeltl\poeltja01,C,22,TOR,9,0,17.1,3.1,4.6,.683,0.0,0.0,"",3.1,4.6,.683,.683,0.7,1.7,.400,2.7,3.8,6.4,0.6,0.6,1.1,1.3,2.3,6.9
324,Quincy Pondexter\pondequ01,SF,29,CHI,7,0,11.1,1.4,4.0,.357,0.3,2.0,.143,1.1,2.0,.571,.393,1.1,1.3,.889,0.7,1.0,1.7,0.6,0.4,0.3,1.0,1.6,4.3
325,Otto Porter\porteot01,SF,24,WAS,8,8,33.0,7.3,12.8,.569,2.6,5.0,.525,4.6,7.8,.597,.672,1.1,1.6,.692,1.3,5.6,6.9,1.8,2.3,0.8,0.8,3.1,18.3
326,Kristaps Porzingis\porzikr01,PF,22,NYK,9,9,33.4,11.1,22.2,.500,1.7,4.7,.357,9.4,17.6,.538,.538,6.3,7.7,.826,1.3,6.4,7.8,1.0,0.4,2.2,2.2,2.7,30.2
