Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
89,Mike Conley\conlemi01,PG,30,MEM,9,9,31.3,5.8,14.4,.400,2.1,7.0,.302,3.7,7.4,.493,.473,4.8,6.0,.796,0.0,3.0,3.0,4.0,0.9,0.2,1.3,1.9,18.4
90,Pat Connaughton\connapa01,SG,25,POR,10,0,21.2,2.6,5.9,.441,1.7,4.0,.425,0.9,1.9,.474,.585,0.7,0.8,.875,0.0,2.4,2.4,0.8,0.0,0.0,0.8,1.4,7.6
91,Quinn Cook\cookqu01,PG,24,GSW,1,0,1.0,1.0,1.0,1.000,0.0,0.0,"",1.0,1.0,1.000,1.000,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
92,Charles Cooke\cookech01,SG,23,NOP,1,0,3.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,0.0,0.0,"",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
93,DeMarcus Cousins\couside01,C,27,NOP,10,10,38.3,9.4,20.0,.470,2.4,7.3,.329,7.0,12.7,.551,.530,7.4,9.1,.813,2.1,11.6,13.7,5.8,1.9,1.9,5.1,4.0,28.6
94,Robert Covington\covinro01,SF,27,PHI,9,9,30.8,5.4,11.4,.476,3.6,7.2,.492,1.9,4.2,.447,.631,1.0,1.2,.818,1.1,3.9,5.0,1.6,1.6,0.8,1.7,3.8,15.4
95,Allen Crabbe\crabbal01,SG,25,BRK,9,2,25.7,3.3,8.8,.380,2.1,5.7,.373,1.2,3.1,.393,.500,2.8,3.1,.893,0.3,3.3,3.7,1.2,0.4,0.3,1.0,1.2,11.6
96,Jamal Crawford\crawfja01,SG,37,MIN,10,0,20.2,3.5,8.6,.407,1.7,3.9,.436,1.8,4.7,.383,.506,2.1,2.2,.955,0.1,1.3,1.4,2.6,0.9,0.1,1.8,1.1,10.8
97,Jordan Crawford\crawfjo02,SG,29,NOP,2,0,18.5,3.5,7.0,.500,2.0,2.5,.800,1.5,4.5,.333,.643,0.0,0.0,"",1.0,0.5,1.5,4.5,0.0,0.5,2.0,3.0,9.0
98,Jae Crowder\crowdja01,SF,27,CLE,10,7,26.2,2.7,6.8,.397,1.0,3.5,.286,1.7,3.3,.515,.471,1.8,2.3,.783,0.7,3.0,3.7,0.8,0.9,0.1,0.9,1.7,8.2
99,Dante Cunningham\cunnida01,SF,30,NOP,10,10,26.6,1.7,5.8,.293,0.8,3.4,.235,0.9,2.4,.375,.362,0.4,1.1,.364,1.3,3.1,4.4,0.7,0.8,0.4,0.3,2.3,4.6
100,Stephen Curry\curryst01,PG,29,GSW,10,10,32.6,8.1,16.3,.497,4.0,9.7,.412,4.1,6.6,.621,.620,6.5,6.9,.942,0.6,3.8,4.4,6.6,1.8,0.2,2.6,2.3,26.7
101,Troy Daniels\danietr01,SG,26,PHO,10,0,15.2,2.0,4.2,.476,1.6,3.4,.471,0.4,0.8,.500,.667,0.3,0.4,.750,0.1,0.8,0.9,0.3,0.1,0.0,0.7,1.2,5.9
102,Anthony Davis\davisan02,PF,24,NOP,9,9,36.3,9.7,17.8,.544,0.9,2.7,.333,8.8,15.1,.581,.569,7.2,8.9,.813,3.1,9.6,12.7,2.4,1.2,2.1,2.4,2.2,27.4
103,Deyonta Davis\davisde01,C,21,MEM,1,0,3.0,1.0,2.0,.500,0.0,0.0,"",1.0,2.0,.500,.500,0.0,0.0,"",0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0
104,Ed Davis\davised01,PF,28,POR,10,0,18.6,2.5,5.2,.481,0.0,0.0,"",2.5,5.2,.481,.481,1.8,2.6,.692,3.5,4.8,8.3,0.5,0.4,0.9,1.0,2.7,6.8
105,Dewayne Dedmon\dedmode01,C,28,ATL,10,10,23.9,3.6,6.9,.522,0.4,1.2,.333,3.2,5.7,.561,.551,1.0,1.2,.833,1.4,6.1,7.5,0.9,0.3,0.8,1.3,2.5,8.6
106,Sam Dekker\dekkesa01,SF,23,LAC,7,0,6.7,1.0,2.3,.438,0.3,1.0,.286,0.7,1.3,.556,.500,0.1,0.3,.500,0.3,0.9,1.1,0.4,0.3,0.0,0.4,0.6,2.4
107,Malcolm Delaney\delanma01,PG,28,ATL,8,2,20.0,2.0,5.5,.364,0.6,1.8,.357,1.4,3.8,.367,.420,0.9,1.4,.636,0.3,1.6,1.9,2.5,0.8,0.1,1.0,1.5,5.5
108,Matthew Dellavedova\dellama01,PG,27,MIL,9,1,21.8,1.8,4.8,.372,0.8,2.1,.368,1.0,2.7,.375,.453,1.0,1.1,.900,0.3,2.0,2.3,3.3,0.1,0.0,1.9,2.0,5.3
109,Luol Deng\denglu01,SF,32,LAL,1,1,13.0,1.0,2.0,.500,0.0,0.0,"",1.0,2.0,.500,.500,0.0,0.0,"",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
110,DeMar DeRozan\derozde01,SG,28,TOR,9,9,34.1,7.8,16.8,.464,0.6,2.3,.238,7.2,14.4,.500,.480,7.8,9.4,.824,0.9,2.8,3.7,3.8,1.6,0.1,3.3,1.7,23.9
111,Cheick Diallo\diallch01,PF,21,NOP,6,0,7.7,0.8,1.8,.455,0.0,0.0,"",0.8,1.8,.455,.455,0.2,0.3,.500,0.7,2.0,2.7,0.2,0.0,0.2,0.5,1.5,1.8
112,Gorgui Dieng\dienggo01,C,28,MIN,10,0,15.4,2.3,4.6,.500,0.2,0.8,.250,2.1,3.8,.553,.522,2.0,2.6,.769,2.0,3.0,5.0,1.1,0.3,0.2,0.8,2.1,6.8
113,Spencer Dinwiddie\dinwisp01,PG,24,BRK,9,1,22.1,3.4,8.1,.425,1.7,3.6,.469,1.8,4.6,.390,.527,2.4,2.9,.846,0.8,2.1,2.9,5.2,1.2,0.0,1.3,2.2,11.0
114,Tyler Dorsey\dorsety01,SG,21,ATL,5,0,5.4,0.6,1.8,.333,0.4,1.4,.286,0.2,0.4,.500,.444,0.4,0.4,1.000,0.0,0.6,0.6,0.2,0.0,0.0,0.8,0.2,2.0
115,Damyean Dotson\dotsoda01,SG,23,NYK,5,0,7.4,0.8,2.2,.364,0.0,0.8,.000,0.8,1.4,.571,.364,0.2,0.2,1.000,0.4,1.6,2.0,0.6,0.0,0.0,0.0,0.4,1.8
116,Goran Dragic\dragigo01,PG,31,MIA,9,9,34.3,7.3,15.1,.485,1.9,4.7,.405,5.4,10.4,.521,.548,2.8,3.7,.758,0.8,3.2,4.0,4.9,0.9,0.1,2.0,2.7,19.3
117,Andre Drummond\drumman01,C,24,DET,10,10,32.7,5.5,10.1,.545,0.0,0.0,"",5.5,10.1,.545,.545,3.0,4.0,.750,5.1,9.6,14.7,2.7,2.1,1.1,2.3,3.2,14.0
118,Jared Dudley\dudleja01,PF,32,PHO,2,0,5.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,"",.000,0.0,0.0,"",0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,0.0
119,Kris Dunn\dunnkr01,PG,23,CHI,4,0,23.3,3.8,10.5,.357,0.8,3.0,.250,3.0,7.5,.400,.393,0.3,0.5,.500,0.8,3.5,4.3,3.3,1.5,0.8,4.3,3.8,8.5
120,Kevin Durant\duranke01,SF,29,GSW,10,10,35.5,9.1,16.8,.542,3.1,6.3,.492,6.0,10.5,.571,.634,3.9,4.7,.830,0.8,6.9,7.7,4.9,0.4,2.4,3.6,2.3,25.2
121,Henry Ellenson\ellenhe01,PF,21,DET,5,0,12.6,2.4,6.2,.387,1.0,3.0,.333,1.4,3.2,.438,.468,0.2,0.2,1.000,0.2,2.8,3.0,0.6,0.4,0.0,1.0,1.2,6.0
122,Wayne Ellington\ellinwa01,SG,30,MIA,9,0,15.6,2.1,5.8,.365,1.8,4.9,.364,0.3,0.9,.375,.519,0.3,0.3,1.000,0.1,1.3,1.4,1.3,0.4,0.1,0.4,1.1,6.3
123,Joel Embiid\embiijo01,C,23,PHI,8,8,27.6,7.9,15.1,.521,0.8,3.1,.240,7.1,12.0,.594,.545,4.0,5.3,.762,1.5,8.6,10.1,3.6,1.4,1.4,4.4,3.5,20.5
124,James Ennis\ennisja01,SF,27,MEM,10,10,30.5,3.3,6.2,.532,0.9,2.3,.391,2.4,3.9,.615,.605,1.8,2.0,.900,1.5,3.3,4.8,1.7,0.8,0.2,0.8,2.6,9.3
125,Tyler Ennis\ennisty01,PG,23,LAL,7,0,5.7,0.7,2.1,.333,0.0,0.4,.000,0.7,1.7,.417,.333,0.6,0.6,1.000,0.1,0.6,0.7,1.0,0.3,0.0,0.3,0.6,2.0
126,Jawun Evans\evansja01,PG,21,LAC,2,0,7.0,2.0,4.5,.444,0.5,0.5,1.000,1.5,4.0,.375,.500,0.0,0.0,"",0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,4.5
127,Tyreke Evans\evansty01,SG,28,MEM,10,0,26.6,6.3,12.9,.488,2.1,4.7,.447,4.2,8.2,.512,.570,2.4,2.7,.889,1.1,4.0,5.1,2.6,0.8,0.0,1.4,1.7,17.1
128,Kenneth Faried\farieke01,PF,28,DEN,9,0,10.3,1.9,2.9,.654,0.0,0.0,"",1.9,2.9,.654,.654,0.9,1.2,.727,1.1,1.7,2.8,0.3,0.2,0.2,0.4,0.8,4.7
129,Derrick Favors\favorde01,PF,26,UTA,10,10,27.3,5.0,9.1,.549,0.3,1.3,.231,4.7,7.8,.603,.566,1.0,1.6,.625,1.4,3.6,5.0,1.4,0.9,0.3,1.6,2.0,11.3
130,Kay Felder\feldeka01,PG,22,CHI,6,0,10.8,1.8,5.7,.324,0.3,1.2,.286,1.5,4.5,.333,.353,0.5,0.7,.750,0.0,0.7,0.7,2.5,0.3,0.0,1.5,1.2,4.5
131,Cristiano Felicio\feliccr01,C,25,CHI,8,0,16.0,1.3,2.9,.435,0.0,0.0,"",1.3,2.9,.435,.435,0.3,0.5,.500,2.1,2.8,4.9,0.8,0.0,0.3,1.1,2.4,2.8
132,Raymond Felton\feltora01,PG,33,OKC,9,0,18.3,3.2,6.2,.518,1.3,2.4,.545,1.9,3.8,.500,.625,0.8,1.1,.700,0.1,1.3,1.4,2.4,1.0,0.1,0.7,1.3,8.6
133,Terrance Ferguson\fergute01,SG,19,OKC,7,0,4.9,0.3,1.0,.286,0.0,0.4,.000,0.3,0.6,.500,.286,0.0,0.0,"",0.1,0.1,0.3,0.0,0.1,0.1,0.1,1.4,0.6
134,Yogi Ferrell\ferreyo01,SG,24,DAL,11,4,28.2,3.4,8.0,.420,1.6,3.9,.419,1.7,4.1,.422,.523,2.5,2.7,.900,0.3,2.4,2.6,2.1,1.1,0.2,1.3,2.2,10.8
135,Dorian Finney-Smith\finnedo01,PF,24,DAL,5,1,11.8,1.2,2.2,.545,0.6,1.6,.375,0.6,0.6,1.000,.682,0.2,0.4,.500,0.8,0.6,1.4,0.6,0.0,0.0,0.8,1.4,3.2
136,Bryn Forbes\forbebr01,SG,24,SAS,10,0,12.7,2.4,5.1,.471,0.8,2.0,.400,1.6,3.1,.516,.549,0.4,0.5,.800,0.4,0.7,1.1,0.9,0.2,0.1,0.2,0.9,6.0
137,Evan Fournier\fournev01,SF,25,ORL,10,10,33.8,7.5,14.8,.507,2.7,5.7,.474,4.8,9.1,.527,.598,2.6,2.7,.963,0.9,3.8,4.7,3.5,1.2,0.2,2.2,2.4,20.3
138,De'Aaron Fox\foxde01,PG,20,SAC,9,2,27.0,5.2,12.7,.412,0.3,1.2,.273,4.9,11.4,.427,.425,1.9,2.4,.773,0.8,2.9,3.7,5.0,0.7,0.0,2.0,2.4,12.7
139,Tim Frazier\fraziti01,PG,27,WAS,9,1,15.3,0.9,3.2,.276,0.2,1.4,.154,0.7,1.8,.375,.310,0.8,0.8,1.000,0.3,1.2,1.6,4.6,1.1,0.0,1.2,2.0,2.8
140,Channing Frye\fryech01,C,34,CLE,9,0,6.9,1.2,2.6,.478,0.6,1.6,.357,0.7,1.0,.667,.587,0.3,0.3,1.000,0.1,1.3,1.4,0.3,0.1,0.0,0.2,0.9,3.3
141,Markelle Fultz\fultzma01,SG,19,PHI,4,0,19.0,2.3,6.8,.333,0.0,0.0,"",2.3,6.8,.333,.333,1.5,3.0,.500,0.8,1.5,2.3,1.8,0.5,0.3,1.5,1.5,6.0
142,Danilo Gallinari\gallida01,SF,29,LAC,9,9,31.9,4.2,11.9,.355,1.4,5.6,.260,2.8,6.3,.439,.416,2.9,3.0,.963,0.2,4.3,4.6,3.0,0.7,0.2,1.3,1.7,12.8
143,Langston Galloway\gallola01,SG,26,DET,9,0,13.4,2.6,4.6,.561,1.4,3.1,.464,1.1,1.4,.769,.720,0.1,0.1,1.000,0.0,1.4,1.4,0.6,0.4,0.1,0.6,0.6,6.7
144,Marc Gasol\gasolma01,C,33,MEM,10,10,34.3,6.7,15.0,.447,1.8,5.0,.360,4.9,10.0,.490,.507,4.7,5.8,.810,1.0,8.3,9.3,3.0,0.6,1.6,3.1,2.5,19.9
145,Pau Gasol\gasolpa01,C,37,SAS,10,10,24.9,3.6,8.1,.444,0.5,1.6,.313,3.1,6.5,.477,.475,1.7,2.4,.708,1.8,6.4,8.2,3.4,0.2,1.7,1.6,1.5,9.4
146,Rudy Gay\gayru01,SF,31,SAS,10,0,23.2,4.7,10.0,.470,0.7,2.0,.350,4.0,8.0,.500,.505,2.5,3.1,.806,1.5,3.5,5.0,1.8,1.1,0.7,1.5,2.0,12.6
147,Paul George\georgpa01,SF,27,OKC,9,9,34.2,7.8,17.7,.440,3.1,7.9,.394,4.7,9.8,.477,.528,2.3,2.7,.875,0.6,4.6,5.1,2.0,2.3,0.4,2.6,2.7,21.0
148,Marcus Georges-Hunt\georgma01,SG,23,MIN,5,0,1.8,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
149,Taj Gibson\gibsota01,PF,32,MIN,10,10,29.5,4.0,7.3,.548,0.2,0.6,.333,3.8,6.7,.567,.562,0.5,0.5,1.000,2.6,4.5,7.1,1.7,1.2,0.7,1.5,2.6,8.7
150,Manu Ginobili\ginobma01,SG,40,SAS,8,0,20.9,2.5,8.0,.313,0.6,3.3,.192,1.9,4.8,.395,.352,2.1,2.8,.773,0.1,2.0,2.1,2.4,0.9,0.3,1.5,2.1,7.8
151,Rudy Gobert\goberru01,C,25,UTA,10,10,33.5,5.4,8.5,.635,0.0,0.0,"",5.4,8.5,.635,.635,3.1,4.3,.721,2.7,7.2,9.9,1.4,0.5,2.5,2.2,2.4,13.9
152,Aaron Gordon\gordoaa01,PF,22,ORL,8,8,31.1,7.0,13.1,.533,2.4,4.3,.559,4.6,8.9,.521,.624,2.8,3.5,.786,1.6,7.3,8.9,2.3,1.0,0.9,1.8,2.5,19.1
153,Eric Gordon\gordoer01,SG,29,HOU,10,9,33.0,7.2,17.1,.421,3.9,11.2,.348,3.3,5.9,.559,.535,4.8,5.6,.857,0.1,2.5,2.6,3.3,0.6,0.3,2.6,1.9,23.1
154,Marcin Gortat\gortama01,C,33,WAS,9,9,31.4,4.9,8.4,.579,0.0,0.0,"",4.9,8.4,.579,.579,2.3,3.3,.700,2.3,7.4,9.8,1.7,0.4,1.0,1.8,2.8,12.1
155,Treveon Graham\grahatr01,SG,24,CHO,9,0,20.7,1.6,4.1,.378,0.4,1.4,.308,1.1,2.7,.417,.432,0.7,0.9,.750,0.9,1.8,2.7,1.7,0.8,0.0,0.6,2.3,4.2
156,Jerami Grant\grantje01,SF,23,OKC,9,0,23.1,2.9,6.2,.464,0.4,1.9,.235,2.4,4.3,.564,.500,2.1,2.8,.760,1.2,2.7,3.9,1.0,1.0,1.1,1.0,2.1,8.3
157,Jerian Grant\grantje02,PG,25,CHI,8,8,29.1,2.8,8.1,.338,0.5,3.0,.167,2.3,5.1,.439,.369,3.0,3.6,.828,1.0,3.4,4.4,7.0,0.9,0.3,1.5,1.9,9.0
158,Danny Green\greenda02,SG,30,SAS,10,10,29.0,4.2,9.7,.433,1.6,4.4,.364,2.6,5.3,.491,.515,0.4,0.7,.571,0.5,3.4,3.9,1.8,1.1,1.1,1.7,1.3,10.4
159,Draymond Green\greendr01,PF,27,GSW,10,10,30.1,3.4,6.8,.500,1.0,3.1,.323,2.4,3.7,.649,.574,1.9,2.4,.792,1.2,6.6,7.8,7.2,1.1,0.9,3.3,3.1,9.7
160,JaMychal Green\greenja01,PF,27,MEM,1,1,4.0,1.0,2.0,.500,0.0,0.0,"",1.0,2.0,.500,.500,0.0,0.0,"",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
161,Jeff Green\greenje02,PF,31,CLE,10,0,20.6,3.5,7.2,.486,0.6,2.0,.300,2.9,5.2,.558,.528,2.5,3.2,.781,0.4,1.9,2.3,1.6,0.7,0.3,1.1,2.3,10.1
162,Blake Griffin\griffbl01,PF,28,LAC,9,9,34.3,7.9,16.0,.493,2.1,5.0,.422,5.8,11.0,.525,.559,5.8,7.8,.743,1.3,7.1,8.4,4.3,1.1,0.3,3.0,2.4,23.7
163,Tim Hardaway\hardati02,SG,25,NYK,9,9,33.6,5.6,14.2,.391,2.6,8.3,.307,3.0,5.9,.509,.480,2.6,3.1,.821,0.6,2.4,3.0,3.1,1.1,0.1,1.7,2.0,16.2
164,James Harden\hardeja01,SG,28,HOU,11,11,35.5,9.5,20.4,.464,4.2,10.4,.404,5.3,10.0,.527,.567,6.4,7.9,.805,0.7,3.6,4.4,9.7,1.5,0.4,5.1,2.7,29.5
165,Maurice Harkless\harklma01,SF,24,POR,10,10,29.1,2.7,6.7,.403,0.7,2.3,.304,2.0,4.4,.455,.455,1.3,1.6,.813,1.1,3.2,4.3,0.9,0.9,1.0,1.0,2.3,7.4
166,Montrezl Harrell\harremo01,C,24,LAC,5,0,6.8,1.8,2.8,.643,0.0,0.0,"",1.8,2.8,.643,.643,0.2,0.4,.500,0.8,1.4,2.2,0.6,0.2,0.6,0.4,0.2,3.8
167,Devin Harris\harride01,PG,34,DAL,7,1,18.4,3.0,6.9,.438,1.0,3.0,.333,2.0,3.9,.519,.510,3.0,3.7,.808,0.3,1.4,1.7,1.9,0.6,0.1,0.7,2.9,10.0
168,Gary Harris\harriga01,SG,23,DEN,10,10,31.3,5.1,10.1,.505,2.3,4.9,.469,2.8,5.2,.538,.619,0.5,0.7,.714,0.5,1.8,2.3,2.6,1.5,0.5,1.8,2.2,13.0
169,Joe Harris\harrijo01,SG,26,BRK,8,0,20.4,3.3,7.0,.464,1.8,4.5,.389,1.5,2.5,.600,.589,0.4,0.5,.750,0.5,1.5,2.0,1.0,0.5,0.1,0.3,1.8,8.6
170,Tobias Harris\harrito02,PF,25,DET,10,10,33.1,7.8,16.3,.479,2.8,6.1,.459,5.0,10.2,.490,.564,1.3,1.5,.867,1.1,3.1,4.2,1.9,0.6,0.3,0.7,2.0,19.7
171,Andrew Harrison\harrian01,PG,23,MEM,9,8,17.3,1.8,5.2,.340,0.4,2.3,.190,1.3,2.9,.462,.383,1.1,1.1,1.000,0.2,1.1,1.3,1.1,0.6,0.2,0.9,1.6,5.1
172,Josh Hart\hartjo01,SG,22,LAL,9,0,13.7,1.1,2.7,.417,0.2,1.0,.222,0.9,1.7,.533,.458,0.6,0.7,.833,0.2,1.9,2.1,0.2,0.8,0.3,0.3,1.1,3.0
173,Gordon Hayward\haywago01,SF,27,BOS,1,1,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,"",0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
174,John Henson\hensojo01,C,27,MIL,9,2,20.4,1.8,3.4,.516,0.0,0.1,.000,1.8,3.3,.533,.516,0.9,1.8,.500,1.3,5.2,6.6,1.6,0.4,1.6,1.4,2.7,4.4
175,Juan Hernangomez\hernaju01,PF,22,DEN,2,0,6.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,"",.000,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Willy Hernangomez\hernawi01,C,23,NYK,5,0,9.6,2.2,3.2,.688,0.0,0.0,"",2.2,3.2,.688,.688,0.6,2.0,.300,0.8,0.8,1.6,0.2,0.8,0.4,1.6,1.6,5.0
177,Mario Hezonja\hezonma01,SF,22,ORL,9,0,11.8,1.7,3.6,.469,0.8,1.7,.467,0.9,1.9,.471,.578,0.0,0.0,"",0.4,1.6,2.0,0.8,0.3,0.0,0.9,1.0,4.1
178,Buddy Hield\hieldbu01,SG,24,SAC,9,7,23.7,4.6,11.6,.394,1.1,4.2,.263,3.4,7.3,.470,.442,1.1,1.2,.909,0.9,3.4,4.3,1.4,1.1,0.1,1.7,2.4,11.3
179,Nene Hilario\hilarne01,C,35,HOU,8,0,14.8,3.4,5.3,.643,0.0,0.3,.000,3.4,5.0,.675,.643,1.8,2.5,.700,0.8,2.3,3.0,0.9,0.5,0.4,1.3,2.9,8.5
180,George Hill\hillge01,PG,31,SAC,7,7,27.6,3.7,8.1,.456,0.9,1.7,.500,2.9,6.4,.444,.509,1.3,1.6,.818,0.4,2.4,2.9,2.7,0.7,0.0,2.3,1.6,9.6
181,Darrun Hilliard\hillida01,G,24,SAS,1,0,8.0,0.0,0.0,"",0.0,0.0,"",0.0,0.0,"","",0.0,0.0,"",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
182,Jrue Holiday\holidjr01,PG,27,NOP,10,10,37.7,5.7,13.4,.425,0.9,4.0,.225,4.8,9.4,.511,.459,1.2,1.5,.800,0.8,4.5,5.3,6.2,1.3,0.3,2.8,2.9,13.5
183,Justin Holiday\holidju01,SG,28,CHI,8,8,35.8,5.4,15.6,.344,2.9,8.9,.324,2.5,6.8,.370,.436,2.0,2.8,.727,0.9,4.6,5.5,1.5,1.3,0.4,1.4,1.0,15.6
184,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,9,9,27.3,5.2,10.0,.522,0.2,0.8,.286,5.0,9.2,.542,.533,5.0,5.9,.849,1.3,3.9,5.2,1.4,1.1,1.1,1.8,2.3,15.7
185,Richaun Holmes\holmeri01,C,24,PHI,1,0,10.0,3.0,7.0,.429,0.0,1.0,.000,3.0,6.0,.500,.429,0.0,0.0,"",4.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,6.0
186,Rodney Hood\hoodro01,SG,25,UTA,8,7,26.9,5.1,12.6,.406,2.3,5.8,.391,2.9,6.9,.418,.495,1.9,1.9,1.000,0.0,2.0,2.0,1.8,0.4,0.1,2.0,1.6,14.4
187,Al Horford\horfoal01,C,31,BOS,10,10,31.8,5.5,10.0,.550,1.7,3.3,.515,3.8,6.7,.567,.635,1.9,2.4,.792,1.4,7.7,9.1,4.3,0.7,0.7,2.7,1.9,14.6
188,Dwight Howard\howardw01,C,32,CHO,10,10,30.6,5.5,9.7,.567,0.0,0.0,"",5.5,9.7,.567,.567,3.6,8.9,.404,4.2,9.4,13.6,1.2,0.4,1.3,3.9,3.4,14.6
189,Josh Huestis\huestjo01,PF,26,OKC,7,0,11.7,0.6,2.6,.222,0.4,1.9,.231,0.1,0.7,.200,.306,0.0,0.0,"",0.4,1.7,2.1,0.4,0.3,0.7,0.6,1.6,1.6
190,Serge Ibaka\ibakase01,PF,28,TOR,8,8,26.1,4.8,9.6,.494,1.9,5.4,.349,2.9,4.3,.676,.591,1.5,2.0,.750,0.6,4.8,5.4,0.4,0.3,1.0,1.1,2.9,12.9
191,Andre Iguodala\iguodan01,SF,34,GSW,9,0,25.6,1.8,4.6,.390,0.2,2.0,.111,1.6,2.6,.609,.415,0.8,1.3,.583,1.0,2.6,3.6,3.4,0.8,0.4,0.3,0.9,4.6
192,Ersan Ilyasova\ilyaser01,PF,30,ATL,4,4,24.3,2.0,7.3,.276,0.5,3.5,.143,1.5,3.8,.400,.310,1.0,1.0,1.000,1.3,4.3,5.5,0.8,1.5,0.3,0.3,4.3,5.5
193,Joe Ingles\inglejo01,SF,30,UTA,10,10,29.5,3.8,8.4,.452,2.5,5.2,.481,1.3,3.2,.406,.601,0.2,0.2,1.000,0.3,4.2,4.5,3.4,1.9,0.3,1.8,2.5,10.3
194,Brandon Ingram\ingrabr01,SF,20,LAL,10,10,32.8,5.8,12.7,.457,0.7,1.8,.389,5.1,10.9,.468,.484,3.0,4.4,.682,0.5,4.2,4.7,2.7,1.3,0.6,2.4,2.8,15.3
195,Kyrie Irving\irvinky01,PG,25,BOS,10,10,33.1,7.9,18.1,.436,2.2,6.4,.344,5.7,11.7,.487,.497,3.0,3.4,.882,0.6,2.5,3.1,5.6,2.4,0.4,2.1,2.2,21.0
196,Jonathan Isaac\isaacjo01,PF,20,ORL,9,2,19.8,2.4,5.1,.478,0.4,1.4,.308,2.0,3.7,.545,.522,0.9,1.0,.889,0.9,3.7,4.6,0.8,0.7,1.1,1.0,2.4,6.2
197,Wesley Iwundu\iwundwe01,SF,23,ORL,4,0,5.8,1.0,2.3,.444,0.0,0.0,"",1.0,2.3,.444,.444,0.3,0.8,.333,0.3,1.0,1.3,0.8,0.3,0.0,0.8,0.8,2.3
198,Jarrett Jack\jackja01,PG,34,NYK,7,6,26.1,2.1,6.1,.349,0.1,1.0,.143,2.0,5.1,.389,.360,0.4,0.6,.750,0.3,3.6,3.9,5.6,0.7,0.1,1.1,1.9,4.9
199,Demetrius Jackson\jacksde01,PG,23,HOU,8,0,6.6,0.5,1.5,.333,0.0,0.8,.000,0.5,0.8,.667,.333,0.0,0.0,"",0.5,0.9,1.4,0.6,0.5,0.1,1.3,0.8,1.0
200,Josh Jackson\jacksjo02,SF,20,PHO,10,3,23.9,3.8,9.4,.404,1.1,3.0,.367,2.7,6.4,.422,.463,1.7,3.1,.548,0.5,2.9,3.4,0.9,1.4,0.0,1.4,3.2,10.4
201,Justin Jackson\jacksju01,SF,22,SAC,9,5,17.2,2.1,4.7,.452,0.8,2.1,.368,1.3,2.6,.522,.536,0.3,0.6,.600,0.4,1.0,1.4,0.3,0.1,0.1,0.7,0.9,5.3
202,Reggie Jackson\jacksre01,PG,27,DET,10,10,28.8,5.5,12.9,.426,1.3,3.9,.333,4.2,9.0,.467,.477,3.2,3.5,.914,1.3,2.4,3.7,6.3,1.2,0.0,2.1,2.3,15.5
203,LeBron James\jamesle01,PF,33,CLE,10,10,37.9,11.5,18.9,.608,1.4,3.9,.359,10.1,15.0,.673,.646,4.4,5.2,.846,1.3,6.1,7.4,9.1,1.3,1.3,4.5,1.8,28.8
204,Mike James\jamesmi02,PG,27,PHO,10,7,23.6,3.8,10.2,.373,1.1,3.2,.344,2.7,7.0,.386,.426,2.6,3.1,.839,0.5,2.3,2.8,4.3,1.0,0.4,1.7,1.8,11.3
205,Al Jefferson\jeffeal01,C,33,IND,7,0,14.9,3.0,5.9,.512,0.0,0.1,.000,3.0,5.7,.525,.512,0.7,1.0,.714,1.4,3.9,5.3,1.1,0.6,1.0,0.9,1.7,6.7
206,Richard Jefferson\jefferi01,SF,37,DEN,3,0,4.3,0.7,1.0,.667,0.3,0.3,1.000,0.3,0.7,.500,.833,0.7,1.3,.500,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,2.3
207,Jonas Jerebko\jerebjo01,PF,30,UTA,5,0,9.0,1.0,2.0,.500,0.6,1.0,.600,0.4,1.0,.400,.650,0.8,1.2,.667,0.4,2.2,2.6,0.6,0.0,0.0,0.2,1.4,3.4
