Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
121,Henry Ellenson\ellenhe01,PF,21,DET,5,63,9.5,.477,.484,.032,1.7,26.8,13.6,7.2,1.6,0.0,13.7,25.2,"",-0.1,0.1,0.0,-0.004,"",-4.7,-1.4,-6.1,-0.1
122,Wayne Ellington\ellinwa01,SG,30,MIA,11,202,11.5,.547,.873,.099,0.6,8.5,4.6,9.5,1.2,0.4,6.3,17.2,"",0.2,0.1,0.3,.083,"",1.3,-2.1,-0.7,0.1
123,Joel Embiid\embiijo01,C,23,PHI,8,221,23.1,.588,.207,.347,5.9,31.8,19.2,23.8,2.3,4.5,20.1,32.8,"",0.1,0.5,0.6,.137,"",0.4,4.4,4.8,0.4
124,James Ennis\ennisja01,SF,27,MEM,11,336,14.2,.677,.348,.348,5.5,12.0,8.8,8.0,1.2,0.8,9.5,11.5,"",0.9,0.4,1.2,.176,"",2.0,1.1,3.1,0.4
125,Tyler Ennis\ennisty01,PG,23,LAL,7,40,10.9,.418,.200,.267,2.8,10.1,6.6,24.3,2.3,0.0,10.7,19.7,"",0.0,0.1,0.0,.045,"",-3.0,-0.9,-3.9,0.0
126,Jawun Evans\evansja01,PG,21,LAC,3,20,10.6,.550,.100,.000,0.0,10.7,5.4,9.0,0.0,0.0,16.7,25.8,"",0.0,0.0,0.0,-0.026,"",-4.3,-4.8,-9.1,0.0
127,Tyreke Evans\evansty01,SG,28,MEM,11,298,23.6,.606,.354,.229,4.3,15.7,10.1,20.6,1.9,0.3,9.2,26.8,"",0.9,0.4,1.3,.214,"",5.3,-0.2,5.2,0.5
128,Kenneth Faried\farieke01,PF,28,DEN,10,99,19.3,.660,.000,.407,12.0,16.5,14.3,6.1,1.5,1.8,13.6,15.8,"",0.3,0.1,0.4,.179,"",0.4,-0.7,-0.2,0.0
129,Derrick Favors\favorde01,PF,26,UTA,11,293,14.1,.559,.153,.173,5.6,14.7,10.1,8.5,1.7,1.2,13.2,18.5,"",0.2,0.4,0.6,.090,"",-1.4,0.6,-0.8,0.1
130,Kay Felder\feldeka01,PG,22,CHI,7,81,6.1,.423,.231,.205,0.0,6.6,3.2,37.6,1.2,0.0,20.6,29.0,"",-0.2,0.1,-0.2,-0.097,"",-6.1,-3.8,-10.0,-0.2
131,Cristiano Felicio\feliccr01,C,25,CHI,9,145,6.0,.468,.000,.154,12.7,17.6,15.1,6.5,0.0,1.2,28.4,11.7,"",-0.1,0.1,0.0,.012,"",-5.8,1.0,-4.7,-0.1
132,Raymond Felton\feltora01,PG,33,OKC,10,179,17.6,.598,.383,.167,0.6,9.0,4.7,20.9,2.8,0.5,8.5,17.0,"",0.4,0.3,0.7,.200,"",1.4,-0.2,1.1,0.1
133,Terrance Ferguson\fergute01,SG,19,OKC,8,38,-4.1,.250,.500,.000,2.9,3.0,3.0,0.0,1.3,2.4,11.1,10.3,"",-0.1,0.0,0.0,-0.062,"",-8.2,-0.1,-8.3,-0.1
134,Yogi Ferrell\ferreyo01,SG,24,DAL,12,339,12.3,.582,.495,.337,0.9,9.7,5.0,11.3,1.8,0.6,11.4,16.1,"",0.4,0.1,0.6,.078,"",0.3,-0.9,-0.5,0.1
135,Dorian Finney-Smith\finnedo01,PF,24,DAL,6,75,7.1,.587,.647,.118,5.5,6.2,5.9,8.3,0.0,1.3,21.9,13.5,"",0.0,0.0,0.0,.003,"",-1.8,-2.2,-3.9,0.0
136,Bryn Forbes\forbebr01,SG,24,SAS,11,139,14.6,.558,.393,.089,3.0,5.7,4.3,10.5,0.7,0.6,3.3,18.7,"",0.3,0.1,0.4,.130,"",1.5,-3.1,-1.6,0.0
137,Evan Fournier\fournev01,SF,25,ORL,11,372,20.5,.636,.384,.189,2.7,11.4,7.1,17.2,2.2,0.6,12.8,23.7,"",0.9,0.5,1.4,.180,"",4.5,-0.1,4.4,0.6
138,De'Aaron Fox\foxde01,PG,20,SAC,10,267,13.5,.464,.105,.177,2.9,11.8,7.3,34.2,1.1,0.4,14.7,26.2,"",-0.1,0.1,0.0,-0.001,"",-1.4,-2.0,-3.3,-0.1
139,Tim Frazier\fraziti01,PG,27,WAS,10,151,11.8,.413,.406,.219,2.9,12.8,7.7,36.8,3.8,0.0,25.5,13.2,"",0.0,0.2,0.2,.069,"",-1.6,0.4,-1.2,0.0
140,Channing Frye\fryech01,C,34,CLE,9,62,15.0,.617,.609,.130,1.9,21.9,12.0,7.5,0.8,0.0,7.6,18.5,"",0.1,0.0,0.1,.100,"",1.0,-4.5,-3.5,0.0
141,Markelle Fultz\fultzma01,SG,19,PHI,4,76,3.8,.372,.000,.444,4.3,8.0,6.2,12.8,1.2,1.2,15.7,20.9,"",-0.2,0.1,-0.1,-0.082,"",-8.1,-0.8,-8.9,-0.1
142,Danilo Gallinari\gallida01,SF,29,LAC,9,287,11.5,.484,.467,.252,0.8,14.6,7.7,14.0,1.0,0.6,9.2,19.6,"",0.2,0.2,0.4,.068,"",-0.2,-1.4,-1.5,0.0
143,Langston Galloway\gallola01,SG,26,DET,10,143,18.7,.747,.630,.109,0.0,13.5,6.4,5.3,1.4,0.6,9.4,16.2,"",0.4,0.2,0.6,.196,"",3.4,-0.8,2.6,0.2
144,Marc Gasol\gasolma01,C,33,MEM,11,378,19.3,.561,.329,.384,3.1,26.0,14.7,16.2,0.8,4.8,14.7,27.2,"",0.3,0.7,1.0,.131,"",-0.2,2.7,2.5,0.4
145,Pau Gasol\gasolpa01,C,37,SAS,11,277,19.9,.562,.222,.267,7.8,28.2,17.6,22.4,0.4,5.3,15.9,18.7,"",0.5,0.4,0.9,.159,"",0.7,3.6,4.3,0.4
146,Rudy Gay\gayru01,SF,31,SAS,11,255,22.0,.580,.221,.292,6.1,18.7,12.1,14.0,2.5,2.4,11.1,24.4,"",0.6,0.4,1.0,.185,"",2.4,1.3,3.7,0.4
147,Paul George\georgpa01,SF,27,OKC,10,345,17.1,.540,.457,.143,1.6,15.7,8.5,9.8,3.4,1.0,11.0,26.2,"",0.2,0.7,0.9,.131,"",0.3,0.7,1.0,0.3
148,Marcus Georges-Hunt\georgma01,SG,23,MIN,6,11,-7.7,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.6,"",0.0,0.0,-0.1,-0.225,"",-9.0,-4.5,-13.4,0.0
149,Taj Gibson\gibsota01,PF,32,MIN,11,321,14.4,.581,.084,.108,9.3,19.0,14.1,7.8,1.8,1.8,15.5,13.8,"",0.4,0.2,0.6,.093,"",0.9,1.2,2.0,0.3
150,Manu Ginobili\ginobma01,SG,40,SAS,9,186,8.5,.432,.406,.319,0.6,11.0,5.5,18.2,2.4,0.9,14.2,21.3,"",-0.2,0.2,0.0,.006,"",-3.2,-0.5,-3.7,-0.1
151,Rudy Gobert\goberru01,C,25,UTA,11,371,20.9,.661,.000,.591,9.8,25.5,17.4,6.9,0.9,6.8,17.0,17.0,"",0.9,0.7,1.5,.197,"",-0.4,4.1,3.7,0.5
152,Aaron Gordon\gordoaa01,PF,22,ORL,9,286,23.4,.673,.345,.259,5.4,22.6,14.2,10.6,1.3,2.1,9.8,21.7,"",1.0,0.4,1.4,.233,"",4.5,0.7,5.2,0.5
153,Eric Gordon\gordoer01,SG,29,HOU,10,330,18.8,.590,.655,.327,0.3,8.5,4.4,17.4,0.9,0.8,11.7,29.3,"",0.7,0.3,1.0,.141,"",3.3,-3.6,-0.3,0.1
154,Marcin Gortat\gortama01,C,33,WAS,10,308,16.0,.618,.000,.383,7.8,26.2,16.8,7.3,0.6,2.4,14.5,15.3,"",0.6,0.3,0.8,.129,"",-0.7,1.1,0.5,0.2
155,Treveon Graham\grahatr01,SG,24,CHO,10,205,8.2,.473,.386,.182,4.1,9.0,6.6,11.7,1.9,0.0,9.5,11.1,"",0.1,0.2,0.3,.071,"",-1.3,1.2,-0.1,0.1
156,Jerami Grant\grantje01,SF,23,OKC,10,235,14.4,.554,.297,.453,6.1,13.7,9.8,6.3,1.9,3.8,11.5,16.0,"",0.3,0.4,0.7,.148,"",-1.5,2.3,0.8,0.2
157,Jerian Grant\grantje02,PG,25,CHI,9,255,15.0,.454,.347,.472,3.6,11.7,7.6,38.1,2.0,0.7,13.0,17.2,"",0.3,0.3,0.6,.121,"",-0.3,0.3,0.0,0.1
158,Danny Green\greenda02,SG,30,SAS,11,318,13.6,.546,.446,.107,1.9,12.1,6.8,9.7,1.9,3.3,13.3,18.4,"",0.1,0.4,0.5,.081,"",-0.3,1.3,1.0,0.2
159,Draymond Green\greendr01,PF,27,GSW,12,356,16.1,.628,.464,.357,4.7,22.5,14.4,28.1,1.5,2.6,29.2,16.6,"",0.6,0.5,1.1,.148,"",1.3,2.1,3.4,0.5
160,JaMychal Green\greenja01,PF,27,MEM,1,4,18.8,.500,.000,.000,0.0,27.9,14.2,50.6,0.0,0.0,0.0,22.9,"",0.0,0.0,0.0,.215,"",2.7,-0.1,2.6,0.0
161,Jeff Green\greenje02,PF,31,CLE,11,222,14.3,.571,.260,.442,2.1,10.2,6.2,10.9,1.5,1.2,11.5,20.4,"",0.3,0.0,0.3,.067,"",-0.6,-2.9,-3.5,-0.1
162,Blake Griffin\griffbl01,PF,28,LAC,10,343,23.9,.599,.331,.484,3.8,22.9,13.4,22.3,1.4,0.7,12.8,27.4,"",1.2,0.4,1.5,.212,"",5.3,-0.1,5.2,0.6
163,Tim Hardaway\hardati02,SG,25,NYK,11,373,14.1,.530,.534,.239,1.9,10.8,6.6,11.7,1.6,0.3,9.5,23.1,"",0.5,0.1,0.6,.075,"",2.2,-2.2,0.0,0.2
164,James Harden\hardeja01,SG,28,HOU,11,391,28.2,.618,.509,.388,2.3,11.5,6.9,51.9,2.1,0.9,17.6,35.5,"",1.7,0.5,2.1,.263,"",9.5,-0.7,8.9,1.1
165,Maurice Harkless\harklma01,SF,24,POR,11,316,9.3,.506,.352,.225,3.8,11.9,7.8,4.2,1.7,2.7,12.4,12.1,"",0.1,0.5,0.6,.088,"",-1.7,2.3,0.6,0.2
166,Montrezl Harrell\harremo01,C,24,LAC,6,42,31.6,.671,.000,.375,18.1,20.5,19.3,13.1,1.2,6.1,13.9,22.1,"",0.2,0.1,0.2,.263,"",4.9,2.1,7.0,0.1
167,Devin Harris\harride01,PG,34,DAL,8,148,15.4,.552,.429,.482,2.1,10.3,5.9,17.1,1.7,0.6,8.1,22.1,"",0.3,0.1,0.4,.115,"",1.5,-2.3,-0.8,0.0
168,Gary Harris\harriga01,SG,23,DEN,11,343,14.6,.599,.469,.062,1.6,7.0,4.3,13.4,3.0,1.3,14.1,16.8,"",0.4,0.4,0.8,.107,"",1.3,0.0,1.3,0.3
169,Joe Harris\harrijo01,SG,26,BRK,10,210,13.6,.607,.622,.081,1.8,9.1,5.3,6.6,1.5,0.7,6.1,15.5,"",0.4,0.1,0.4,.103,"",1.1,-1.6,-0.5,0.1
170,Tobias Harris\harrito02,PF,25,DET,11,365,19.5,.581,.385,.093,3.3,12.9,7.8,8.9,0.9,0.7,4.1,23.6,"",1.0,0.3,1.4,.180,"",3.3,-1.3,2.0,0.4
171,Andrew Harrison\harrian01,PG,23,MEM,9,156,6.5,.447,.447,.213,1.5,7.2,4.4,10.0,1.6,1.2,13.5,17.4,"",-0.2,0.2,0.0,.000,"",-3.9,-0.3,-4.2,-0.1
172,Josh Hart\hartjo01,SG,22,LAL,10,135,6.7,.488,.400,.240,1.6,12.7,7.4,1.9,2.4,1.8,15.3,10.2,"",-0.1,0.2,0.1,.048,"",-4.0,1.8,-2.2,0.0
173,Gordon Hayward\haywago01,SF,27,BOS,1,5,7.4,.500,.500,.000,0.0,21.1,10.7,0.0,0.0,0.0,0.0,17.5,"",0.0,0.0,0.0,.090,"",-5.3,-4.9,-10.3,0.0
174,John Henson\hensojo01,C,27,MIL,10,202,11.4,.548,.029,.514,7.9,29.0,18.6,10.0,1.0,6.5,27.2,13.4,"",0.0,0.2,0.2,.046,"",-4.3,3.2,-1.0,0.1
175,Juan Hernangomez\hernaju01,PF,22,DEN,2,13,-3.2,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,"",0.0,0.0,0.0,-0.085,"",-6.7,-1.6,-8.4,0.0
176,Willy Hernangomez\hernawi01,C,23,NYK,6,56,18.1,.605,.000,.545,15.0,7.8,11.2,3.1,3.5,3.4,22.7,27.3,"",0.0,0.1,0.0,.017,"",-1.1,-0.5,-1.6,0.0
177,Mario Hezonja\hezonma01,SF,22,ORL,9,106,9.7,.578,.469,.000,4.2,14.0,9.2,9.3,1.3,0.0,20.0,16.3,"",0.0,0.1,0.1,.051,"",-1.4,-0.7,-2.1,0.0
178,Buddy Hield\hieldbu01,SG,24,SAC,10,240,14.1,.516,.372,.124,3.6,17.9,10.6,10.1,2.5,0.4,13.1,25.5,"",-0.1,0.2,0.2,.033,"",-0.9,-1.2,-2.1,0.0
179,Nene Hilario\hilarne01,C,35,HOU,8,118,19.4,.669,.048,.476,5.7,17.2,11.5,10.5,1.6,2.2,16.4,22.5,"",0.3,0.2,0.4,.183,"",-0.5,0.2,-0.3,0.1
180,George Hill\hillge01,PG,31,SAC,8,217,8.6,.517,.233,.217,1.5,11.5,6.4,15.5,1.2,0.0,20.6,17.0,"",-0.1,0.1,0.0,-0.009,"",-3.2,-1.3,-4.5,-0.1
181,Darrun Hilliard\hillida01,SG,24,SAS,2,10,-2.5,.000,.000,.000,0.0,0.0,0.0,12.4,5.0,0.0,50.0,8.7,"",0.0,0.0,0.0,-0.130,"",-11.0,1.0,-10.0,0.0
182,Jrue Holiday\holidjr01,PG,27,NOP,11,406,10.9,.479,.294,.133,2.4,11.9,7.3,24.9,1.6,0.6,17.5,19.4,"",-0.1,0.4,0.3,.038,"",-2.5,-0.1,-2.7,-0.1
183,Justin Holiday\holidju01,SG,28,CHI,9,318,11.2,.471,.559,.213,2.2,13.4,7.7,8.8,1.6,0.8,7.5,22.2,"",-0.1,0.4,0.3,.040,"",-1.4,-0.4,-1.8,0.0
184,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,10,263,19.2,.619,.075,.591,4.4,14.9,9.4,7.8,1.7,2.8,12.0,20.2,"",0.6,0.2,0.8,.153,"",-0.7,0.6,-0.1,0.1
185,Richaun Holmes\holmeri01,C,24,PHI,2,25,20.1,.510,.100,.400,21.6,20.3,21.0,18.9,0.0,3.6,7.8,21.2,"",0.1,0.0,0.1,.194,"",2.3,0.9,3.3,0.0
186,Rodney Hood\hoodro01,SG,25,UTA,9,243,12.2,.532,.461,.217,0.5,9.1,4.7,11.1,0.8,0.4,11.9,26.3,"",0.0,0.2,0.2,.038,"",-1.1,-3.2,-4.3,-0.1
187,Al Horford\horfoal01,C,31,BOS,11,351,20.3,.642,.336,.248,5.0,25.6,15.4,24.4,1.0,1.9,18.3,19.1,"",0.9,0.8,1.6,.223,"",2.3,3.6,5.9,0.7
188,Dwight Howard\howardw01,C,32,CHO,11,336,17.4,.562,.000,.852,14.4,30.3,22.5,6.0,0.7,3.5,22.0,24.6,"",0.0,0.5,0.5,.071,"",-3.7,1.5,-2.2,0.0
189,Josh Huestis\huestjo01,PF,26,OKC,8,91,3.7,.368,.737,.000,3.6,15.2,9.3,4.4,1.1,4.9,17.4,11.0,"",-0.1,0.2,0.0,.014,"",-6.1,2.7,-3.4,0.0
190,Serge Ibaka\ibakase01,PF,28,TOR,9,238,15.5,.620,.534,.205,2.9,20.3,11.6,2.0,0.4,2.8,8.6,19.2,"",0.4,0.2,0.7,.134,"",1.4,-1.8,-0.4,0.1
191,Andre Iguodala\iguodan01,SF,34,GSW,11,278,11.6,.504,.408,.306,5.2,9.8,7.7,15.0,1.4,1.4,6.7,9.2,"",0.5,0.2,0.7,.122,"",1.2,0.4,1.5,0.2
192,Ersan Ilyasova\ilyaser01,PF,30,ATL,4,97,6.3,.358,.483,.138,5.5,18.9,12.1,4.4,3.0,0.9,3.1,14.2,"",-0.1,0.1,0.0,.000,"",-3.9,0.1,-3.8,0.0
193,Joe Ingles\inglejo01,SF,30,UTA,11,328,14.4,.585,.620,.020,1.3,16.7,8.8,18.1,3.0,0.8,15.8,16.3,"",0.3,0.5,0.8,.119,"",1.2,1.9,3.1,0.4
194,Brandon Ingram\ingrabr01,SF,20,LAL,11,365,13.1,.533,.138,.370,1.8,13.3,7.8,11.5,1.9,1.3,13.9,21.5,"",0.0,0.5,0.5,.072,"",-1.9,0.8,-1.1,0.1
195,Kyrie Irving\irvinky01,PG,25,BOS,12,401,22.4,.543,.362,.192,1.6,9.0,5.3,32.1,3.1,0.8,9.3,29.2,"",1.0,0.9,1.8,.220,"",4.6,1.0,5.7,0.8
196,Jonathan Isaac\isaacjo01,PF,20,ORL,10,201,10.9,.536,.308,.173,5.0,17.9,11.6,6.1,1.4,3.8,16.4,14.4,"",0.0,0.3,0.3,.080,"",-2.5,2.4,-0.1,0.1
197,Wesley Iwundu\iwundwe01,SF,23,ORL,5,25,4.8,.398,.000,.300,4.4,17.0,10.9,17.3,1.9,0.0,20.9,24.8,"",-0.1,0.0,-0.1,-0.103,"",-8.4,-0.2,-8.6,0.0
198,Jarrett Jack\jackja01,PG,34,NYK,9,231,8.7,.412,.148,.074,1.6,13.2,7.7,28.1,1.1,0.4,20.1,13.1,"",0.0,0.1,0.1,.013,"",-2.5,-0.8,-3.4,-0.1
199,Demetrius Jackson\jacksde01,PG,23,HOU,8,53,0.8,.333,.500,.000,8.5,14.9,11.7,13.1,3.7,1.6,45.5,18.1,"",-0.3,0.1,-0.2,-0.151,"",-9.1,3.3,-5.8,-0.1
200,Josh Jackson\jacksjo02,SF,20,PHO,12,264,8.3,.470,.298,.356,2.3,12.8,7.4,6.1,2.6,0.3,13.6,21.8,"",-0.3,0.1,-0.2,-0.039,"",-3.6,-1.9,-5.5,-0.2
201,Justin Jackson\jacksju01,SF,22,SAC,10,185,8.7,.550,.446,.089,2.4,7.9,5.1,2.6,0.3,0.5,9.3,15.5,"",0.1,0.0,0.1,.019,"",-1.7,-3.2,-5.0,-0.1
202,Reggie Jackson\jacksre01,PG,27,DET,11,315,21.0,.552,.302,.288,4.5,10.4,7.3,33.4,1.9,0.0,13.3,25.0,"",0.9,0.3,1.2,.189,"",3.8,-0.2,3.6,0.4
203,LeBron James\jamesle01,PF,33,CLE,11,416,32.7,.673,.206,.297,3.9,18.5,11.3,45.8,1.9,2.7,16.3,29.6,"",2.2,0.1,2.3,.268,"",9.8,0.5,10.3,1.3
204,Mike James\jamesmi02,PG,27,PHO,12,293,16.1,.512,.333,.317,1.7,10.8,6.1,26.8,1.9,1.0,11.1,22.8,"",0.4,0.1,0.5,.074,"",1.4,-2.2,-0.8,0.1
205,Al Jefferson\jeffeal01,C,33,IND,9,139,21.6,.578,.018,.211,8.7,27.9,18.3,12.3,1.7,3.9,11.4,21.8,"",0.3,0.2,0.5,.165,"",-0.2,1.5,1.4,0.1
206,Richard Jefferson\jefferi01,SF,37,DEN,3,13,18.0,.735,.333,1.333,0.0,16.8,8.4,0.0,0.0,0.0,0.0,15.6,"",0.0,0.0,0.1,.197,"",0.2,-6.7,-6.5,0.0
207,Jonas Jerebko\jerebjo01,PF,30,UTA,6,54,14.9,.683,.583,.500,6.1,25.9,15.8,8.8,0.9,0.0,12.0,13.7,"",0.1,0.1,0.2,.187,"",0.9,-0.8,0.2,0.0
208,Amir Johnson\johnsam01,C,30,PHI,10,163,12.6,.470,.163,.245,15.3,21.8,18.6,7.0,1.7,3.3,12.8,15.9,"",0.1,0.3,0.4,.104,"",-2.3,2.1,-0.2,0.1
209,Brice Johnson\johnsbr02,PF,23,LAC,4,20,21.7,.761,.000,.286,5.4,37.6,21.6,9.0,2.5,0.0,20.2,21.2,"",0.1,0.0,0.1,.240,"",0.9,0.0,0.9,0.0
210,Dakari Johnson\johnsda04,C,22,OKC,3,8,75.5,.750,.000,.000,41.4,28.8,35.3,87.4,6.2,22.5,0.0,21.7,"",0.1,0.0,0.2,.952,"",29.6,23.6,53.2,0.1
211,James Johnson\johnsja01,PF,30,MIA,10,288,19.8,.631,.347,.326,3.6,20.4,12.3,26.6,2.4,2.7,22.2,21.3,"",0.5,0.4,0.9,.158,"",1.8,3.2,5.0,0.5
212,Joe Johnson\johnsjo02,SF,36,UTA,7,134,8.3,.448,.370,.152,3.3,13.1,8.0,13.6,1.5,1.3,16.9,19.7,"",-0.2,0.1,0.0,-0.017,"",-4.4,-0.1,-4.5,-0.1
213,Stanley Johnson\johnsst04,SF,21,DET,10,308,9.2,.511,.506,.182,1.1,11.4,5.9,6.9,2.3,0.3,8.8,12.9,"",0.1,0.4,0.5,.081,"",-0.9,1.7,0.7,0.2
214,Tyler Johnson\johnsty01,PG,25,MIA,10,273,9.7,.481,.448,.240,1.7,7.8,4.9,9.7,1.4,2.0,10.2,19.0,"",0.0,0.2,0.2,.033,"",-2.3,-0.2,-2.5,0.0
215,Wesley Johnson\johnswe01,SF,30,LAC,10,200,10.7,.514,.415,.189,2.7,16.6,9.7,7.2,1.7,3.4,12.2,14.1,"",0.1,0.2,0.3,.078,"",-1.2,1.5,0.4,0.1
216,Nikola Jokic\jokicni01,C,22,DEN,11,341,26.3,.639,.291,.213,8.2,32.3,20.2,23.9,2.0,1.8,13.5,22.3,"",1.3,0.5,1.8,.253,"",5.2,2.4,7.6,0.8
217,Derrick Jones\jonesde02,SF,20,PHO,4,25,19.3,.608,.500,1.000,8.0,4.2,6.2,11.5,1.9,12.2,14.8,11.2,"",0.1,0.0,0.1,.155,"",0.7,5.0,5.7,0.0
218,Jalen Jones\jonesja04,SF,24,NOP,1,3,-9.7,.000,.000,.000,0.0,34.2,17.6,0.0,0.0,0.0,0.0,14.3,"",0.0,0.0,0.0,-0.293,"",-20.4,-5.3,-25.7,0.0
219,Tyus Jones\jonesty01,PG,21,MIN,11,160,9.1,.525,.407,.370,2.2,9.5,5.8,18.1,1.8,0.0,22.3,10.8,"",0.1,0.0,0.1,.038,"",-0.8,-1.3,-2.1,0.0
220,DeAndre Jordan\jordade01,C,29,LAC,10,318,20.1,.611,.000,.515,18.4,30.1,24.3,4.6,0.6,3.2,12.0,12.4,"",0.9,0.4,1.3,.203,"",1.8,1.0,2.9,0.4
221,Cory Joseph\josepco01,PG,26,IND,12,284,13.3,.554,.330,.209,1.6,10.5,6.0,16.4,1.9,0.8,14.6,17.6,"",0.3,0.1,0.4,.071,"",0.0,-1.0,-1.0,0.1
222,Frank Kaminsky\kaminfr01,C,24,CHO,10,267,11.6,.501,.356,.198,2.0,14.6,8.4,10.7,0.5,0.6,8.3,19.5,"",0.1,0.2,0.3,.054,"",-1.6,-0.6,-2.2,0.0
223,Enes Kanter\kanteen01,C,25,NYK,11,275,24.0,.668,.010,.188,19.7,27.3,23.7,6.0,1.3,2.1,18.0,21.0,"",0.8,0.3,1.1,.188,"",3.3,-0.5,2.7,0.3
224,Luke Kennard\kennalu01,SG,21,DET,6,76,5.5,.430,.320,.160,1.4,9.5,5.3,11.0,1.3,0.0,15.7,18.2,"",-0.1,0.1,-0.1,-0.033,"",-5.2,-0.8,-6.0,-0.1
225,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,5,82,13.4,.571,.048,.190,3.9,20.1,12.1,3.8,1.2,4.1,8.1,13.1,"",0.1,0.1,0.2,.117,"",-3.2,2.5,-0.7,0.0
226,Sean Kilpatrick\kilpase01,SG,28,BRK,6,60,6.1,.371,.406,.313,0.0,24.6,11.7,19.4,1.5,0.0,14.2,28.2,"",-0.2,0.0,-0.2,-0.137,"",-7.8,-1.8,-9.6,-0.1
227,Maxi Kleber\klebima01,PF,26,DAL,6,75,18.4,.616,.450,.400,5.5,14.0,9.5,8.9,2.6,1.3,4.1,14.5,"",0.2,0.1,0.3,.166,"",2.0,0.2,2.2,0.1
228,Kyle Korver\korveky01,SG,36,CLE,11,218,17.7,.708,.756,.115,1.6,10.9,6.3,3.6,1.3,2.4,9.9,18.2,"",0.6,0.0,0.6,.125,"",4.0,-3.3,0.7,0.2
229,Kosta Koufos\koufoko01,C,28,SAC,10,180,13.9,.513,.000,.514,11.5,25.1,18.2,8.2,1.7,3.8,15.7,12.6,"",0.1,0.2,0.4,.102,"",-2.5,2.8,0.3,0.1
230,Kyle Kuzma\kuzmaky01,PF,22,LAL,11,325,16.5,.625,.336,.172,4.1,17.7,11.2,7.2,0.7,0.2,10.9,19.1,"",0.6,0.4,1.0,.143,"",1.4,-1.1,0.4,0.2
231,Mindaugas Kuzminskas\kuzmimi01,F,28,NYK,1,2,-42.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,"",0.0,0.0,0.0,-1.033,"",-35.8,-12.6,-48.4,0.0
232,Skal Labissiere\labissk01,PF,21,SAC,10,195,14.9,.536,.079,.211,5.0,20.3,12.5,6.1,1.5,3.0,13.5,22.0,"",0.0,0.2,0.2,.054,"",-3.4,-0.2,-3.6,-0.1
233,Jeremy Lamb\lambje01,SG,25,CHO,11,333,18.6,.587,.301,.315,1.3,16.1,8.8,19.0,1.0,0.8,11.4,23.9,"",0.7,0.3,1.0,.145,"",2.1,0.0,2.1,0.3
234,Shane Larkin\larkish01,PG,25,BOS,10,96,5.9,.348,.448,.207,1.1,9.9,5.6,22.2,1.5,0.0,8.7,15.8,"",-0.1,0.2,0.1,.044,"",-4.6,-0.2,-4.8,-0.1
235,Joffrey Lauvergne\lauvejo01,C,26,SAS,3,47,10.5,.403,.048,.143,13.2,24.1,18.4,6.7,1.1,0.0,11.8,23.3,"",-0.1,0.1,0.0,-0.013,"",-5.7,-2.2,-7.9,-0.1
236,Jake Layman\laymaja01,SF,23,POR,2,14,9.9,.375,.500,.000,0.0,0.0,0.0,20.3,7.1,0.0,0.0,12.3,"",0.0,0.0,0.0,.141,"",-1.6,-0.9,-2.5,0.0
237,T.J. Leaf\leaftj01,PF,20,IND,11,152,9.1,.518,.292,.104,5.1,13.8,9.5,4.5,0.9,0.5,9.1,15.6,"",0.1,0.1,0.1,.039,"",-1.8,-2.3,-4.1,-0.1
238,Courtney Lee\leeco01,SG,32,NYK,11,350,11.0,.526,.381,.134,1.0,11.5,6.5,12.5,2.4,0.0,14.2,14.8,"",0.2,0.2,0.4,.054,"",0.1,0.1,0.2,0.2
239,Alex Len\lenal01,C,24,PHO,11,241,16.1,.602,.000,.929,12.5,26.2,19.2,5.0,1.0,2.5,19.4,16.8,"",0.4,0.2,0.6,.111,"",-1.7,-0.6,-2.2,0.0
240,Meyers Leonard\leoname01,PF,25,POR,2,17,27.6,.709,.333,.667,12.9,26.0,19.4,0.0,2.9,0.0,11.4,22.1,"",0.1,0.0,0.1,.279,"",2.2,-5.4,-3.2,0.0
241,Jon Leuer\leuerjo01,PF,28,DET,8,136,9.1,.505,.083,.417,5.6,22.2,13.5,5.0,0.4,1.9,15.8,16.2,"",0.0,0.2,0.2,.058,"",-5.0,0.6,-4.4,-0.1
242,Caris LeVert\leverca01,SF,23,BRK,11,301,8.0,.432,.388,.267,1.6,12.3,6.7,15.1,2.2,1.7,15.6,20.3,"",-0.5,0.2,-0.3,-0.041,"",-4.6,0.4,-4.2,-0.2
243,DeAndre Liggins\liggide01,SG,29,MIL,7,82,2.8,.489,.538,.231,1.5,10.2,5.9,3.2,0.6,3.2,25.9,10.8,"",-0.1,0.0,-0.1,-0.067,"",-5.1,-1.0,-6.1,-0.1
244,Damian Lillard\lillada01,PG,27,POR,11,400,25.0,.565,.376,.438,4.4,11.9,8.1,32.2,1.6,1.5,12.3,30.7,"",1.4,0.5,2.0,.239,"",6.7,0.1,6.8,0.9
