Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
245,Jeremy Lin\linje01,PG,29,BRK,1,25,16.2,.597,.167,.583,0.0,0.0,0.0,25.8,0.0,0.0,16.6,28.8,"",0.1,0.0,0.0,.092,"",-2.9,-10.0,-12.8,-0.1
246,Shaun Livingston\livinsh01,PG,32,GSW,10,163,11.4,.520,.023,.116,5.9,9.3,7.8,17.2,0.9,1.4,13.4,13.8,"",0.2,0.1,0.3,.095,"",-1.0,-0.8,-1.8,0.0
247,Kevon Looney\looneke01,C,21,GSW,5,62,9.1,.656,.000,1.000,7.8,16.3,12.4,3.9,0.8,5.0,27.8,12.4,"",0.0,0.1,0.1,.080,"",-2.7,1.3,-1.4,0.0
248,Brook Lopez\lopezbr01,C,29,LAL,11,273,19.1,.560,.353,.266,5.7,13.7,9.9,13.1,1.0,5.3,12.9,27.5,"",0.3,0.4,0.7,.126,"",1.2,1.0,2.2,0.3
249,Robin Lopez\lopezro01,C,29,CHI,9,284,17.5,.549,.050,.126,9.7,10.5,10.1,14.1,0.5,3.1,11.9,22.0,"",0.3,0.3,0.7,.111,"",0.0,1.1,1.1,0.2
250,Kevin Love\loveke01,C,29,CLE,11,322,22.9,.596,.397,.550,11.5,30.6,21.1,8.6,1.4,1.3,12.9,25.3,"",1.0,0.1,1.1,.166,"",2.2,-2.5,-0.3,0.1
251,Kyle Lowry\lowryky01,PG,31,TOR,10,308,14.7,.510,.518,.149,1.9,17.2,9.6,30.9,0.9,0.5,14.1,20.1,"",0.4,0.3,0.7,.106,"",2.3,-0.5,1.8,0.3
252,Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,9,125,9.1,.544,.682,.386,3.5,4.1,3.8,10.2,1.9,0.0,16.3,20.4,"",0.0,0.1,0.1,.054,"",-0.5,-2.4,-2.9,0.0
253,Trey Lyles\lylestr01,PF,22,DEN,7,36,19.6,.643,.267,.200,3.0,21.2,12.1,4.5,0.0,7.4,10.9,21.7,"",0.1,0.0,0.1,.163,"",-1.6,-0.6,-2.2,0.0
254,Shelvin Mack\macksh01,PG,27,ORL,10,198,12.1,.454,.320,.180,1.1,11.2,6.3,32.5,1.9,0.8,18.2,14.4,"",0.1,0.2,0.4,.092,"",-1.8,-0.4,-2.2,0.0
255,Josh Magette\magetjo01,PG,28,ATL,5,19,12.9,.868,.500,1.000,0.0,5.7,2.8,21.4,0.0,0.0,0.0,6.6,"",0.1,0.0,0.1,.198,"",1.6,-5.4,-3.8,0.0
256,Ian Mahinmi\mahinia01,C,31,WAS,10,122,11.1,.509,.000,.333,19.7,15.8,17.8,5.8,1.6,2.7,25.9,16.2,"",0.0,0.1,0.1,.055,"",-2.0,1.1,-1.0,0.0
257,Thon Maker\makerth01,C,20,MIL,10,168,9.5,.524,.587,.130,5.1,11.4,8.3,5.7,2.9,1.6,12.6,15.2,"",0.0,0.1,0.1,.039,"",-0.6,-0.8,-1.4,0.0
258,Boban Marjanovic\marjabo01,C,29,DET,2,13,32.7,.661,.000,.429,16.7,18.6,17.6,14.2,3.8,6.8,19.4,34.6,"",0.1,0.0,0.1,.305,"",3.2,4.8,8.0,0.0
259,Lauri Markkanen\markkla01,PF,20,CHI,9,293,16.1,.588,.583,.269,4.2,22.5,13.2,6.7,0.5,1.5,10.4,20.2,"",0.4,0.4,0.8,.131,"",0.7,-0.4,0.3,0.2
260,Jarell Martin\martija01,PF,23,MEM,11,243,8.6,.465,.321,.214,7.6,16.1,11.9,5.0,1.7,4.5,16.4,13.8,"",-0.1,0.4,0.3,.059,"",-3.5,3.4,-0.1,0.1
261,Frank Mason\masonfr01,PG,23,SAC,5,72,7.3,.398,.200,.257,3.0,3.1,3.1,27.4,0.7,0.0,15.2,28.5,"",-0.2,0.0,-0.2,-0.141,"",-5.2,-5.5,-10.7,-0.2
262,Mangok Mathiang\mathima01,C,25,CHO,1,3,-9.8,.000,.000,.000,35.1,34.3,34.7,0.0,0.0,0.0,0.0,28.9,"",0.0,0.0,0.0,-0.472,"",-22.3,-11.6,-33.9,0.0
263,Wesley Matthews\matthwe02,SG,31,DAL,12,408,10.6,.555,.567,.167,1.5,10.0,5.5,12.1,1.7,0.2,15.2,16.5,"",0.1,0.1,0.3,.033,"",-0.2,-0.8,-1.0,0.1
264,Luc Mbah a Moute\mbahalu01,PF,31,HOU,11,305,11.3,.596,.438,.233,3.0,14.1,8.5,4.4,2.4,2.0,17.4,13.9,"",0.1,0.4,0.6,.088,"",-1.6,1.8,0.2,0.2
265,Patrick McCaw\mccawpa01,SG,22,GSW,11,151,11.7,.570,.359,.077,3.2,4.0,3.6,11.0,2.2,1.0,9.0,12.6,"",0.2,0.1,0.3,.101,"",0.7,-1.2,-0.5,0.1
266,C.J. McCollum\mccolcj01,SG,26,POR,10,365,19.9,.582,.339,.194,1.8,11.5,6.6,12.7,1.2,0.7,7.8,25.8,"",1.0,0.4,1.4,.188,"",3.5,-1.5,2.0,0.4
267,T.J. McConnell\mccontj01,PG,25,PHI,10,229,14.0,.545,.172,.138,2.4,12.0,7.3,31.8,2.9,0.8,22.6,14.4,"",0.3,0.3,0.6,.122,"",-1.2,1.0,-0.2,0.1
268,Chris McCullough\mcculch01,PF,22,WAS,1,7,22.4,.512,.000,.500,15.6,32.5,23.9,0.0,0.0,0.0,0.0,29.6,"",0.0,0.0,0.0,.154,"",-4.7,-11.3,-16.0,0.0
269,Doug McDermott\mcderdo01,SF,26,NYK,11,238,14.5,.671,.471,.118,2.5,9.1,6.0,9.7,0.4,0.8,7.7,14.1,"",0.7,0.0,0.7,.134,"",3.5,-2.2,1.3,0.2
270,JaVale McGee\mcgeeja01,C,30,GSW,10,86,23.2,.579,.029,.324,15.4,16.5,16.0,6.7,2.7,7.3,9.3,21.4,"",0.2,0.2,0.4,.216,"",0.7,2.4,3.1,0.1
271,Alfonzo McKinnie\mckinal01,SF,25,TOR,3,11,30.8,1.042,.333,1.000,0.0,20.9,10.5,0.0,0.0,7.6,18.8,21.1,"",0.1,0.0,0.1,.299,"",5.4,-2.2,3.2,0.0
272,Jodie Meeks\meeksjo01,SG,30,WAS,10,170,11.5,.522,.544,.353,0.6,7.3,3.9,3.5,2.0,0.0,8.2,21.4,"",0.1,0.1,0.2,.050,"",-0.8,-3.1,-3.9,-0.1
273,Salah Mejri\mejrisa01,C,31,DAL,8,98,21.1,.637,.000,.786,19.0,29.9,24.1,3.1,0.5,15.3,24.2,11.2,"",0.2,0.2,0.4,.181,"",-3.1,7.1,4.0,0.1
274,Jordan Mickey\mickejo01,PF,23,MIA,2,28,13.0,.530,.111,.111,12.2,34.3,23.6,0.0,0.0,5.6,17.5,18.0,"",0.0,0.0,0.0,.062,"",-8.2,-3.3,-11.4,-0.1
275,Khris Middleton\middlkh01,SF,26,MIL,10,369,15.7,.513,.306,.218,2.7,16.9,9.8,23.4,1.6,0.2,11.0,26.0,"",0.3,0.1,0.4,.058,"",0.1,-2.1,-1.9,0.0
276,C.J. Miles\milescj01,SF,30,TOR,9,169,11.6,.569,.769,.123,0.7,13.6,7.2,4.4,1.2,1.0,8.1,19.2,"",0.2,0.1,0.3,.091,"",1.8,-2.1,-0.3,0.1
277,Darius Miller\milleda01,SF,27,NOP,11,143,6.9,.563,.775,.100,0.0,6.5,3.3,4.0,0.7,0.6,10.7,14.1,"",0.0,0.1,0.1,.042,"",-2.1,-2.6,-4.7,-0.1
278,Patty Mills\millspa02,PG,29,SAS,11,268,8.4,.459,.500,.067,0.8,7.2,3.8,20.1,1.5,0.3,14.7,17.5,"",-0.1,0.2,0.1,.022,"",-1.9,-1.9,-3.7,-0.1
279,Paul Millsap\millspa01,PF,32,DEN,11,324,16.7,.533,.241,.358,6.0,17.2,11.6,12.5,1.6,2.5,12.7,23.9,"",0.3,0.4,0.7,.097,"",-0.7,-0.1,-0.8,0.1
280,Donovan Mitchell\mitchdo01,SG,21,UTA,11,278,9.4,.445,.417,.146,2.8,8.0,5.3,16.3,2.1,2.3,13.0,29.6,"",-0.6,0.3,-0.2,-0.040,"",-3.4,-1.0,-4.4,-0.2
281,Malik Monk\monkma01,SG,19,CHO,11,240,9.5,.463,.574,.052,0.9,8.1,4.6,17.5,1.0,0.7,11.3,24.0,"",-0.2,0.2,0.0,-0.006,"",-1.4,-2.0,-3.4,-0.1
282,Greg Monroe\monrogr01,C,27,MIL,5,79,11.4,.489,.000,.121,9.3,28.8,19.2,10.0,0.0,0.0,14.7,23.7,"",-0.1,0.0,0.0,-0.030,"",-5.6,-3.8,-9.4,-0.1
283,E'Twaun Moore\mooreet01,SG,28,NOP,11,345,9.4,.531,.400,.060,2.8,5.7,4.3,10.2,1.8,0.2,12.0,14.5,"",0.1,0.3,0.4,.058,"",-1.4,-0.6,-2.0,0.0
284,Eric Moreland\moreler01,PF,26,DET,8,65,7.5,.508,.000,.286,5.0,26.0,15.0,9.8,3.0,2.7,33.7,8.0,"",0.0,0.1,0.1,.078,"",-4.5,5.7,1.2,0.1
285,Marcus Morris\morrima03,SF,28,BOS,3,66,18.9,.528,.333,.273,1.6,17.6,9.7,10.7,3.0,0.0,2.6,25.1,"",0.1,0.2,0.3,.209,"",0.4,0.3,0.7,0.0
286,Markieff Morris\morrima02,PF,28,WAS,3,59,4.8,.377,.304,.348,5.6,15.4,10.4,11.8,1.6,0.0,13.1,22.0,"",-0.1,0.0,-0.1,-0.066,"",-5.2,-1.5,-6.7,-0.1
287,Timofey Mozgov\mozgoti01,C,31,BRK,11,175,11.1,.595,.318,.159,9.9,21.7,15.5,1.7,0.5,1.7,21.6,13.7,"",0.1,0.1,0.2,.053,"",-3.9,-1.5,-5.4,-0.2
288,Emmanuel Mudiay\mudiaem01,PG,21,DEN,11,252,12.9,.502,.234,.393,2.6,13.9,8.2,22.0,1.0,0.7,15.5,25.1,"",0.1,0.2,0.2,.042,"",-2.2,-2.1,-4.3,-0.1
289,Shabazz Muhammad\muhamsh01,SF,25,MIN,11,161,5.7,.367,.143,.107,5.0,9.5,7.2,4.5,0.9,1.0,1.7,15.9,"",-0.2,0.0,-0.1,-0.043,"",-4.1,-2.4,-6.5,-0.2
290,Dejounte Murray\murrade01,PG,21,SAS,11,254,14.0,.469,.023,.345,7.7,21.0,14.0,20.8,2.3,0.3,18.7,21.0,"",-0.1,0.4,0.3,.055,"",-2.5,1.7,-0.8,0.1
291,Jamal Murray\murraja01,PG,20,DEN,11,272,12.1,.493,.390,.186,4.4,5.2,4.8,16.6,1.4,0.7,13.0,23.0,"",0.1,0.1,0.2,.038,"",-1.0,-2.9,-3.8,-0.1
292,Mike Muscala\muscami01,C,26,ATL,9,202,10.7,.524,.373,.235,5.8,15.5,10.6,6.5,1.7,2.2,12.4,13.8,"",0.1,0.1,0.2,.058,"",-1.7,0.3,-1.4,0.0
293,Abdel Nader\naderab01,SF,24,BOS,7,48,5.0,.406,.313,.000,4.5,8.8,6.7,9.6,2.1,1.7,20.0,18.2,"",-0.1,0.1,0.0,-0.016,"",-6.4,1.7,-4.7,0.0
294,Larry Nance\nancela02,PF,25,LAL,8,185,19.3,.642,.035,.368,10.8,23.0,17.1,5.8,2.8,2.2,17.4,18.2,"",0.3,0.4,0.7,.183,"",0.1,2.2,2.3,0.2
295,Shabazz Napier\napiesh01,PG,26,POR,7,67,19.8,.704,.300,.150,1.6,13.2,7.4,15.0,2.2,0.0,8.6,14.9,"",0.2,0.1,0.3,.235,"",3.2,-0.2,3.0,0.1
296,Jameer Nelson\nelsoja01,PG,35,NOP,9,245,10.9,.546,.544,.175,0.4,8.8,4.7,21.0,2.1,0.7,19.6,13.4,"",0.1,0.3,0.4,.079,"",-1.8,-0.5,-2.3,0.0
297,Raul Neto\netora01,PG,25,UTA,6,65,5.4,.414,.278,.167,1.7,7.2,4.4,14.3,2.3,1.4,20.6,16.7,"",-0.1,0.1,0.0,-0.037,"",-6.1,0.2,-5.9,-0.1
298,Nerlens Noel\noelne01,C,23,DAL,12,206,16.3,.596,.000,.404,11.5,25.0,17.8,3.9,2.4,4.6,19.0,14.7,"",0.3,0.3,0.5,.123,"",-2.8,2.7,-0.1,0.1
299,Lucas Nogueira\noguelu01,C,25,TOR,7,120,20.6,.686,.172,.241,6.8,21.1,14.0,6.2,2.8,8.4,15.8,13.9,"",0.2,0.3,0.5,.205,"",1.3,6.0,7.3,0.3
300,Dirk Nowitzki\nowitdi01,C,39,DAL,12,290,11.4,.492,.308,.137,2.5,23.8,12.5,10.6,0.9,0.6,9.5,20.9,"",-0.1,0.1,0.1,.015,"",-3.0,-1.2,-4.2,-0.2
301,Frank Ntilikina\ntilila01,PG,19,NYK,9,179,8.5,.398,.373,.078,2.0,8.5,5.4,33.7,3.9,0.5,27.5,17.6,"",-0.2,0.2,-0.1,-0.023,"",-2.8,-0.3,-3.1,-0.1
302,Jusuf Nurkic\nurkiju01,C,23,POR,11,299,16.0,.513,.028,.317,5.9,24.7,15.3,12.8,2.0,3.1,17.4,28.1,"",-0.1,0.6,0.4,.071,"",-3.7,2.3,-1.4,0.0
303,David Nwaba\nwabada01,SG,25,CHI,8,168,15.4,.599,.132,.474,1.8,25.9,13.6,7.9,1.8,3.1,8.0,13.0,"",0.3,0.3,0.6,.165,"",-2.9,3.4,0.5,0.1
304,Johnny O'Bryant\obryajo01,PF,24,CHO,6,70,16.1,.507,.233,.267,7.5,16.2,11.9,6.9,1.4,2.4,8.2,22.6,"",0.1,0.1,0.2,.107,"",-1.8,-0.2,-2.0,0.0
305,Royce O'Neale\onealro01,SF,24,UTA,4,21,8.4,.340,.400,.400,0.0,27.8,13.5,7.4,4.7,0.0,0.0,25.0,"",-0.1,0.0,0.0,-0.008,"",-6.7,-0.1,-6.8,0.0
306,Kyle O'Quinn\oquinky01,C,27,NYK,11,186,20.9,.622,.057,.415,13.6,26.3,20.3,18.8,1.1,7.1,23.3,19.0,"",0.4,0.2,0.6,.164,"",1.5,4.5,6.1,0.4
307,Semi Ojeleye\ojelese01,PF,23,BOS,11,174,7.0,.582,.767,.267,3.1,8.5,5.9,1.6,1.1,0.0,10.7,9.4,"",0.1,0.3,0.4,.111,"",-1.6,0.4,-1.2,0.0
308,Jahlil Okafor\okafoja01,C,22,PHI,2,25,9.0,.465,.000,.444,17.3,20.3,18.9,5.9,0.0,7.2,21.8,22.8,"",0.0,0.0,0.0,.002,"",-6.8,1.3,-5.5,0.0
309,Victor Oladipo\oladivi01,SG,25,IND,12,391,19.9,.579,.306,.301,2.0,12.2,7.1,17.7,2.0,1.8,15.1,30.7,"",0.5,0.3,0.8,.097,"",2.0,-1.3,0.7,0.3
310,Kelly Olynyk\olynyke01,PF,26,MIA,11,223,18.1,.676,.384,.329,4.6,27.8,16.6,14.4,1.5,2.5,24.4,21.8,"",0.3,0.3,0.6,.134,"",0.0,2.1,2.1,0.2
311,Cedi Osman\osmande01,SF,22,CLE,6,28,2.7,.333,.333,.000,0.0,24.3,12.2,4.7,0.0,0.0,0.0,9.3,"",0.0,0.0,0.0,-0.061,"",-6.5,-3.1,-9.6,-0.1
312,Kelly Oubre\oubreke01,SF,22,WAS,10,317,11.9,.590,.527,.151,3.1,17.2,10.0,2.7,1.5,1.8,10.0,14.8,"",0.3,0.3,0.6,.090,"",0.2,-0.1,0.1,0.2
313,Zaza Pachulia\pachuza01,C,33,GSW,12,170,9.5,.528,.000,.195,8.5,27.4,18.8,9.5,2.2,1.4,29.9,16.1,"",-0.1,0.3,0.2,.043,"",-4.5,1.8,-2.7,0.0
314,Marcus Paige\paigema01,PG,24,CHO,1,3,-19.6,.000,.000,.000,0.0,68.6,34.7,0.0,0.0,0.0,0.0,28.9,"",0.0,0.0,0.0,-0.606,"",-33.4,-9.9,-43.3,0.0
315,Georgios Papagiannis\papagge01,C,20,SAC,2,12,17.3,1.000,.000,.000,0.0,18.8,9.2,13.7,0.0,8.2,33.3,11.2,"",0.0,0.0,0.0,.130,"",-1.9,2.7,0.8,0.0
316,Chandler Parsons\parsoch01,SF,29,MEM,9,162,16.8,.629,.620,.220,2.9,13.1,8.1,14.5,1.9,2.2,11.3,17.5,"",0.3,0.2,0.6,.168,"",2.7,1.0,3.6,0.2
317,Patrick Patterson\pattepa01,PF,28,OKC,10,147,5.3,.417,.800,.000,2.3,11.8,6.9,4.6,2.3,1.2,11.8,10.0,"",-0.1,0.3,0.2,.049,"",-3.8,1.6,-2.2,0.0
318,Brandon Paul\paulbr01,SG,26,SAS,11,165,10.2,.661,.545,.333,0.6,8.9,4.6,9.5,2.7,1.0,24.1,13.1,"",0.1,0.2,0.3,.083,"",-0.8,0.7,-0.1,0.1
319,Chris Paul\paulch01,PG,32,HOU,1,33,11.2,.222,.444,.000,3.4,23.9,13.7,41.3,2.9,2.6,10.0,13.2,"",0.0,0.1,0.1,.075,"",-3.7,3.2,-0.5,0.0
320,Elfrid Payton\paytoel01,PG,23,ORL,3,76,19.5,.494,.148,.111,2.9,11.2,7.1,46.4,3.7,3.0,22.0,20.7,"",0.1,0.1,0.2,.129,"",-0.4,1.6,1.2,0.1
321,Gary Payton\paytoga02,PG,25,MIL,1,3,-19.9,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,"",0.0,0.0,0.0,-0.422,"",-12.2,-6.7,-18.9,0.0
322,Alec Peters\peteral01,PF,22,PHO,2,14,7.9,.375,1.000,.000,0.0,22.6,11.0,0.0,0.0,10.9,0.0,11.8,"",0.0,0.0,0.0,-0.002,"",-6.2,-0.1,-6.3,0.0
323,Mason Plumlee\plumlma01,C,27,DEN,11,173,18.2,.578,.000,.717,8.8,22.7,15.7,13.6,2.8,5.1,19.9,18.6,"",0.2,0.3,0.5,.132,"",-1.8,3.9,2.1,0.2
324,Jakob Poeltl\poeltja01,C,22,TOR,10,164,20.8,.634,.000,.319,18.4,24.5,21.5,4.8,1.5,5.1,18.3,17.5,"",0.4,0.3,0.6,.183,"",1.3,2.1,3.4,0.2
325,Quincy Pondexter\pondequ01,SF,29,CHI,7,78,8.5,.469,.500,.321,6.5,9.5,8.0,8.7,1.9,2.2,18.0,21.9,"",-0.1,0.1,0.0,.003,"",-3.9,0.2,-3.7,0.0
326,Otto Porter\porteot01,SF,24,WAS,9,301,22.6,.682,.382,.136,3.6,18.9,11.1,8.1,3.0,1.9,4.9,17.3,"",1.0,0.4,1.4,.227,"",5.2,1.7,6.9,0.7
327,Bobby Portis\portibo01,PF,22,CHI,1,24,39.9,.711,.385,.308,17.0,39.9,28.2,43.3,0.0,0.0,11.9,30.6,"",0.1,0.0,0.2,.365,"",15.3,2.4,17.7,0.1
328,Kristaps Porzingis\porzikr01,PF,22,NYK,10,330,29.1,.607,.233,.340,4.7,20.5,13.0,5.9,0.6,6.6,9.2,35.7,"",1.2,0.3,1.4,.211,"",3.2,-1.8,1.4,0.3
329,Dwight Powell\poweldw01,C,26,DAL,12,197,9.8,.427,.426,.093,6.8,20.8,13.4,10.9,2.3,2.4,12.5,14.4,"",-0.1,0.2,0.1,.028,"",-3.0,2.0,-0.9,0.1
330,Norman Powell\powelno01,SG,24,TOR,10,243,11.6,.523,.430,.228,1.0,8.0,4.5,13.7,2.4,1.7,13.9,18.1,"",0.1,0.3,0.4,.071,"",0.1,0.3,0.4,0.1
331,Alex Poythress\poythal01,PF,24,IND,6,17,13.8,1.500,1.000,.000,0.0,19.5,9.8,0.0,0.0,0.0,33.3,7.6,"",0.0,0.0,0.0,.091,"",2.4,-5.7,-3.2,0.0
332,Zhou Qi\qizh01,C,22,HOU,5,27,-2.5,.356,.600,.600,0.0,25.1,12.5,0.0,0.0,3.2,19.2,25.3,"",-0.1,0.0,-0.1,-0.196,"",-14.3,-5.5,-19.8,-0.1
333,Ivan Rabb\rabbiv01,PF,20,MEM,1,1,0.0,"","","",0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,"",0.0,0.0,0.0,.012,"",-5.6,1.2,-4.5,0.0
334,Julius Randle\randlju01,C,23,LAL,11,207,21.2,.640,.072,.422,6.4,27.8,17.6,15.4,1.1,3.9,18.3,24.5,"",0.4,0.4,0.8,.177,"",0.3,2.5,2.8,0.2
335,Zach Randolph\randoza01,PF,36,SAC,8,197,14.3,.501,.155,.113,7.7,20.6,14.1,12.9,1.5,1.0,16.4,27.6,"",-0.2,0.2,0.0,-0.008,"",-2.6,-1.0,-3.6,-0.1
336,J.J. Redick\redicjj01,SG,33,PHI,8,262,12.8,.581,.525,.149,0.0,8.9,4.6,15.4,0.5,0.0,9.3,18.8,"",0.4,0.2,0.6,.110,"",1.1,-2.5,-1.4,0.0
337,Willie Reed\reedwi02,C,27,LAC,10,110,24.5,.696,.026,.282,9.9,28.3,19.1,1.6,0.9,3.9,10.2,19.1,"",0.4,0.2,0.5,.238,"",0.8,-1.8,-1.0,0.0
338,Josh Richardson\richajo01,SF,24,MIA,11,362,6.9,.488,.550,.150,2.2,8.9,5.6,9.9,2.2,2.2,22.5,16.7,"",-0.5,0.4,-0.1,-0.015,"",-3.2,1.9,-1.3,0.1
339,Malachi Richardson\richama01,SG,22,SAC,6,77,10.9,.533,.423,.269,1.4,7.3,4.3,8.1,1.3,0.0,6.4,18.0,"",0.1,0.0,0.1,.064,"",-0.7,-3.3,-4.0,0.0
340,Austin Rivers\riverau01,SG,25,LAC,10,320,11.6,.509,.412,.193,2.4,3.4,2.9,11.3,3.3,0.3,12.1,18.9,"",0.2,0.3,0.4,.064,"",0.8,-0.6,0.2,0.2
341,Andre Roberson\roberan03,SF,26,OKC,10,210,8.5,.492,.370,.087,6.8,7.7,7.3,4.7,0.9,2.6,9.5,10.9,"",0.1,0.3,0.4,.087,"",-2.5,1.2,-1.2,0.0
342,Derrick Rose\rosede01,PG,29,CLE,7,188,12.1,.542,.157,.253,4.3,6.6,5.5,10.3,0.5,0.5,17.1,25.8,"",0.0,-0.1,-0.1,-0.032,"",-3.1,-4.9,-8.0,-0.3
343,Terrence Ross\rosste01,SG,26,ORL,11,303,6.5,.412,.441,.186,2.6,11.5,7.2,8.0,1.9,1.5,12.0,17.9,"",-0.5,0.4,-0.1,-0.014,"",-3.9,0.8,-3.1,-0.1
344,Terry Rozier\roziete01,PG,23,BOS,12,290,14.1,.472,.478,.133,3.4,19.3,11.5,14.7,2.6,0.3,5.5,19.1,"",0.2,0.7,0.9,.147,"",-0.4,2.4,2.0,0.3
345,Ricky Rubio\rubiori01,PG,27,UTA,11,352,15.7,.539,.413,.384,2.5,11.6,6.9,32.0,2.8,0.3,21.8,26.1,"",0.1,0.5,0.5,.075,"",0.6,0.0,0.6,0.2
346,D'Angelo Russell\russeda01,PG,21,BRK,10,272,18.7,.532,.290,.308,3.2,14.4,8.5,38.3,2.0,0.5,18.3,34.4,"",0.0,0.2,0.2,.033,"",1.7,-0.7,1.0,0.2
347,Domantas Sabonis\sabondo01,PF,21,IND,10,269,21.2,.657,.035,.442,11.5,30.9,21.2,16.7,0.4,1.2,18.3,20.1,"",0.8,0.2,1.0,.182,"",2.2,0.4,2.7,0.3
348,JaKarr Sampson\sampsja02,SF,24,SAC,2,13,21.1,.615,.250,.500,16.7,26.1,21.3,12.4,0.0,0.0,0.0,16.8,"",0.1,0.0,0.1,.288,"",4.7,-2.6,2.2,0.0
349,Dario Saric\saricda01,PF,23,PHI,10,245,9.8,.517,.489,.144,5.7,16.2,11.1,7.7,0.4,0.7,12.8,18.6,"",0.1,0.2,0.3,.053,"",-1.8,-1.3,-3.1,-0.1
350,Tomas Satoransky\satorto01,SG,26,WAS,5,74,7.3,.425,.400,.400,5.9,6.1,6.0,16.1,1.3,0.0,10.2,11.3,"",0.0,0.0,0.1,.044,"",-1.1,-1.2,-2.3,0.0
351,Dennis Schroder\schrode01,PG,24,ATL,9,291,22.3,.564,.213,.220,2.2,6.7,4.4,38.9,1.8,0.0,12.6,30.6,"",0.7,0.1,0.7,.120,"",4.6,-3.7,1.0,0.2
352,Mike Scott\scottmi01,PF,29,WAS,10,192,10.9,.563,.219,.219,3.4,18.9,11.0,3.2,0.5,0.9,11.4,17.5,"",0.1,0.1,0.2,.057,"",-2.6,-2.1,-4.7,-0.1
353,Thabo Sefolosha\sefolth01,SF,33,UTA,11,233,15.8,.613,.339,.271,2.8,23.5,12.9,7.7,2.8,1.2,10.8,14.2,"",0.4,0.4,0.8,.160,"",-0.6,2.2,1.6,0.2
354,Ramon Sessions\sessira01,PG,31,NYK,4,85,9.1,.469,.286,.381,1.4,11.5,6.7,21.9,2.3,1.1,22.2,16.0,"",0.0,0.1,0.0,.016,"",-2.4,-0.1,-2.6,0.0
355,Iman Shumpert\shumpim01,SG,27,CLE,7,128,10.1,.577,.406,.313,2.7,16.8,9.8,6.6,0.8,1.3,18.0,15.1,"",0.0,0.0,0.0,.009,"",-2.3,-2.3,-4.7,-0.1
356,Pascal Siakam\siakapa01,PF,23,TOR,9,156,19.8,.598,.283,.167,5.2,22.1,13.7,8.4,2.8,0.5,5.8,19.1,"",0.4,0.2,0.6,.182,"",2.8,0.5,3.2,0.2
357,Ben Simmons\simmobe01,PG,21,PHI,10,353,19.7,.514,.040,.353,6.4,23.0,15.0,36.1,2.3,2.3,17.6,24.7,"",0.4,0.6,1.0,.138,"",0.3,4.0,4.3,0.6
358,Jonathon Simmons\simmojo02,SG,28,ORL,11,275,16.6,.618,.229,.459,3.2,10.8,7.1,12.4,1.4,0.3,16.0,24.5,"",0.4,0.3,0.7,.124,"",0.8,-1.3,-0.6,0.1
359,Marcus Smart\smartma01,SG,23,BOS,10,297,11.8,.425,.426,.297,5.1,11.4,8.3,27.0,2.8,1.1,16.2,20.0,"",-0.1,0.7,0.6,.092,"",-1.5,2.8,1.2,0.2
360,Dennis Smith\smithde03,PG,20,DAL,10,283,11.2,.465,.321,.207,2.6,12.0,7.0,31.6,1.4,0.3,18.6,29.4,"",-0.5,0.1,-0.4,-0.074,"",-2.2,-2.0,-4.3,-0.2
361,Ish Smith\smithis01,PG,29,DET,11,214,16.4,.523,.099,.066,2.5,11.3,6.7,32.6,1.2,0.8,15.4,22.5,"",0.3,0.2,0.5,.102,"",-0.6,-0.5,-1.1,0.0
362,J.R. Smith\smithjr01,SG,32,CLE,11,310,4.7,.439,.675,.088,1.9,8.4,5.2,8.7,1.3,0.3,12.6,13.4,"",-0.2,-0.1,-0.3,-0.046,"",-2.0,-2.4,-4.4,-0.2
363,Jason Smith\smithja02,C,31,WAS,5,57,5.4,.363,.556,.333,11.5,10.0,10.7,2.3,0.0,5.8,8.8,16.9,"",-0.1,0.0,0.0,-0.016,"",-3.9,-0.9,-4.8,0.0
364,Josh Smith\smithjo03,PF,32,NOP,3,12,3.6,.250,.000,.000,27.1,8.6,17.6,0.0,0.0,0.0,0.0,14.3,"",0.0,0.0,0.0,-0.003,"",-6.4,-7.0,-13.4,0.0
365,Tony Snell\snellto01,SG,26,MIL,10,336,12.5,.755,.609,.078,0.4,7.8,4.1,8.6,1.2,0.5,8.3,9.9,"",0.8,0.0,0.7,.104,"",3.0,-2.1,0.9,0.2
366,Marreese Speights\speigma01,C,30,ORL,7,63,22.4,.625,.778,.000,7.1,18.5,12.9,13.3,0.0,1.2,5.3,26.1,"",0.2,0.1,0.3,.202,"",7.5,-3.4,4.0,0.1
367,Nik Stauskas\stausni01,SG,24,PHI,3,19,6.4,.694,.000,1.000,0.0,5.4,2.8,0.0,4.9,0.0,41.0,10.7,"",0.0,0.0,0.0,.024,"",-5.8,2.2,-3.7,0.0
368,Lance Stephenson\stephla01,SG,27,IND,12,242,7.0,.363,.333,.298,2.7,16.9,9.8,14.7,2.0,1.0,10.4,18.9,"",-0.4,0.2,-0.2,-0.048,"",-4.5,-0.1,-4.6,-0.2
